cycle,frame_index,src,dst,cmd,position_raw,speed_raw,torque_raw,error_code,temperature,position_rad,speed_rad,torque_nm
13917,13916,0x04,0xFE,0x02,-1826,2458,13,0x0000,120,-0.175020291,1.500572213,0.002059968
13918,13917,0x04,0xFE,0x02,-1813,2481,67,0x0000,120,-0.173773913,1.514610513,0.010299840
13919,13918,0x04,0xFE,0x02,-1793,2510,10,0x0000,120,-0.171856407,1.532310979,0.001602197
13920,13919,0x04,0xFE,0x02,-1780,2520,30,0x0000,120,-0.170610029,1.538414588,0.004654002
13921,13920,0x04,0xFE,0x02,-1761,2522,9,0x0000,120,-0.168788399,1.539635309,0.001449607
13922,13921,0x04,0xFE,0x02,-1748,2525,9,0x0000,120,-0.167542021,1.541466392,0.001449607
13923,13922,0x04,0xFE,0x02,-1729,2523,27,0x0000,120,-0.165720391,1.540245670,0.004196231
13924,13923,0x04,0xFE,0x02,-1715,2538,21,0x0000,120,-0.164378137,1.549401083,0.003280690
13925,13924,0x04,0xFE,0x02,-1695,2558,-6,0x0000,120,-0.162460632,1.561608301,-0.000839246
13926,13925,0x04,0xFE,0x02,-1682,2571,13,0x0000,120,-0.161214253,1.569542992,0.002059968
13927,13926,0x04,0xFE,0x02,-1662,2588,17,0x0000,120,-0.159296748,1.579919127,0.002670329
13928,13927,0x04,0xFE,0x02,-1649,2588,32,0x0000,120,-0.158050370,1.579919127,0.004959182
13929,13928,0x04,0xFE,0x02,-1629,2584,-6,0x0000,120,-0.156132864,1.577477684,-0.000839246
13930,13929,0x04,0xFE,0x02,-1616,2590,49,0x0000,120,-0.154886486,1.581139849,0.007553216
13931,13930,0x04,0xFE,0x02,-1595,2613,20,0x0000,120,-0.152873106,1.595178149,0.003128099
13932,13931,0x04,0xFE,0x02,-1581,2634,-1,0x0000,120,-0.151530852,1.607995727,-0.000076295
13933,13932,0x04,0xFE,0x02,-1561,2658,13,0x0000,120,-0.149613347,1.622644388,0.002059968
13934,13933,0x04,0xFE,0x02,-1547,2664,6,0x0000,120,-0.148271093,1.626306554,0.000991836
13935,13934,0x04,0xFE,0x02,-1526,2665,-28,0x0000,120,-0.146257712,1.626916915,-0.004196231
13936,13935,0x04,0xFE,0x02,-1513,2660,23,0x0000,120,-0.145011334,1.623865110,0.003585870
13937,13936,0x04,0xFE,0x02,-1492,2669,11,0x0000,120,-0.142997954,1.629358358,0.001754788
13938,13937,0x04,0xFE,0x02,-1479,2683,-4,0x0000,120,-0.141751575,1.637903410,-0.000534066
13939,13938,0x04,0xFE,0x02,-1457,2706,0,0x0000,120,-0.139642319,1.651941711,0.000076295
13940,13939,0x04,0xFE,0x02,-1443,2710,24,0x0000,120,-0.138300066,1.654383154,0.003738460
13941,13940,0x04,0xFE,0x02,-1423,2710,12,0x0000,120,-0.136382560,1.654383154,0.001907378
13942,13941,0x04,0xFE,0x02,-1409,2713,15,0x0000,120,-0.135040307,1.656214237,0.002365148
13943,13942,0x04,0xFE,0x02,-1388,2716,28,0x0000,120,-0.133026926,1.658045319,0.004348821
13944,13943,0x04,0xFE,0x02,-1374,2730,24,0x0000,120,-0.131684673,1.666590372,0.003738460
13945,13944,0x04,0xFE,0x02,-1352,2758,28,0x0000,120,-0.129575417,1.683680476,0.004348821
13946,13945,0x04,0xFE,0x02,-1338,2768,13,0x0000,120,-0.128233163,1.689784085,0.002059968
13947,13946,0x04,0xFE,0x02,-1316,2780,30,0x0000,120,-0.126123907,1.697108415,0.004654002
13948,13947,0x04,0xFE,0x02,-1302,2776,46,0x0000,120,-0.124781654,1.694666972,0.007095445
13949,13948,0x04,0xFE,0x02,-1281,2771,18,0x0000,120,-0.122768273,1.691615167,0.002822919
13950,13949,0x04,0xFE,0x02,-1267,2779,31,0x0000,120,-0.121426020,1.696498054,0.004806592
13951,13950,0x04,0xFE,0x02,-1245,2805,12,0x0000,120,-0.119316764,1.712367437,0.001907378
13952,13951,0x04,0xFE,0x02,-1231,2809,16,0x0000,120,-0.117974510,1.714808881,0.002517739
13953,13952,0x04,0xFE,0x02,-1209,2817,6,0x0000,120,-0.115865254,1.719691768,0.000991836
13954,13953,0x04,0xFE,0x02,-1195,2811,37,0x0000,120,-0.114523001,1.716029603,0.005722133
13955,13954,0x04,0xFE,0x02,-1173,2815,6,0x0000,120,-0.112413745,1.718471046,0.000991836
13956,13955,0x04,0xFE,0x02,-1159,2818,26,0x0000,120,-0.111071491,1.720302129,0.004043641
13957,13956,0x04,0xFE,0x02,-1136,2843,28,0x0000,120,-0.108866360,1.735561151,0.004348821
13958,13957,0x04,0xFE,0x02,-1121,2865,10,0x0000,120,-0.107428231,1.748989090,0.001602197
13959,13958,0x04,0xFE,0x02,-1099,2870,18,0x0000,120,-0.105318976,1.752040894,0.002822919
13960,13959,0x04,0xFE,0x02,-1085,2866,40,0x0000,120,-0.103976722,1.749599451,0.006179904
13961,13960,0x04,0xFE,0x02,-1063,2861,9,0x0000,120,-0.101867466,1.746547646,0.001449607
13962,13961,0x04,0xFE,0x02,-1048,2867,31,0x0000,120,-0.100429337,1.750209812,0.004806592
13963,13962,0x04,0xFE,0x02,-1026,2886,-26,0x0000,120,-0.098320081,1.761806668,-0.003891051
13964,13963,0x04,0xFE,0x02,-1011,2898,11,0x0000,120,-0.096881952,1.769130999,0.001754788
13965,13964,0x04,0xFE,0x02,-989,2898,12,0x0000,120,-0.094772697,1.769130999,0.001907378
13966,13965,0x04,0xFE,0x02,-974,2896,13,0x0000,120,-0.093334568,1.767910277,0.002059968
13967,13966,0x04,0xFE,0x02,-952,2886,21,0x0000,120,-0.091225312,1.761806668,0.003280690
13968,13967,0x04,0xFE,0x02,-937,2893,4,0x0000,120,-0.089787183,1.766079194,0.000686656
13969,13968,0x04,0xFE,0x02,-914,2919,24,0x0000,120,-0.087582052,1.781948577,0.003738460
13970,13969,0x04,0xFE,0x02,-899,2937,0,0x0000,120,-0.086143923,1.792935073,0.000076295
13971,13970,0x04,0xFE,0x02,-876,2939,14,0x0000,120,-0.083938792,1.794155795,0.002212558
13972,13971,0x04,0xFE,0x02,-862,2936,13,0x0000,120,-0.082596538,1.792324712,0.002059968
13973,13972,0x04,0xFE,0x02,-839,2931,11,0x0000,120,-0.080391407,1.789272908,0.001754788
13974,13973,0x04,0xFE,0x02,-824,2940,27,0x0000,120,-0.078953278,1.794766155,0.004196231
13975,13974,0x04,0xFE,0x02,-801,2959,-3,0x0000,120,-0.076748147,1.806363012,-0.000381476
13976,13975,0x04,0xFE,0x02,-786,2971,13,0x0000,120,-0.075310018,1.813687343,0.002059968
13977,13976,0x04,0xFE,0x02,-763,2967,31,0x0000,120,-0.073104887,1.811245899,0.004806592
13978,13977,0x04,0xFE,0x02,-748,2963,32,0x0000,120,-0.071666758,1.808804456,0.004959182
13979,13978,0x04,0xFE,0x02,-725,2962,11,0x0000,120,-0.069461627,1.808194095,0.001754788
13980,13979,0x04,0xFE,0x02,-710,2975,17,0x0000,120,-0.068023499,1.816128786,0.002670329
13981,13980,0x04,0xFE,0x02,-687,3001,18,0x0000,120,-0.065818367,1.831998169,0.002822919
13982,13981,0x04,0xFE,0x02,-671,3010,11,0x0000,120,-0.064284363,1.837491417,0.001754788
13983,13982,0x04,0xFE,0x02,-648,3007,33,0x0000,120,-0.062079232,1.835660334,0.005111772
13984,13983,0x04,0xFE,0x02,-633,3002,11,0x0000,120,-0.060641103,1.832608530,0.001754788
13985,13984,0x04,0xFE,0x02,-610,2999,11,0x0000,120,-0.058435972,1.830777447,0.001754788
13986,13985,0x04,0xFE,0x02,-594,3015,17,0x0000,120,-0.056901968,1.840543221,0.002670329
13987,13986,0x04,0xFE,0x02,-571,3030,-1,0x0000,120,-0.054696837,1.849698634,-0.000076295
13988,13987,0x04,0xFE,0x02,-556,3026,17,0x0000,120,-0.053258708,1.847257191,0.002670329
13989,13988,0x04,0xFE,0x02,-533,3021,-46,0x0000,120,-0.051053577,1.844205386,-0.006942855
13990,13989,0x04,0xFE,0x02,-517,3014,5,0x0000,120,-0.049519573,1.839932860,0.000839246
13991,13990,0x04,0xFE,0x02,-494,3019,0,0x0000,120,-0.047314442,1.842984665,0.000076295
13992,13991,0x04,0xFE,0x02,-478,3034,-6,0x0000,120,-0.045780438,1.852140078,-0.000839246
13993,13992,0x04,0xFE,0x02,-455,3057,-1,0x0000,120,-0.043575307,1.866178378,-0.000076295
13994,13993,0x04,0xFE,0x02,-439,3063,-5,0x0000,120,-0.042041302,1.869840543,-0.000686656
13995,13994,0x04,0xFE,0x02,-416,3043,-94,0x0000,120,-0.039836171,1.857633326,-0.014267185
13996,13995,0x04,0xFE,0x02,-401,3038,17,0x0000,120,-0.038398043,1.854581521,0.002670329
13997,13996,0x04,0xFE,0x02,-377,3048,20,0x0000,120,-0.036097036,1.860685130,0.003128099
13998,13997,0x04,0xFE,0x02,-361,3055,-39,0x0000,120,-0.034563032,1.864957656,-0.005874723
13999,13998,0x04,0xFE,0x02,-338,3056,-3,0x0000,120,-0.032357901,1.865568017,-0.000381476
14000,13999,0x04,0xFE,0x02,-323,3055,-13,0x0000,120,-0.030919772,1.864957656,-0.001907378
14001,14000,0x04,0xFE,0x02,-300,3042,-21,0x0000,120,-0.028714641,1.857022965,-0.003128099
14002,14001,0x04,0xFE,0x02,-284,3038,10,0x0000,120,-0.027180637,1.854581521,0.001602197
14003,14002,0x04,0xFE,0x02,-261,3051,-23,0x0000,120,-0.024975506,1.862516213,-0.003433280
14004,14003,0x04,0xFE,0x02,-245,3065,-7,0x0000,120,-0.023441502,1.871061265,-0.000991836
14005,14004,0x04,0xFE,0x02,-221,3069,5,0x0000,120,-0.021140495,1.873502708,0.000839246
14006,14005,0x04,0xFE,0x02,-206,3065,0,0x0000,120,-0.019702366,1.871061265,0.000076295
14007,14006,0x04,0xFE,0x02,-183,3049,-18,0x0000,120,-0.017497235,1.861295491,-0.002670329
14008,14007,0x04,0xFE,0x02,-159,3052,5,0x0000,120,-0.015196229,1.863126574,0.000839246
14009,14008,0x04,0xFE,0x02,-143,3059,-65,0x0000,120,-0.013662225,1.867399100,-0.009842069
14010,14009,0x04,0xFE,0x02,-120,3071,0,0x0000,120,-0.011457094,1.874723430,0.000076295
14011,14010,0x04,0xFE,0x02,-104,3067,-4,0x0000,120,-0.009923090,1.872281987,-0.000534066
14012,14011,0x04,0xFE,0x02,-81,3052,4,0x0000,120,-0.007717959,1.863126574,0.000686656
14013,14012,0x04,0xFE,0x02,-66,3045,0,0x0000,120,-0.006279830,1.858854047,0.000076295
14014,14013,0x04,0xFE,0x02,-42,3055,25,0x0000,120,-0.003978823,1.864957656,0.003891051
14015,14014,0x04,0xFE,0x02,-26,3069,-42,0x0000,120,-0.002444819,1.873502708,-0.006332494
14016,14015,0x04,0xFE,0x02,-3,3081,0,0x0000,120,-0.000239688,1.880827039,0.000076295
14017,14016,0x04,0xFE,0x02,12,3070,-48,0x0000,120,0.001198441,1.874113069,-0.007248035
14018,14017,0x04,0xFE,0x02,35,3060,26,0x0000,120,0.003403572,1.868009461,0.004043641
14019,14018,0x04,0xFE,0x02,50,3053,-2,0x0000,120,0.004841701,1.863736934,-0.000228885
14020,14019,0x04,0xFE,0x02,74,3062,30,0x0000,120,0.007142707,1.869230182,0.004654002
14021,14020,0x04,0xFE,0x02,90,3070,-63,0x0000,120,0.008676711,1.874113069,-0.009536889
14022,14021,0x04,0xFE,0x02,113,3067,2,0x0000,120,0.010881842,1.872281987,0.000381476
14023,14022,0x04,0xFE,0x02,129,3064,-50,0x0000,120,0.012415846,1.870450904,-0.007553216
14024,14023,0x04,0xFE,0x02,152,3047,0,0x0000,120,0.014620977,1.860074769,0.000076295
14025,14024,0x04,0xFE,0x02,167,3048,5,0x0000,120,0.016059106,1.860685130,0.000839246
14026,14025,0x04,0xFE,0x02,191,3062,-16,0x0000,120,0.018360113,1.869230182,-0.002365148
14027,14026,0x04,0xFE,0x02,207,3076,4,0x0000,120,0.019894117,1.877775235,0.000686656
14028,14027,0x04,0xFE,0x02,230,3078,-7,0x0000,120,0.022099248,1.878995956,-0.000991836
14029,14028,0x04,0xFE,0x02,246,3067,-95,0x0000,120,0.023633252,1.872281987,-0.014419776
14030,14029,0x04,0xFE,0x02,269,3055,9,0x0000,120,0.025838383,1.864957656,0.001449607
14031,14030,0x04,0xFE,0x02,285,3058,8,0x0000,120,0.027372387,1.866788739,0.001297017
14032,14031,0x04,0xFE,0x02,308,3073,-8,0x0000,120,0.029577518,1.875944152,-0.001144427
14033,14032,0x04,0xFE,0x02,324,3077,-3,0x0000,120,0.031111523,1.878385595,-0.000381476
14034,14033,0x04,0xFE,0x02,347,3068,-10,0x0000,120,0.033316654,1.872892348,-0.001449607
14035,14034,0x04,0xFE,0x02,363,3055,-42,0x0000,120,0.034850658,1.864957656,-0.006332494
14036,14035,0x04,0xFE,0x02,386,3049,8,0x0000,120,0.037055789,1.861295491,0.001297017
14037,14036,0x04,0xFE,0x02,401,3054,0,0x0000,120,0.038493918,1.864347295,0.000076295
14038,14037,0x04,0xFE,0x02,425,3069,-36,0x0000,120,0.040794924,1.873502708,-0.005416953
14039,14038,0x04,0xFE,0x02,441,3076,4,0x0000,120,0.042328928,1.877775235,0.000686656
14040,14039,0x04,0xFE,0x02,464,3060,3,0x0000,120,0.044534059,1.868009461,0.000534066
14041,14040,0x04,0xFE,0x02,479,3047,5,0x0000,120,0.045972188,1.860074769,0.000839246
14042,14041,0x04,0xFE,0x02,502,3039,1,0x0000,120,0.048177319,1.855191882,0.000228885
14043,14042,0x04,0xFE,0x02,518,3043,-34,0x0000,120,0.049711323,1.857633326,-0.005111772
14044,14043,0x04,0xFE,0x02,541,3046,-2,0x0000,120,0.051916454,1.859464408,-0.000228885
14045,14044,0x04,0xFE,0x02,557,3041,10,0x0000,120,0.053450459,1.856412604,0.001602197
14046,14045,0x04,0xFE,0x02,579,3023,-13,0x0000,120,0.055559714,1.845426108,-0.001907378
14047,14046,0x04,0xFE,0x02,594,3005,0,0x0000,120,0.056997843,1.834439612,0.000076295
14048,14047,0x04,0xFE,0x02,618,3011,-9,0x0000,120,0.059298850,1.838101778,-0.001297017
14049,14048,0x04,0xFE,0x02,633,3024,-122,0x0000,120,0.060736979,1.846036469,-0.018539712
14050,14049,0x04,0xFE,0x02,656,3027,-84,0x0000,120,0.062942110,1.847867552,-0.012741283
14051,14050,0x04,0xFE,0x02,672,3022,-57,0x0000,120,0.064476114,1.844815747,-0.008621347
14052,14051,0x04,0xFE,0x02,694,3006,-4,0x0000,120,0.066585370,1.835049973,-0.000534066
14053,14052,0x04,0xFE,0x02,709,2994,-5,0x0000,120,0.068023499,1.827725643,-0.000686656
14054,14053,0x04,0xFE,0x02,732,2999,-17,0x0000,120,0.070228630,1.830777447,-0.002517739
14055,14054,0x04,0xFE,0x02,748,3003,10,0x0000,120,0.071762634,1.833218891,0.001602197
14056,14055,0x04,0xFE,0x02,771,3006,-18,0x0000,120,0.073967765,1.835049973,-0.002670329
14057,14056,0x04,0xFE,0x02,786,2997,-15,0x0000,120,0.075405894,1.829556725,-0.002212558
14058,14057,0x04,0xFE,0x02,808,2971,-31,0x0000,120,0.077515149,1.813687343,-0.004654002
14059,14058,0x04,0xFE,0x02,823,2958,-1,0x0000,120,0.078953278,1.805752651,-0.000076295
14060,14059,0x04,0xFE,0x02,846,2970,-48,0x0000,120,0.081158409,1.813076982,-0.007248035
14061,14060,0x04,0xFE,0x02,861,2981,-15,0x0000,120,0.082596538,1.819790951,-0.002212558
14062,14061,0x04,0xFE,0x02,884,2978,-2,0x0000,120,0.084801669,1.817959869,-0.000228885
14063,14062,0x04,0xFE,0x02,899,2969,-31,0x0000,120,0.086239798,1.812466621,-0.004654002
14064,14063,0x04,0xFE,0x02,921,2948,-31,0x0000,120,0.088349054,1.799649042,-0.004654002
14065,14064,0x04,0xFE,0x02,936,2933,6,0x0000,120,0.089787183,1.790493629,0.000991836
14066,14065,0x04,0xFE,0x02,958,2934,-41,0x0000,120,0.091896439,1.791103990,-0.006179904
14067,14066,0x04,0xFE,0x02,973,2937,-23,0x0000,120,0.093334568,1.792935073,-0.003433280
14068,14067,0x04,0xFE,0x02,995,2930,-6,0x0000,120,0.095443824,1.788662547,-0.000839246
14069,14068,0x04,0xFE,0x02,1010,2923,-45,0x0000,120,0.096881952,1.784390021,-0.006790265
14070,14069,0x04,0xFE,0x02,1032,2895,-21,0x0000,120,0.098991208,1.767299916,-0.003128099
14071,14070,0x04,0xFE,0x02,1046,2888,16,0x0000,120,0.100333462,1.763027390,0.002517739
14072,14071,0x04,0xFE,0x02,1068,2895,-33,0x0000,120,0.102442718,1.767299916,-0.004959182
14073,14072,0x04,0xFE,0x02,1083,2903,-36,0x0000,120,0.103880847,1.772182803,-0.005416953
14074,14073,0x04,0xFE,0x02,1106,2903,-35,0x0000,120,0.106085978,1.772182803,-0.005264363
14075,14074,0x04,0xFE,0x02,1120,2897,-1,0x0000,120,0.107428231,1.768520638,-0.000076295
14076,14075,0x04,0xFE,0x02,1142,2870,-96,0x0000,120,0.109537487,1.752040894,-0.014572366
14077,14076,0x04,0xFE,0x02,1156,2858,-7,0x0000,120,0.110879741,1.744716564,-0.000991836
14078,14077,0x04,0xFE,0x02,1178,2859,-29,0x0000,120,0.112988996,1.745326925,-0.004348821
14079,14078,0x04,0xFE,0x02,1192,2861,-135,0x0000,120,0.114331250,1.746547646,-0.020523384
14080,14079,0x04,0xFE,0x02,1214,2859,-8,0x0000,120,0.116440506,1.745326925,-0.001144427
14081,14080,0x04,0xFE,0x02,1228,2849,-24,0x0000,120,0.117782760,1.739223316,-0.003585870
14082,14081,0x04,0xFE,0x02,1250,2826,-13,0x0000,120,0.119892015,1.725185016,-0.001907378
14083,14082,0x04,0xFE,0x02,1264,2813,1,0x0000,120,0.121234269,1.717250324,0.000228885
14084,14083,0x04,0xFE,0x02,1285,2818,2,0x0000,120,0.123247650,1.720302129,0.000381476
14085,14084,0x04,0xFE,0x02,1300,2828,-10,0x0000,120,0.124685778,1.726405737,-0.001449607
14086,14085,0x04,0xFE,0x02,1322,2833,-5,0x0000,120,0.126795034,1.729457542,-0.000686656
14087,14086,0x04,0xFE,0x02,1336,2824,6,0x0000,120,0.128137288,1.723964294,0.000991836
14088,14087,0x04,0xFE,0x02,1357,2801,-10,0x0000,120,0.130150668,1.709925994,-0.001449607
14089,14088,0x04,0xFE,0x02,1371,2786,-40,0x0000,120,0.131492922,1.700770581,-0.006027314
14090,14089,0x04,0xFE,0x02,1392,2778,0,0x0000,120,0.133506303,1.695887694,0.000076295
14091,14090,0x04,0xFE,0x02,1406,2776,-24,0x0000,120,0.134848556,1.694666972,-0.003585870
14092,14091,0x04,0xFE,0x02,1427,2781,-4,0x0000,120,0.136861937,1.697718776,-0.000534066
14093,14092,0x04,0xFE,0x02,1441,2763,2,0x0000,120,0.138204190,1.686732280,0.000381476
14094,14093,0x04,0xFE,0x02,1461,2740,2,0x0000,120,0.140121696,1.672693980,0.000381476
14095,14094,0x04,0xFE,0x02,1475,2723,-54,0x0000,120,0.141463949,1.662317845,-0.008163577
14096,14095,0x04,0xFE,0x02,1495,2708,2,0x0000,120,0.143381455,1.653162432,0.000381476
14097,14096,0x04,0xFE,0x02,1509,2703,12,0x0000,120,0.144723708,1.650110628,0.001907378
14098,14097,0x04,0xFE,0x02,1530,2716,-6,0x0000,120,0.146737089,1.658045319,-0.000839246
14099,14098,0x04,0xFE,0x02,1544,2711,-48,0x0000,120,0.148079342,1.654993515,-0.007248035
14100,14099,0x04,0xFE,0x02,1564,2697,3,0x0000,120,0.149996848,1.646448463,0.000534066
14101,14100,0x04,0xFE,0x02,1577,2677,-54,0x0000,120,0.151243226,1.634241245,-0.008163577
14102,14101,0x04,0xFE,0x02,1597,2655,4,0x0000,120,0.153160731,1.620813306,0.000686656
14103,14102,0x04,0xFE,0x02,1610,2648,0,0x0000,120,0.154407110,1.616540780,0.000076295
14104,14103,0x04,0xFE,0x02,1631,2652,-16,0x0000,120,0.156420490,1.618982223,-0.002365148
14105,14104,0x04,0xFE,0x02,1644,2648,-158,0x0000,120,0.157666869,1.616540780,-0.024032959
14106,14105,0x04,0xFE,0x02,1664,2637,-4,0x0000,120,0.159584374,1.609826810,-0.000534066
14107,14106,0x04,0xFE,0x02,1677,2622,20,0x0000,120,0.160830752,1.600671397,0.003128099
14108,14107,0x04,0xFE,0x02,1696,2598,15,0x0000,120,0.162652382,1.586022736,0.002365148
14109,14108,0x04,0xFE,0x02,1709,2583,3,0x0000,120,0.163898761,1.576867323,0.000534066
14110,14109,0x04,0xFE,0x02,1729,2576,3,0x0000,120,0.165816266,1.572594797,0.000534066
14111,14110,0x04,0xFE,0x02,1742,2581,-57,0x0000,120,0.167062644,1.575646601,-0.008621347
14112,14111,0x04,0xFE,0x02,1762,2580,-18,0x0000,120,0.168980150,1.575036240,-0.002670329
14113,14112,0x04,0xFE,0x02,1775,2570,-11,0x0000,120,0.170226528,1.568932631,-0.001602197
14114,14113,0x04,0xFE,0x02,1793,2544,-54,0x0000,120,0.171952283,1.553063249,-0.008163577
14115,14114,0x04,0xFE,0x02,1806,2527,4,0x0000,120,0.173198661,1.542687114,0.000686656
14116,14115,0x04,0xFE,0x02,1825,2505,-4,0x0000,120,0.175020291,1.529259174,-0.000534066
14117,14116,0x04,0xFE,0x02,1837,2499,-4,0x0000,120,0.176170794,1.525597009,-0.000534066
14118,14117,0x04,0xFE,0x02,1856,2499,-17,0x0000,120,0.177992424,1.525597009,-0.002517739
14119,14118,0x04,0xFE,0x02,1869,2499,-120,0x0000,120,0.179238803,1.525597009,-0.018234531
14120,14119,0x04,0xFE,0x02,1888,2479,-18,0x0000,120,0.181060433,1.513389792,-0.002670329
14121,14120,0x04,0xFE,0x02,1900,2466,8,0x0000,120,0.182210936,1.505455100,0.001297017
14122,14121,0x04,0xFE,0x02,1918,2443,-4,0x0000,120,0.183936690,1.491416800,-0.000534066
14123,14122,0x04,0xFE,0x02,1930,2428,-15,0x0000,120,0.185087194,1.482261387,-0.002212558
14124,14123,0x04,0xFE,0x02,1949,2422,5,0x0000,120,0.186908824,1.478599222,0.000839246
14125,14124,0x04,0xFE,0x02,1961,2427,-103,0x0000,120,0.188059327,1.481651026,-0.015640497
14126,14125,0x04,0xFE,0x02,1980,2425,1,0x0000,120,0.189880957,1.480430304,0.000228885
14127,14126,0x04,0xFE,0x02,1992,2421,-122,0x0000,120,0.191031460,1.477988861,-0.018539712
14128,14127,0x04,0xFE,0x02,2010,2404,9,0x0000,120,0.192757215,1.467612726,0.001449607
14129,14128,0x04,0xFE,0x02,2022,2384,-18,0x0000,120,0.193907718,1.455405509,-0.002670329
14130,14129,0x04,0xFE,0x02,2039,2357,2,0x0000,120,0.195537597,1.438925765,0.000381476
14131,14130,0x04,0xFE,0x02,2051,2346,0,0x0000,120,0.196688100,1.432211795,0.000076295
14132,14131,0x04,0xFE,0x02,2068,2340,-22,0x0000,120,0.198317980,1.428549630,-0.003280690
14133,14132,0x04,0xFE,0x02,2080,2332,-65,0x0000,120,0.199468483,1.423666743,-0.009842069
14134,14133,0x04,0xFE,0x02,2098,2321,-10,0x0000,120,0.201194238,1.416952773,-0.001449607
14135,14134,0x04,0xFE,0x02,2109,2304,0,0x0000,120,0.202248866,1.406576638,0.000076295
14136,14135,0x04,0xFE,0x02,2126,2279,0,0x0000,120,0.203878745,1.391317617,0.000076295
14137,14136,0x04,0xFE,0x02,2137,2259,-18,0x0000,120,0.204933373,1.379110399,-0.002670329
14138,14137,0x04,0xFE,0x02,2154,2235,0,0x0000,120,0.206563252,1.364461738,0.000076295
14139,14138,0x04,0xFE,0x02,2165,2232,0,0x0000,120,0.207617880,1.362630655,0.000076295
14140,14139,0x04,0xFE,0x02,2182,2226,-58,0x0000,120,0.209247760,1.358968490,-0.008773938
14141,14140,0x04,0xFE,0x02,2193,2222,-19,0x0000,120,0.210302388,1.356527047,-0.002822919
14142,14141,0x04,0xFE,0x02,2210,2223,1,0x0000,120,0.211932267,1.357137407,0.000228885
14143,14142,0x04,0xFE,0x02,2221,2208,-6,0x0000,120,0.212986895,1.347981994,-0.000839246
14144,14143,0x04,0xFE,0x02,2237,2186,3,0x0000,120,0.214520899,1.334554055,0.000534066
14145,14144,0x04,0xFE,0x02,2248,2160,-50,0x0000,120,0.215575527,1.318684672,-0.007553216
14146,14145,0x04,0xFE,0x02,2264,2137,-2,0x0000,120,0.217109531,1.304646372,-0.000228885
14147,14146,0x04,0xFE,0x02,2274,2129,-6,0x0000,120,0.218068284,1.299763485,-0.000839246
14148,14147,0x04,0xFE,0x02,2290,2117,-4,0x0000,120,0.219602288,1.292439155,-0.000534066
14149,14148,0x04,0xFE,0x02,2301,2109,-4,0x0000,120,0.220656916,1.287556268,-0.000534066
14150,14149,0x04,0xFE,0x02,2317,2099,-27,0x0000,120,0.222190920,1.281452659,-0.004043641
14151,14150,0x04,0xFE,0x02,2327,2086,-65,0x0000,120,0.223149673,1.273517967,-0.009842069
14152,14151,0x04,0xFE,0x02,2342,2062,-7,0x0000,120,0.224587802,1.258869306,-0.000991836
14153,14152,0x04,0xFE,0x02,2352,2042,-39,0x0000,120,0.225546554,1.246662089,-0.005874723
14154,14153,0x04,0xFE,0x02,2367,2014,7,0x0000,120,0.226984683,1.229571984,0.001144427
14155,14154,0x04,0xFE,0x02,2377,2002,0,0x0000,120,0.227943436,1.222247654,0.000076295
14156,14155,0x04,0xFE,0x02,2392,1994,-4,0x0000,120,0.229381565,1.217364767,-0.000534066
14157,14156,0x04,0xFE,0x02,2402,1993,-11,0x0000,120,0.230340317,1.216754406,-0.001602197
14158,14157,0x04,0xFE,0x02,2417,1989,-11,0x0000,120,0.231778446,1.214312963,-0.001602197
14159,14158,0x04,0xFE,0x02,2427,1986,-45,0x0000,120,0.232737199,1.212481880,-0.006790265
14160,14159,0x04,0xFE,0x02,2442,1969,-8,0x0000,120,0.234175328,1.202105745,-0.001144427
14161,14160,0x04,0xFE,0x02,2452,1950,9,0x0000,120,0.235134081,1.190508888,0.001449607
14162,14161,0x04,0xFE,0x02,2466,1920,-17,0x0000,120,0.236476334,1.172198062,-0.002517739
14163,14162,0x04,0xFE,0x02,2475,1899,-24,0x0000,120,0.237339212,1.159380484,-0.003585870
14164,14163,0x04,0xFE,0x02,2489,1876,-3,0x0000,120,0.238681465,1.145342184,-0.000381476
14165,14164,0x04,0xFE,0x02,2498,1867,0,0x0000,120,0.239544343,1.139848936,0.000076295
14166,14165,0x04,0xFE,0x02,2512,1854,-7,0x0000,120,0.240886596,1.131914244,-0.000991836
14167,14166,0x04,0xFE,0x02,2521,1848,-1,0x0000,120,0.241749474,1.128252079,-0.000076295
14168,14167,0x04,0xFE,0x02,2535,1838,-32,0x0000,120,0.243091727,1.122148470,-0.004806592
14169,14168,0x04,0xFE,0x02,2544,1826,-33,0x0000,120,0.243954605,1.114824140,-0.004959182
14170,14169,0x04,0xFE,0x02,2557,1801,-42,0x0000,120,0.245200983,1.099565118,-0.006332494
14171,14170,0x04,0xFE,0x02,2566,1780,-28,0x0000,120,0.246063860,1.086747539,-0.004196231
14172,14171,0x04,0xFE,0x02,2579,1749,-55,0x0000,120,0.247310239,1.067826352,-0.008316167
14173,14172,0x04,0xFE,0x02,2587,1734,7,0x0000,120,0.248077241,1.058670939,0.001144427
14174,14173,0x04,0xFE,0x02,2600,1714,3,0x0000,120,0.249323619,1.046463722,0.000534066
14175,14174,0x04,0xFE,0x02,2608,1705,5,0x0000,120,0.250090621,1.040970474,0.000839246
14176,14175,0x04,0xFE,0x02,2621,1700,-2,0x0000,120,0.251337000,1.037918669,-0.000228885
14177,14176,0x04,0xFE,0x02,2630,1696,-18,0x0000,120,0.252199877,1.035477226,-0.002670329
