cycle,frame_index,src,dst,cmd,position_raw,speed_raw,torque_raw,error_code,temperature,position_rad,speed_rad,torque_nm
2,1,0x04,0xFE,0x02,0,-4,3,0x0000,120,0.000047938,-0.002136263,0.000534066
3,2,0x04,0xFE,0x02,0,-4,1,0x0000,120,0.000047938,-0.002136263,0.000228885
4,3,0x04,0xFE,0x02,0,-5,1,0x0000,120,0.000047938,-0.002746624,0.000228885
5,4,0x04,0xFE,0x02,0,2,3,0x0000,120,0.000047938,0.001525902,0.000534066
6,5,0x04,0xFE,0x02,0,-5,3,0x0000,120,0.000047938,-0.002746624,0.000534066
7,6,0x04,0xFE,0x02,0,2,414,0x0000,120,0.000047938,0.001525902,0.063248646
8,7,0x04,0xFE,0x02,0,19,476,0x0000,120,0.000047938,0.011902037,0.072709239
9,8,0x04,0xFE,0x02,0,36,530,0x0000,120,0.000047938,0.022278172,0.080949111
10,9,0x04,0xFE,0x02,1,74,640,0x0000,120,0.000143813,0.045471885,0.097734035
11,10,0x04,0xFE,0x02,3,114,654,0x0000,120,0.000335563,0.069886320,0.099870298
12,11,0x04,0xFE,0x02,5,176,736,0x0000,120,0.000527314,0.107728695,0.112382696
13,12,0x04,0xFE,0x02,8,238,745,0x0000,120,0.000814940,0.145571069,0.113756008
14,13,0x04,0xFE,0x02,13,341,779,0x0000,120,0.001294316,0.208438239,0.118944076
15,14,0x04,0xFE,0x02,16,418,787,0x0000,120,0.001581942,0.255436027,0.120164797
16,15,0x04,0xFE,0x02,23,538,814,0x0000,120,0.002253069,0.328679332,0.124284733
17,16,0x04,0xFE,0x02,28,632,810,0x0000,120,0.002732445,0.386053254,0.123674372
18,17,0x04,0xFE,0x02,37,778,849,0x0000,120,0.003595322,0.475165942,0.129625391
19,18,0x04,0xFE,0x02,44,877,801,0x0000,120,0.004266449,0.535591669,0.122301061
20,19,0x04,0xFE,0x02,55,1047,789,0x0000,120,0.005321077,0.639353017,0.120469978
21,20,0x04,0xFE,0x02,64,1167,758,0x0000,120,0.006183954,0.712596323,0.115739681
22,21,0x04,0xFE,0x02,77,1341,742,0x0000,120,0.007430333,0.818799115,0.113298238
23,22,0x04,0xFE,0x02,88,1459,653,0x0000,120,0.008484961,0.890821698,0.099717708
24,23,0x04,0xFE,0x02,103,1631,647,0x0000,120,0.009923090,0.995803769,0.098802167
25,24,0x04,0xFE,0x02,115,1739,589,0x0000,120,0.011073593,1.061722744,0.089951934
26,25,0x04,0xFE,0x02,132,1890,579,0x0000,120,0.012703472,1.153887236,0.088426032
27,26,0x04,0xFE,0x02,144,1989,539,0x0000,120,0.013853975,1.214312963,0.082322423
28,27,0x04,0xFE,0x02,164,2133,554,0x0000,120,0.015771481,1.302204929,0.084611276
29,28,0x04,0xFE,0x02,177,2233,451,0x0000,120,0.017017859,1.363241016,0.068894484
30,29,0x04,0xFE,0x02,199,2388,398,0x0000,120,0.019127115,1.457846952,0.060807202
31,30,0x04,0xFE,0x02,213,2478,393,0x0000,120,0.020469368,1.512779431,0.060044251
32,31,0x04,0xFE,0x02,236,2597,322,0x0000,120,0.022674500,1.585412375,0.049210346
33,32,0x04,0xFE,0x02,251,2670,303,0x0000,120,0.024112628,1.629968719,0.046311131
34,33,0x04,0xFE,0x02,274,2767,295,0x0000,120,0.026317759,1.689173724,0.045090410
35,34,0x04,0xFE,0x02,290,2839,238,0x0000,120,0.027851764,1.733119707,0.036392767
36,35,0x04,0xFE,0x02,314,2942,176,0x0000,120,0.030152770,1.795986877,0.026932174
37,36,0x04,0xFE,0x02,331,2995,131,0x0000,120,0.031782649,1.828336004,0.020065614
38,37,0x04,0xFE,0x02,356,3062,125,0x0000,120,0.034179531,1.869230182,0.019150072
39,38,0x04,0xFE,0x02,372,3089,102,0x0000,120,0.035713535,1.885709926,0.015640497
40,39,0x04,0xFE,0x02,397,3155,52,0x0000,120,0.038110417,1.925993744,0.008010986
41,40,0x04,0xFE,0x02,415,3200,-55,0x0000,120,0.039836171,1.953459983,-0.008316167
42,41,0x04,0xFE,0x02,441,3254,10,0x0000,120,0.042328928,1.986419471,0.001602197
43,42,0x04,0xFE,0x02,458,3276,-50,0x0000,120,0.043958808,1.999847410,-0.007553216
44,43,0x04,0xFE,0x02,483,3281,-72,0x0000,120,0.046355689,2.002899214,-0.010910201
45,44,0x04,0xFE,0x02,500,3289,-109,0x0000,120,0.047985569,2.007782101,-0.016556039
46,45,0x04,0xFE,0x02,526,3315,-145,0x0000,120,0.050478326,2.023651484,-0.022049287
47,46,0x04,0xFE,0x02,543,3325,0,0x0000,120,0.052108205,2.029755093,0.000076295
48,47,0x04,0xFE,0x02,568,3310,-70,0x0000,120,0.054505087,2.020599680,-0.010605020
49,48,0x04,0xFE,0x02,584,3294,-87,0x0000,120,0.056039091,2.010833906,-0.013199054
50,49,0x04,0xFE,0x02,609,3282,-108,0x0000,120,0.058435972,2.003509575,-0.016403449
51,50,0x04,0xFE,0x02,626,3276,-51,0x0000,120,0.060065852,1.999847410,-0.007705806
52,51,0x04,0xFE,0x02,651,3281,-243,0x0000,120,0.062462733,2.002899214,-0.037003128
53,52,0x04,0xFE,0x02,667,3263,-121,0x0000,120,0.063996738,1.991912718,-0.018387121
54,53,0x04,0xFE,0x02,691,3233,-187,0x0000,120,0.066297744,1.973601892,-0.028458076
55,54,0x04,0xFE,0x02,707,3212,-43,0x0000,120,0.067831748,1.960784314,-0.006485084
56,55,0x04,0xFE,0x02,731,3191,-239,0x0000,120,0.070132754,1.947966735,-0.036392767
57,56,0x04,0xFE,0x02,747,3184,-196,0x0000,120,0.071666758,1.943694209,-0.029831388
58,57,0x04,0xFE,0x02,771,3164,-11,0x0000,120,0.073967765,1.931486992,-0.001602197
59,58,0x04,0xFE,0x02,787,3142,13,0x0000,120,0.075501769,1.918059052,0.002059968
60,59,0x04,0xFE,0x02,809,3099,-117,0x0000,120,0.077611025,1.891813535,-0.017776761
61,60,0x04,0xFE,0x02,825,3080,-7,0x0000,120,0.079145029,1.880216678,-0.000991836
62,61,0x04,0xFE,0x02,848,3067,-191,0x0000,120,0.081350160,1.872281987,-0.029068437
63,62,0x04,0xFE,0x02,863,3065,-74,0x0000,120,0.082788289,1.871061265,-0.011215381
64,63,0x04,0xFE,0x02,886,3053,12,0x0000,120,0.084993420,1.863736934,0.001907378
65,64,0x04,0xFE,0x02,901,3030,-4,0x0000,120,0.086431549,1.849698634,-0.000534066
66,65,0x04,0xFE,0x02,924,2994,-87,0x0000,120,0.088636680,1.827725643,-0.013199054
67,66,0x04,0xFE,0x02,938,2975,-5,0x0000,120,0.089978934,1.816128786,-0.000686656
68,67,0x04,0xFE,0x02,961,2972,-95,0x0000,120,0.092184065,1.814297704,-0.014419776
69,68,0x04,0xFE,0x02,976,2959,-145,0x0000,120,0.093622194,1.806363012,-0.022049287
70,69,0x04,0xFE,0x02,998,2944,3,0x0000,120,0.095731449,1.797207599,0.000534066
71,70,0x04,0xFE,0x02,1012,2917,-95,0x0000,120,0.097073703,1.780727855,-0.014419776
72,71,0x04,0xFE,0x02,1034,2891,38,0x0000,120,0.099182959,1.764858473,0.005874723
73,72,0x04,0xFE,0x02,1048,2879,0,0x0000,120,0.100525212,1.757534142,0.000076295
74,73,0x04,0xFE,0x02,1070,2875,-8,0x0000,120,0.102634468,1.755092699,-0.001144427
75,74,0x04,0xFE,0x02,1085,2877,8,0x0000,120,0.104072597,1.756313420,0.001297017
76,75,0x04,0xFE,0x02,1107,2883,1,0x0000,120,0.106181853,1.759975586,0.000228885
77,76,0x04,0xFE,0x02,1121,2866,8,0x0000,120,0.107524107,1.749599451,0.001297017
78,77,0x04,0xFE,0x02,1142,2839,18,0x0000,120,0.109537487,1.733119707,0.002822919
79,78,0x04,0xFE,0x02,1157,2829,2,0x0000,120,0.110975616,1.727016098,0.000381476
80,79,0x04,0xFE,0x02,1178,2831,13,0x0000,120,0.112988996,1.728236820,0.002059968
81,80,0x04,0xFE,0x02,1193,2832,-188,0x0000,120,0.114427125,1.728847181,-0.028610666
82,81,0x04,0xFE,0x02,1214,2835,6,0x0000,120,0.116440506,1.730678264,0.000991836
83,82,0x04,0xFE,0x02,1228,2822,1,0x0000,120,0.117782760,1.722743572,0.000228885
84,83,0x04,0xFE,0x02,1250,2808,-42,0x0000,120,0.119892015,1.714198520,-0.006332494
85,84,0x04,0xFE,0x02,1264,2798,-2,0x0000,120,0.121234269,1.708094911,-0.000228885
86,85,0x04,0xFE,0x02,1285,2799,15,0x0000,120,0.123247650,1.708705272,0.002365148
87,86,0x04,0xFE,0x02,1300,2807,9,0x0000,120,0.124685778,1.713588159,0.001449607
88,87,0x04,0xFE,0x02,1321,2816,-25,0x0000,120,0.126699159,1.719081407,-0.003738460
89,88,0x04,0xFE,0x02,1336,2812,-47,0x0000,120,0.128137288,1.716639963,-0.007095445
90,89,0x04,0xFE,0x02,1357,2794,-73,0x0000,120,0.130150668,1.705653468,-0.011062791
91,90,0x04,0xFE,0x02,1370,2781,1,0x0000,120,0.131397047,1.697718776,0.000228885
92,91,0x04,0xFE,0x02,1392,2776,-10,0x0000,120,0.133506303,1.694666972,-0.001449607
93,92,0x04,0xFE,0x02,1406,2776,-17,0x0000,120,0.134848556,1.694666972,-0.002517739
94,93,0x04,0xFE,0x02,1427,2778,-131,0x0000,120,0.136861937,1.695887694,-0.019913024
95,94,0x04,0xFE,0x02,1441,2770,-18,0x0000,120,0.138204190,1.691004807,-0.002670329
96,95,0x04,0xFE,0x02,1461,2749,0,0x0000,120,0.140121696,1.678187228,0.000076295
97,96,0x04,0xFE,0x02,1475,2732,-89,0x0000,120,0.141463949,1.667811093,-0.013504234
98,97,0x04,0xFE,0x02,1495,2717,-7,0x0000,120,0.143381455,1.658655680,-0.000991836
99,98,0x04,0xFE,0x02,1509,2719,-51,0x0000,120,0.144723708,1.659876402,-0.007705806
100,99,0x04,0xFE,0x02,1530,2723,-135,0x0000,120,0.146737089,1.662317845,-0.020523384
101,100,0x04,0xFE,0x02,1544,2723,-3,0x0000,120,0.148079342,1.662317845,-0.000381476
102,101,0x04,0xFE,0x02,1564,2705,-33,0x0000,120,0.149996848,1.651331350,-0.004959182
103,102,0x04,0xFE,0x02,1578,2687,2,0x0000,120,0.151339101,1.640344854,0.000381476
104,103,0x04,0xFE,0x02,1598,2663,-42,0x0000,120,0.153256607,1.625696193,-0.006332494
105,104,0x04,0xFE,0x02,1611,2661,-24,0x0000,120,0.154502985,1.624475471,-0.003585870
106,105,0x04,0xFE,0x02,1631,2655,-34,0x0000,120,0.156420490,1.620813306,-0.005111772
107,106,0x04,0xFE,0x02,1645,2655,-68,0x0000,120,0.157762744,1.620813306,-0.010299840
108,107,0x04,0xFE,0x02,1664,2634,-66,0x0000,120,0.159584374,1.607995727,-0.009994659
109,108,0x04,0xFE,0x02,1678,2621,9,0x0000,120,0.160926628,1.600061036,0.001449607
110,109,0x04,0xFE,0x02,1697,2600,-133,0x0000,120,0.162748258,1.587243458,-0.020218204
111,110,0x04,0xFE,0x02,1710,2579,-14,0x0000,120,0.163994636,1.574425879,-0.002059968
112,111,0x04,0xFE,0x02,1729,2577,-20,0x0000,120,0.165816266,1.573205158,-0.002975509
113,112,0x04,0xFE,0x02,1742,2574,11,0x0000,120,0.167062644,1.571374075,0.001754788
114,113,0x04,0xFE,0x02,1762,2576,-100,0x0000,120,0.168980150,1.572594797,-0.015182727
115,114,0x04,0xFE,0x02,1775,2570,5,0x0000,120,0.170226528,1.568932631,0.000839246
116,115,0x04,0xFE,0x02,1794,2545,2,0x0000,120,0.172048158,1.553673610,0.000381476
117,116,0x04,0xFE,0x02,1806,2526,-20,0x0000,120,0.173198661,1.542076753,-0.002975509
118,117,0x04,0xFE,0x02,1825,2506,-7,0x0000,120,0.175020291,1.529869535,-0.000991836
119,118,0x04,0xFE,0x02,1838,2503,-29,0x0000,120,0.176266670,1.528038453,-0.004348821
120,119,0x04,0xFE,0x02,1857,2498,-20,0x0000,120,0.178088300,1.524986648,-0.002975509
121,120,0x04,0xFE,0x02,1870,2494,-6,0x0000,120,0.179334678,1.522545205,-0.000839246
122,121,0x04,0xFE,0x02,1888,2471,-43,0x0000,120,0.181060433,1.508506905,-0.006485084
123,122,0x04,0xFE,0x02,1900,2460,-2,0x0000,120,0.182210936,1.501792935,-0.000228885
124,123,0x04,0xFE,0x02,1918,2432,-42,0x0000,120,0.183936690,1.484702831,-0.006332494
125,124,0x04,0xFE,0x02,1930,2417,-4,0x0000,120,0.185087194,1.475547417,-0.000534066
126,125,0x04,0xFE,0x02,1949,2410,-5,0x0000,120,0.186908824,1.471274891,-0.000686656
127,126,0x04,0xFE,0x02,1961,2412,-140,0x0000,120,0.188059327,1.472495613,-0.021286336
128,127,0x04,0xFE,0x02,1979,2409,4,0x0000,120,0.189785081,1.470664530,0.000686656
129,128,0x04,0xFE,0x02,1991,2406,-38,0x0000,120,0.190935585,1.468833448,-0.005722133
130,129,0x04,0xFE,0x02,2009,2385,-28,0x0000,120,0.192661339,1.456015869,-0.004196231
131,130,0x04,0xFE,0x02,2021,2374,20,0x0000,120,0.193811843,1.449301900,0.003128099
132,131,0x04,0xFE,0x02,2038,2345,-6,0x0000,120,0.195441722,1.431601434,-0.000839246
133,132,0x04,0xFE,0x02,2050,2338,0,0x0000,120,0.196592225,1.427328908,0.000076295
134,133,0x04,0xFE,0x02,2068,2337,-25,0x0000,120,0.198317980,1.426718547,-0.003738460
135,134,0x04,0xFE,0x02,2080,2328,6,0x0000,120,0.199468483,1.421225299,0.000991836
136,135,0x04,0xFE,0x02,2097,2322,-30,0x0000,120,0.201098362,1.417563134,-0.004501411
137,136,0x04,0xFE,0x02,2109,2310,-145,0x0000,120,0.202248866,1.410238804,-0.022049287
138,137,0x04,0xFE,0x02,2126,2283,-112,0x0000,120,0.203878745,1.393759060,-0.017013809
139,138,0x04,0xFE,0x02,2137,2263,-11,0x0000,120,0.204933373,1.381551843,-0.001602197
140,139,0x04,0xFE,0x02,2154,2245,0,0x0000,120,0.206563252,1.370565347,0.000076295
141,140,0x04,0xFE,0x02,2165,2241,-11,0x0000,120,0.207617880,1.368123903,-0.001602197
142,141,0x04,0xFE,0x02,2182,2240,-4,0x0000,120,0.209247760,1.367513542,-0.000534066
143,142,0x04,0xFE,0x02,2193,2235,5,0x0000,120,0.210302388,1.364461738,0.000839246
144,143,0x04,0xFE,0x02,2210,2228,-1,0x0000,120,0.211932267,1.360189212,-0.000076295
145,144,0x04,0xFE,0x02,2221,2211,-102,0x0000,120,0.212986895,1.349813077,-0.015487907
146,145,0x04,0xFE,0x02,2237,2188,-12,0x0000,120,0.214520899,1.335774777,-0.001754788
147,146,0x04,0xFE,0x02,2248,2168,-37,0x0000,120,0.215575527,1.323567559,-0.005569543
148,147,0x04,0xFE,0x02,2264,2141,-10,0x0000,120,0.217109531,1.307087816,-0.001449607
149,148,0x04,0xFE,0x02,2274,2129,-28,0x0000,120,0.218068284,1.299763485,-0.004196231
150,149,0x04,0xFE,0x02,2290,2118,-25,0x0000,120,0.219602288,1.293049516,-0.003738460
151,150,0x04,0xFE,0x02,2301,2116,-171,0x0000,120,0.220656916,1.291828794,-0.026016632
152,151,0x04,0xFE,0x02,2317,2099,-79,0x0000,120,0.222190920,1.281452659,-0.011978332
153,152,0x04,0xFE,0x02,2327,2084,5,0x0000,120,0.223149673,1.272297246,0.000839246
154,153,0x04,0xFE,0x02,2342,2057,-9,0x0000,120,0.224587802,1.255817502,-0.001297017
155,154,0x04,0xFE,0x02,2352,2036,4,0x0000,120,0.225546554,1.242999924,0.000686656
156,155,0x04,0xFE,0x02,2367,2013,-5,0x0000,120,0.226984683,1.228961624,-0.000686656
157,156,0x04,0xFE,0x02,2377,2000,-3,0x0000,120,0.227943436,1.221026932,-0.000381476
158,157,0x04,0xFE,0x02,2392,1992,-6,0x0000,120,0.229381565,1.216144045,-0.000839246
159,158,0x04,0xFE,0x02,2402,1989,20,0x0000,120,0.230340317,1.214312963,0.003128099
160,159,0x04,0xFE,0x02,2417,1991,-12,0x0000,120,0.231778446,1.215533684,-0.001754788
161,160,0x04,0xFE,0x02,2427,1984,2,0x0000,120,0.232737199,1.211261158,0.000381476
162,161,0x04,0xFE,0x02,2442,1962,-1,0x0000,120,0.234175328,1.197833219,-0.000076295
163,162,0x04,0xFE,0x02,2452,1953,-4,0x0000,120,0.235134081,1.192339971,-0.000534066
164,163,0x04,0xFE,0x02,2466,1926,-38,0x0000,120,0.236476334,1.175860227,-0.005722133
165,164,0x04,0xFE,0x02,2475,1904,-20,0x0000,120,0.237339212,1.162432288,-0.002975509
166,165,0x04,0xFE,0x02,2489,1881,-13,0x0000,120,0.238681465,1.148393988,-0.001907378
167,166,0x04,0xFE,0x02,2498,1871,-7,0x0000,120,0.239544343,1.142290379,-0.000991836
168,167,0x04,0xFE,0x02,2512,1860,-33,0x0000,120,0.240886596,1.135576410,-0.004959182
169,168,0x04,0xFE,0x02,2521,1852,-6,0x0000,120,0.241749474,1.130693523,-0.000839246
170,169,0x04,0xFE,0x02,2535,1832,-101,0x0000,120,0.243091727,1.118486305,-0.015335317
171,170,0x04,0xFE,0x02,2544,1825,-18,0x0000,120,0.243954605,1.114213779,-0.002670329
172,171,0x04,0xFE,0x02,2557,1796,-2,0x0000,120,0.245200983,1.096513313,-0.000228885
173,172,0x04,0xFE,0x02,2566,1784,-2,0x0000,120,0.246063860,1.089188983,-0.000228885
174,173,0x04,0xFE,0x02,2579,1750,-37,0x0000,120,0.247310239,1.068436713,-0.005569543
175,174,0x04,0xFE,0x02,2587,1731,0,0x0000,120,0.248077241,1.056839857,0.000076295
176,175,0x04,0xFE,0x02,2600,1715,-7,0x0000,120,0.249323619,1.047074083,-0.000991836
177,176,0x04,0xFE,0x02,2608,1704,0,0x0000,120,0.250090621,1.040360113,0.000076295
178,177,0x04,0xFE,0x02,2622,1705,0,0x0000,120,0.251432875,1.040970474,0.000076295
179,178,0x04,0xFE,0x02,2630,1701,5,0x0000,120,0.252199877,1.038529030,0.000839246
180,179,0x04,0xFE,0x02,2643,1691,1,0x0000,120,0.253446256,1.032425422,0.000228885
181,180,0x04,0xFE,0x02,2651,1679,-36,0x0000,120,0.254213258,1.025101091,-0.005416953
182,181,0x04,0xFE,0x02,2663,1654,4,0x0000,120,0.255363761,1.009842069,0.000686656
183,182,0x04,0xFE,0x02,2671,1636,5,0x0000,120,0.256130763,0.998855573,0.000839246
184,183,0x04,0xFE,0x02,2683,1606,-4,0x0000,120,0.257281266,0.980544747,-0.000534066
185,184,0x04,0xFE,0x02,2691,1587,-18,0x0000,120,0.258048268,0.968947890,-0.002670329
186,185,0x04,0xFE,0x02,2702,1560,-17,0x0000,120,0.259102896,0.952468147,-0.002517739
187,186,0x04,0xFE,0x02,2710,1548,-3,0x0000,120,0.259869898,0.945143816,-0.000381476
188,187,0x04,0xFE,0x02,2721,1527,0,0x0000,120,0.260924526,0.932326238,0.000076295
189,188,0x04,0xFE,0x02,2728,1518,-7,0x0000,120,0.261595653,0.926832990,-0.000991836
190,189,0x04,0xFE,0x02,2740,1503,-5,0x0000,120,0.262746156,0.917677577,-0.000686656
191,190,0x04,0xFE,0x02,2747,1491,-30,0x0000,120,0.263417283,0.910353246,-0.004501411
192,191,0x04,0xFE,0x02,2758,1476,5,0x0000,120,0.264471911,0.901197833,0.000839246
193,192,0x04,0xFE,0x02,2765,1460,-46,0x0000,120,0.265143038,0.891432059,-0.006942855
194,193,0x04,0xFE,0x02,2776,1437,4,0x0000,120,0.266197665,0.877393759,0.000686656
195,194,0x04,0xFE,0x02,2782,1421,8,0x0000,120,0.266772917,0.867627985,0.001297017
196,195,0x04,0xFE,0x02,2793,1394,10,0x0000,120,0.267827545,0.851148241,0.001602197
197,196,0x04,0xFE,0x02,2799,1366,-11,0x0000,120,0.268402796,0.834058137,-0.001602197
198,197,0x04,0xFE,0x02,2809,1344,-7,0x0000,120,0.269361549,0.820630198,-0.000991836
199,198,0x04,0xFE,0x02,2815,1335,3,0x0000,120,0.269936801,0.815136950,0.000534066
200,199,0x04,0xFE,0x02,2825,1320,-3,0x0000,120,0.270895553,0.805981537,-0.000381476
201,200,0x04,0xFE,0x02,2832,1315,0,0x0000,120,0.271566680,0.802929732,0.000076295
202,201,0x04,0xFE,0x02,2842,1311,3,0x0000,120,0.272525433,0.800488289,0.000534066
203,202,0x04,0xFE,0x02,2848,1298,-2,0x0000,120,0.273100684,0.792553597,-0.000228885
204,203,0x04,0xFE,0x02,2858,1291,-98,0x0000,120,0.274059437,0.788281071,-0.014877546
205,204,0x04,0xFE,0x02,2864,1277,-52,0x0000,120,0.274634689,0.779736019,-0.007858396
206,205,0x04,0xFE,0x02,2873,1260,-98,0x0000,120,0.275497566,0.769359884,-0.014877546
207,206,0x04,0xFE,0x02,2879,1246,3,0x0000,120,0.276072817,0.760814832,0.000534066
208,207,0x04,0xFE,0x02,2888,1222,-9,0x0000,120,0.276935695,0.746166171,-0.001297017
209,208,0x04,0xFE,0x02,2894,1201,-3,0x0000,120,0.277510946,0.733348592,-0.000381476
210,209,0x04,0xFE,0x02,2902,1175,10,0x0000,120,0.278277948,0.717479210,0.001602197
211,210,0x04,0xFE,0x02,2908,1150,8,0x0000,120,0.278853200,0.702220188,0.001297017
212,211,0x04,0xFE,0x02,2916,1120,-32,0x0000,120,0.279620202,0.683909361,-0.004806592
213,212,0x04,0xFE,0x02,2921,1100,-11,0x0000,120,0.280099578,0.671702144,-0.001602197
214,213,0x04,0xFE,0x02,2928,1072,-22,0x0000,120,0.280770705,0.654612039,-0.003280690
215,214,0x04,0xFE,0x02,2933,1057,-4,0x0000,120,0.281250082,0.645456626,-0.000534066
216,215,0x04,0xFE,0x02,2941,1043,-1,0x0000,120,0.282017084,0.636911574,-0.000076295
217,216,0x04,0xFE,0x02,2946,1025,-4,0x0000,120,0.282496460,0.625925078,-0.000534066
218,217,0x04,0xFE,0x02,2953,1011,-25,0x0000,120,0.283167587,0.617380026,-0.003738460
219,218,0x04,0xFE,0x02,2958,999,0,0x0000,120,0.283646963,0.610055695,0.000076295
220,219,0x04,0xFE,0x02,2965,976,-11,0x0000,120,0.284318090,0.596017395,-0.001602197
221,220,0x04,0xFE,0x02,2970,964,-3,0x0000,120,0.284797466,0.588693065,-0.000381476
222,221,0x04,0xFE,0x02,2977,938,4,0x0000,120,0.285468593,0.572823682,0.000686656
223,222,0x04,0xFE,0x02,2981,925,4,0x0000,120,0.285852094,0.564888991,0.000686656
224,223,0x04,0xFE,0x02,2987,898,-3,0x0000,120,0.286427346,0.548409247,-0.000381476
225,224,0x04,0xFE,0x02,2992,889,7,0x0000,120,0.286906722,0.542915999,0.001144427
226,225,0x04,0xFE,0x02,2998,865,-40,0x0000,120,0.287481974,0.528267338,-0.006027314
227,226,0x04,0xFE,0x02,3002,845,2,0x0000,120,0.287865475,0.516060121,0.000381476
228,227,0x04,0xFE,0x02,3007,814,-9,0x0000,120,0.288344851,0.497138933,-0.001297017
229,228,0x04,0xFE,0x02,3011,795,4,0x0000,120,0.288728352,0.485542077,0.000686656
230,229,0x04,0xFE,0x02,3016,767,-6,0x0000,120,0.289207728,0.468451972,-0.000839246
231,230,0x04,0xFE,0x02,3020,749,-36,0x0000,120,0.289591229,0.457465476,-0.005416953
232,231,0x04,0xFE,0x02,3025,723,16,0x0000,120,0.290070606,0.441596094,0.002517739
233,232,0x04,0xFE,0x02,3028,700,13,0x0000,120,0.290358232,0.427557794,0.002059968
234,233,0x04,0xFE,0x02,3032,680,27,0x0000,120,0.290741733,0.415350576,0.004196231
235,234,0x04,0xFE,0x02,3036,667,27,0x0000,120,0.291125234,0.407415885,0.004196231
236,235,0x04,0xFE,0x02,3040,652,10,0x0000,120,0.291508735,0.398260472,0.001602197
237,236,0x04,0xFE,0x02,3043,643,9,0x0000,120,0.291796360,0.392767224,0.001449607
238,237,0x04,0xFE,0x02,3048,638,12,0x0000,120,0.292275737,0.389715419,0.001907378
239,238,0x04,0xFE,0x02,3051,630,-5,0x0000,120,0.292563363,0.384832532,-0.000686656
240,239,0x04,0xFE,0x02,3056,618,-6,0x0000,120,0.293042739,0.377508202,-0.000839246
241,240,0x04,0xFE,0x02,3058,603,-19,0x0000,120,0.293234489,0.368352789,-0.002822919
242,241,0x04,0xFE,0x02,3063,592,-9,0x0000,120,0.293713866,0.361638819,-0.001297017
243,242,0x04,0xFE,0x02,3065,576,-30,0x0000,120,0.293905616,0.351873045,-0.004501411
244,243,0x04,0xFE,0x02,3069,556,-14,0x0000,120,0.294289117,0.339665827,-0.002059968
245,244,0x04,0xFE,0x02,3072,543,-12,0x0000,120,0.294576743,0.331731136,-0.001754788
246,245,0x04,0xFE,0x02,3075,510,-6,0x0000,120,0.294864369,0.311589227,-0.000839246
247,246,0x04,0xFE,0x02,3077,494,9,0x0000,120,0.295056119,0.301823453,0.001449607
248,247,0x04,0xFE,0x02,3080,464,2,0x0000,120,0.295343745,0.283512627,0.000381476
249,248,0x04,0xFE,0x02,3082,446,2,0x0000,120,0.295535496,0.272526131,0.000381476
250,249,0x04,0xFE,0x02,3084,412,-3,0x0000,120,0.295727246,0.251773861,-0.000381476
251,250,0x04,0xFE,0x02,3086,396,3,0x0000,120,0.295918997,0.242008087,0.000534066
252,251,0x04,0xFE,0x02,3088,369,-1,0x0000,120,0.296110747,0.225528344,-0.000076295
253,252,0x04,0xFE,0x02,3090,346,11,0x0000,120,0.296302498,0.211490043,0.001754788
254,253,0x04,0xFE,0x02,3092,325,5,0x0000,120,0.296494248,0.198672465,0.000839246
255,254,0x04,0xFE,0x02,3093,313,11,0x0000,120,0.296590124,0.191348135,0.001754788
256,255,0x04,0xFE,0x02,3095,290,26,0x0000,120,0.296781874,0.177309834,0.004043641
257,256,0x04,0xFE,0x02,3096,276,6,0x0000,120,0.296877749,0.168764782,0.000991836
258,257,0x04,0xFE,0x02,3097,256,1,0x0000,120,0.296973625,0.156557565,0.000228885
259,258,0x04,0xFE,0x02,3098,240,6,0x0000,120,0.297069500,0.146791791,0.000991836
260,259,0x04,0xFE,0x02,3100,227,0,0x0000,120,0.297261250,0.138857099,0.000076295
261,260,0x04,0xFE,0x02,3101,215,6,0x0000,120,0.297357126,0.131532769,0.000991836
262,261,0x04,0xFE,0x02,3102,195,3,0x0000,120,0.297453001,0.119325551,0.000534066
263,262,0x04,0xFE,0x02,3102,183,8,0x0000,120,0.297453001,0.112001221,0.001297017
264,263,0x04,0xFE,0x02,3103,162,6,0x0000,120,0.297548876,0.099183642,0.000991836
265,264,0x04,0xFE,0x02,3104,146,3,0x0000,120,0.297644751,0.089417868,0.000534066
266,265,0x04,0xFE,0x02,3104,125,1,0x0000,120,0.297644751,0.076600290,0.000228885
267,266,0x04,0xFE,0x02,3104,110,-9,0x0000,120,0.297644751,0.067444877,-0.001297017
268,267,0x04,0xFE,0x02,3105,89,-9,0x0000,120,0.297740627,0.054627298,-0.001297017
269,268,0x04,0xFE,0x02,3105,74,-11,0x0000,120,0.297740627,0.045471885,-0.001602197
270,269,0x04,0xFE,0x02,3105,51,-1,0x0000,120,0.297740627,0.031433585,-0.000076295
271,270,0x04,0xFE,0x02,3105,40,-24,0x0000,120,0.297740627,0.024719615,-0.003585870
272,271,0x04,0xFE,0x02,3104,25,-9,0x0000,120,0.297644751,0.015564202,-0.001297017
273,272,0x04,0xFE,0x02,3104,16,-16,0x0000,120,0.297644751,0.010070954,-0.002365148
274,273,0x04,0xFE,0x02,3104,9,-38,0x0000,120,0.297644751,0.005798428,-0.005722133
275,274,0x04,0xFE,0x02,3104,-3,-39,0x0000,120,0.297644751,-0.001525902,-0.005874723
276,275,0x04,0xFE,0x02,3104,-7,-49,0x0000,120,0.297644751,-0.003967346,-0.007400626
