time,cmd_raw,pos_ref,vel_ref,acc_ref,acc_unsat,acc_sat_flag,axis_raw,axis_mf_noff,axis_mf_vff,speed_cmd_raw,speed_cmd_mf_noff,speed_cmd_mf_vff
0.1028,6.28318530717959,6.13059450965415,9.66648318128026,-593.666079745336,-593.666079745345,0,6.32525248736123,6.10596055561841,6.16399117889913,-9.37201521861708,5.69793168644308,2.51340075262867
0.1029,6.28318530717959,6.1315552558813,9.60746227152113,-590.209097591305,-590.209097591305,0,6.32469776348718,6.10722779938686,6.16485297362985,-9.251056095112,5.62856856217062,2.4744302489553
0.103,6.28318530717959,6.13251013440152,9.54878520224619,-586.770692749443,-586.770692749441,0,6.32413856232912,6.10848615245302,6.16570704120566,-9.12906594378743,5.55987585633725,2.43622337412912
0.1031,6.28318530717959,6.13345917941394,9.49045012419118,-583.350780550091,-583.350780550092,0,6.32357509357156,6.10973564092518,6.16655343140542,-9.0060911862854,5.49185546268416,2.39877492527239
0.1032,6.28318530717959,6.1344024249336,9.43245519653627,-579.949276549101,-579.949276549098,0,6.32300756545104,6.11097629142784,6.16739219432719,-8.88217793463508,5.42450911999726,2.36207959491713
0.1033,6.28318530717959,6.13533990479228,9.37479858688335,-576.566096529198,-576.566096529204,0,6.32243618471706,6.11220813109723,6.16822338037739,-8.75737198244746,5.3578384132453,2.32613197353247
0.1034,6.28318530717959,6.13627165263941,9.31747847123321,-573.201156501408,-573.201156501415,0,6.32186115659375,6.11343118757673,6.16904704026016,-8.63171879630723,5.2918447747481,2.29092655205202
0.1035,6.28318530717959,6.1371977019428,9.26049303396258,-569.854372706349,-569.854372706344,0,6.32128268474261,6.11464548901208,6.16986322496655,-8.50526350736245,5.22652948537366,2.25645772439675
0.1036,6.28318530717959,6.13811808598958,9.20384046780102,-566.525661615511,-566.525661615502,0,6.32070097122597,6.11585106404659,6.17067198576385,-8.37805090311132,5.16189367576361,2.22271978999464
0.1037,6.28318530717959,6.13903283788696,9.14751897380777,-563.214939932557,-563.21493993256,0,6.32011621647152,6.11704794181608,6.17147337418488,-8.25012541938601,5.09793832758676,2.18970695629713
0.1038,6.28318530717959,6.1399419905631,9.09152676134831,-559.922124594596,-559.922124594597,0,6.31952861923758,6.11823615194379,6.17226744201732,-8.12153113253401,5.03466427481966,2.15741334128934
0.1039,6.28318530717959,6.14084557676791,9.03586204807098,-556.647132773289,-556.647132773293,0,6.31893837657937,6.11941572453516,6.17305424129307,-7.99231175179532,4.97207220505325,2.12583297599619
0.104,6.28318530717959,6.1417436290739,8.98052305988337,-553.389881876107,-553.389881876103,0,6.31834568381613,6.12058669017247,6.17383382427764,-7.86251061187597,4.91016266082516,2.09495980698139
0.1041,6.28318530717959,6.14263617987699,8.92550803092863,-550.150289547382,-550.150289547389,0,6.3177507344991,6.12174907990936,6.17460624345952,-7.73217066571748,4.84893604097819,2.06478769884086
0.1042,6.28318530717959,6.14352326139734,8.87081520356168,-546.928273669547,-546.928273669547,0,6.31715372038043,6.1229029252653,6.17537155153968,-7.60133447746214,4.78839260204039,2.0353104366872
0.1043,6.28318530717959,6.14440490568018,8.81644282832527,-543.723752364063,-543.723752364065,0,6.31655483138298,6.12404825821985,6.17612980142099,-7.47004421561157,4.72853245963163,2.00652172862806
0.1044,6.28318530717959,6.14528114459657,8.76238916392601,-540.536643992588,-540.536643992585,0,6.31595425557094,6.12518511120697,6.1768810461978,-7.33834164638166,4.66935558989173,1.97841520823521
0.1045,6.28318530717959,6.14615200984429,8.70865247721022,-537.366867157925,-537.366867157925,0,6.31535217912139,6.12631351710903,6.17762533914545,-7.20626812724903,4.61086183093036,1.95098443700408
0.1046,6.28318530717959,6.1470175329486,8.65523104313971,-534.214340705059,-534.214340705065,0,6.3147487862967,6.12743350925092,6.17836273370988,-7.07386460069234,4.55305088429875,1.92422290680449
0.1047,6.28318530717959,6.14787774526308,8.6021231447675,-531.078983722093,-531.078983722097,0,6.31414425941784,6.12854512139394,6.17909328349731,-6.94117158812465,4.49592231648335,1.89812404232106
0.1048,6.28318530717959,6.1487326779704,8.54932707321339,-527.96071554118,-527.960715541179,0,6.31353877883849,6.12964838772962,6.1798170422639,-6.80822918401803,4.43947556041813,1.87268120348243
0.1049,6.28318530717959,6.14958236208317,8.49684112763944,-524.859455739435,-524.859455739434,0,6.31293252292006,6.13074334287349,6.18053406390552,-6.67507705021887,4.38370991701716,1.84788768787908
0.105,6.28318530717959,6.15042682844469,8.44466361522546,-521.775124139818,-521.775124139818,0,6.31232566800761,6.13183002185877,6.18124440244754,-6.54175441045262,4.32862455672537,1.82373673317024
0.1051,6.28318530717959,6.1512661077298,8.39279285114426,-518.707640811975,-518.70764081198,0,6.3117183884065,6.13290846012988,6.18194811203468,-6.4083000450186,4.27421852108838,1.80022151947774
0.1052,6.28318530717959,6.15210023044566,8.34122715853695,-515.656926073085,-515.656926073085,0,6.31111085636005,6.13397869353601,6.18264524692094,-6.27475228567248,4.22049072433967,1.77733517176757
0.1053,6.28318530717959,6.15292922693251,8.28996486848809,-512.622900488608,-512.622900488615,0,6.31050324202791,6.1350407583245,6.18333586145958,-6.14114901069594,4.16743995500301,1.75507076221675
0.1054,6.28318530717959,6.15375312736451,8.23900432000078,-509.605484873123,-509.605484873131,0,6.30989571346538,6.13609469113424,6.18402001009313,-6.00752764015256,4.11506487751319,1.73342131256803
0.1055,6.28318530717959,6.1545719617505,8.18834385997168,-506.604600291016,-506.60460029102,0,6.30928843660347,6.13714052898889,6.1846977473435,-5.8739251313298,4.06336403385127,1.71237979646984
0.1056,6.28318530717959,6.15538575993482,8.13798184316596,-503.620168057228,-503.620168057231,0,6.30868157522986,6.13817830929017,6.18536912780217,-5.74037797436366,4.01233584519368,1.69193914180036
0.1057,6.28318530717959,6.15619455159804,8.08791663219216,-500.652109737949,-500.652109737946,0,6.30807529097068,6.13920806981095,6.1860342061204,-5.60692218804819,3.96197861357789,1.67209223297783
0.1058,6.28318530717959,6.15699836625779,8.03814659747703,-497.700347151273,-497.700347151265,0,6.3074697432731,6.14022984868838,6.18669303699954,-5.47359331582565,3.91229052357887,1.65283191325386
0.1059,6.28318530717959,6.15779723326951,7.98867011724025,-494.764802367849,-494.764802367849,0,6.30686508938872,6.14124368441689,6.18734567518143,-5.34042642195777,3.86326964400095,1.63415098699211
0.106,6.28318530717959,6.15859118182726,7.9394855774691,-491.845397711543,-491.845397711539,0,6.30626148435778,6.14224961584121,6.18799217543882,-5.20745608787701,3.81491392958022,1.61604222192847
0.1061,6.28318530717959,6.15938024096445,7.8905913718931,-488.94205575996,-488.942055759959,0,6.30565908099421,6.14324768214925,6.18863259256593,-5.07471640871567,3.76722122269965,1.59849835141605
0.1062,6.28318530717959,6.16016443955464,7.84198590195859,-486.054699345084,-486.054699345087,0,6.30505802987145,6.14423792286501,6.18926698136905,-4.94224099001242,3.72018925511399,1.58151207665185
0.1063,6.28318530717959,6.16094380631232,7.79366757680321,-483.183251553809,-483.183251553808,0,6.30445847930905,6.14522037784139,6.18989539665722,-4.81006294459402,3.67381564968652,1.56507606888526
0.1064,6.28318530717959,6.16171836979365,7.74563481323037,-480.327635728441,-480.327635728437,0,6.30386057536006,6.14619508725296,6.19051789323299,-4.67821488963256,3.62809792213446,1.54918297160931
0.1065,6.28318530717959,6.16248815839722,7.69788603568364,-477.487775467234,-477.48777546723,0,6.30326446179926,6.14716209158874,6.19113452588333,-4.54672894387433,3.58303348278472,1.53382540273312
0.1066,6.28318530717959,6.16325320036484,7.65041967622115,-474.663594624873,-474.663594624872,0,6.30267028011206,6.14812143164488,6.19174534937048,-4.4156367250414,3.53861963833662,1.51899595673455
0.1067,6.28318530717959,6.16401352378229,7.60323417448986,-471.855017312928,-471.85501731293,0,6.30207816948426,6.1490731485173,6.19235041842305,-4.28496934740286,3.49485359363429,1.50468720679451
0.1068,6.28318530717959,6.16476915658006,7.55632797769983,-469.061967900304,-469.061967900304,0,6.30148826679254,6.15001728359438,6.1929497877271,-4.15475741951532,3.45173245344501,1.49089170691138
0.1069,6.28318530717959,6.16552012653412,7.50969954059847,-466.284371013632,-466.28437101363,0,6.30090070659566,6.15095387854954,6.19354351191734,-4.02503104213005,3.40925322424527,1.47760199399526
0.107,6.28318530717959,6.16626646126666,7.4633473254447,-463.522151537701,-463.5221515377,0,6.30031562112648,6.15188297533377,6.19413164556844,-3.89581980626617,3.36741281601222,1.46481058994101
0.1071,6.28318530717959,6.16700818824686,7.41726980198312,-460.775234615811,-460.775234615813,0,6.29973314028469,6.15280461616825,6.1947142431864,-3.76715279144843,3.32620804402217,1.45251000368323
0.1072,6.28318530717959,6.1677453347916,7.3714654474181,-458.04354565016,-458.04354565016,0,6.2991533916302,6.15371884353684,6.19529135920006,-3.63905856410658,3.28563563065229,1.44069273322704
0.1073,6.28318530717959,6.16847792806624,7.32593274638789,-455.32701030214,-455.327010302138,0,6.29857650037743,6.15462570017859,6.19586304795263,-3.51156517613702,3.24569220718802,1.42935126765996
0.1074,6.28318530717959,6.16920599508533,7.28067019093862,-452.62555449268,-452.625554492683,0,6.29800258939011,6.1555252290802,6.1964293636934,-3.38470016362307,3.20637431563435,1.41847808914108
0.1075,6.28318530717959,6.16992956271338,7.23567628049836,-449.939104402564,-449.939104402561,0,6.29743177917696,6.15641747346856,6.19699036056951,-3.25849054571343,3.16767841052974,1.40806567486871
0.1076,6.28318530717959,6.17064865766557,7.1909495218511,-447.267586472648,-447.267586472645,0,6.29686418788794,6.15730247680314,6.19754609261779,-3.13296282365612,3.12960086076375,1.39810649902575
0.1077,6.28318530717959,6.17136330650848,7.14648842911068,-444.610927404172,-444.610927404173,0,6.2962999313113,6.15818028276848,6.19809661375676,-3.00814297998772,3.09213795139629,1.38859303470332
0.1078,6.28318530717959,6.17207353566085,7.10229152369478,-441.969054158999,-441.969054159,0,6.29573912287128,6.15905093526661,6.19864197777869,-2.88405647787512,3.05528588547916,1.37951775580038
0.1079,6.28318530717959,6.17277937139428,7.0583573342988,-439.341893959808,-439.341893959806,0,6.29518187362643,6.15991447840949,6.19918223834177,-2.76072826060769,3.01904078587781,1.37087313890167
0.108,6.28318530717959,6.17348083983397,7.01468439686977,-436.729374290303,-436.729374290307,0,6.2946282922687,6.16077095651146,6.19971744896239,-2.63818275123909,2.98339869709527,1.36265166513266
0.1081,6.28318530717959,6.17417796695942,6.97127125458023,-434.131422895447,-434.131422895445,0,6.29407848512313,6.16162041408164,6.20024766300753,-2.51644385237706,2.94835558709501,1.35484582198962
0.1082,6.28318530717959,6.1748707786052,6.92811645780207,-431.547967781549,-431.547967781545,0,6.2935325561482,6.16246289581637,6.20077293368724,-2.39553494611783,2.91390734912376,1.34744810514752
0.1083,6.28318530717959,6.17555930046161,6.88521856408042,-428.978937216478,-428.978937216475,0,6.29299060693683,6.16329844659168,6.20129331404723,-2.2754788941254,2.88004980353437,1.34045102024472
0.1084,6.28318530717959,6.17624355807542,6.84257613810744,-426.424259729785,-426.424259729784,0,6.29245273671806,6.16412711145567,6.20180885696157,-2.15629803785224,2.84677869960563,1.333847084641
0.1085,6.28318530717959,6.17692357685059,6.80018775169616,-423.883864112806,-423.883864112809,0,6.29191904235928,6.16494893562101,6.20231961512552,-2.03801419890108,2.81408971736191,1.32762882915442
0.1086,6.28318530717959,6.17759938204897,6.75805198375429,-421.357679418781,-421.357679418777,0,6.29138961836913,6.16576396445737,6.20282564104842,-1.92064867952368,2.78197846938958,1.32178879977202
0.1087,6.28318530717959,6.178270998791,6.716167420258,-418.845634962892,-418.845634962895,0,6.29086455690102,6.1665722434839,6.20332698704673,-1.80422226325764,2.75044050265042,1.31631955933651
0.1088,6.28318530717959,6.17893845205642,6.67453265422575,-416.347660322414,-416.34766032241,0,6.29034394775725,6.16737381836172,6.20382370523718,-1.68875521569671,2.71947130029301,1.31121368920832
0.1089,6.28318530717959,6.17960176668499,6.63314628569209,-413.863685336668,-413.86368533667,0,6.28982787839368,6.16816873488643,6.20431584752998,-1.57426728539456,2.68906628345886,1.30646379090315
0.109,6.28318530717959,6.18026096737715,6.59200692168137,-411.393640107152,-411.393640107151,0,6.28931643392501,6.16895703898059,6.20480346562224,-1.46077770489917,2.65922081308537,1.30206248770396
0.1091,6.28318530717959,6.18091607869477,6.55111317618162,-408.937454997496,-408.937454997492,0,6.28880969713071,6.16973877668632,6.20528661099137,-1.3483051919156,2.62993019170385,1.29800242624746
0.1092,6.28318530717959,6.18156712506179,6.51046367011828,-406.495060633478,-406.495060633478,0,6.28830774846141,6.17051399415781,6.20576533488873,-1.23686795059684,2.60118966523228,1.29427627808685
0.1093,6.28318530717959,6.18221413076492,6.47005703132797,-404.06638790305,-404.066387903051,0,6.28781066604587,6.17128273765393,6.20623968833331,-1.12648367295877,2.57299442476293,1.29087674122761
0.1094,6.28318530717959,6.18285711995437,6.42989189453234,-401.651367956273,-401.651367956275,0,6.28731852569861,6.17204505353086,6.20670972210551,-1.0171695404184,2.54533960834328,1.28779654163859
0.1095,6.28318530717959,6.1834961166445,6.38996690131181,-399.249932205299,-399.249932205301,0,6.28683140092791,6.17280098823471,6.20717548674109,-0.908942225453622,2.51822030275206,1.28502843473804
0.1096,6.28318530717959,6.18413114471451,6.35028070007938,-396.862012324313,-396.862012324314,0,6.28634936294447,6.1735505882942,6.20763703252524,-0.801817893381728,2.49163154526675,1.28256520685241
0.1097,6.28318530717959,6.18476222790911,6.31083194605444,-394.487540249466,-394.487540249469,0,6.28587248067057,6.17429390031334,6.20809440948669,-0.695812204255607,2.46556832542493,1.28039967665092
0.1098,6.28318530717959,6.18538938983924,6.27161930123656,-392.1264481788,-392.126448178802,0,6.2854008207497,6.17503097096423,6.20854766739199,-0.590940314873984,2.44002558677769,1.27852469655348
0.1099,6.28318530717959,6.18601265398268,6.23264143437934,-389.778668572136,-389.77866857214,0,6.28493444755674,6.17576184697977,6.20899685573991,-0.48721688090631,2.41499822863562,1.27693315411272
0.11,6.28318530717959,6.18663204368477,6.19389702096424,-387.444134150998,-387.444134150996,0,6.28447342320862,6.1764865751465,6.20944202375595,-0.384656059128016,2.39048110780538,1.27561797337071
0.1101,6.28318530717959,6.18724758215909,6.1553847431744,-385.122777898443,-385.122777898441,0,6.28401780757546,6.17720520229745,6.20988322038694,-0.283271509765133,2.3664690403181,1.27457211618853
0.1102,6.28318530717959,6.18785929248808,6.1171032898685,-382.814533058973,-382.814533058971,0,6.28356765829222,6.17791777530501,6.21032049429576,-0.183076398945969,2.34295680314901,1.27378858355104
0.1103,6.28318530717959,6.18846719762373,6.07905135655466,-380.519333138363,-380.519333138365,0,6.28312303077077,6.1786243410739,6.21075389385625,-0.0840834012584309,2.31993913592722,1.27326041684449
0.1104,6.28318530717959,6.18907132038827,6.04122764536431,-378.237111903523,-378.237111903523,0,6.28268397821246,6.17932494653411,6.21118346714811,0.0136952975900928,2.29741074263508,1.27298069910846
0.1105,6.28318530717959,6.18967168347477,6.00363086502608,-375.967803382284,-375.967803382286,0,6.28225055162112,6.18001963863393,6.21160926195201,0.110247998011486,2.2753662932986,1.27294255626206
0.1106,6.28318530717959,6.19026830944786,5.96625973083976,-373.711341863263,-373.711341863263,0,6.28182279981653,6.18070846433304,6.21203132574482,0.205563483676239,2.25380042566611,1.27313915830282
0.1107,6.28318530717959,6.19086122074432,5.92911296465019,-371.467661895632,-371.467661895629,0,6.28140076944827,6.18139147059558,6.21244970569486,0.299631018556293,2.23270774687664,1.2735637204806
0.1108,6.28318530717959,6.1914504396738,5.8921892948213,-369.236698288917,-369.236698288916,0,6.28098450501005,6.1820687043834,6.21286444865741,0.392440343872377,2.21208283511726,1.27420950444428
0.1109,6.28318530717959,6.19203598841942,5.85548745621002,-367.01838611279,-367.018386112794,0,6.28057404885439,6.18274021264916,6.2132756011702,0.483981674948168,2.19192024126801,1.27506981936348
0.111,6.28318530717959,6.19261788903844,5.81900619014034,-364.812660696838,-364.81266069684,0,6.28016944120781,6.18340604232972,6.21368320944911,0.574245697973836,2.17221449053638,1.27613802302271
0.1111,6.28318530717959,6.19319616346288,5.78274424437731,-362.619457630293,-362.61945763029,0,6.27977072018626,6.18406624033937,6.21408731938394,0.663223566680896,2.15296008407791,1.27740752289015
0.1112,6.28318530717959,6.19377083350019,5.74670037310113,-360.438712761795,-360.438712761792,0,6.27937792181111,6.18472085356328,6.2144879765343,0.750906898929183,2.13415150060636,1.27887177716096
0.1113,6.28318530717959,6.19434192083387,5.71087333688122,-358.270362199145,-358.270362199141,0,6.27899108002536,6.18536992885089,6.21488522612565,0.837287773209634,2.11578319798892,1.28052429577296
0.1114,6.28318530717959,6.19490944702414,5.67526190265032,-356.114342308995,-356.114342308994,0,6.27861022671034,6.18601351300942,6.21527911304541,0.922358725063863,2.09784961483047,1.28235864139737
0.1115,6.28318530717959,6.19547343350851,5.63986484367866,-353.970589716601,-353.970589716601,0,6.27823539170269,6.18665165279744,6.21566968183922,1.00611274342288,2.08034517204274,1.2843684304035
0.1116,6.28318530717959,6.19603390160246,5.60468093954811,-351.839041305491,-351.839041305489,0,6.27786660281172,6.18728439491845,6.21605697670727,1.08854326686708,2.06326427440108,1.28654733379733
0.1117,6.28318530717959,6.19659087250007,5.56970897612639,-349.719634217172,-349.719634217172,0,6.27750388583711,6.18791178601458,6.21644104150081,1.16964417980931,2.04660131208705,1.28888907813331
0.1118,6.28318530717959,6.19714436727463,5.53494774554131,-347.612305850822,-347.61230585082,0,6.27714726458694,6.18853387266034,6.21682191971875,1.24940980860307,2.03035066221644,1.29138744640246
0.1119,6.28318530717959,6.19769440687924,5.50039604615501,-345.516993862942,-345.516993862939,0,6.27679676089605,6.18915070135639,6.21719965450431,1.32783491757775,2.01450669035395,1.29403627889283
0.112,6.28318530717959,6.1982410121475,5.46605268253831,-343.433636167036,-343.433636167041,0,6.27645239464468,6.18976231852344,6.21757428864189,1.40491470500326,1.99906375201233,1.29682947402517
0.1121,6.28318530717959,6.19878420379404,5.43191646544498,-341.362170933293,-341.362170933289,0,6.27611418377744,6.19036877049613,6.21794586455399,1.48064479898577,1.98401619413638,1.29976098916241
0.1122,6.28318530717959,6.19932400241522,5.39798621178617,-339.302536588137,-339.302536588137,0,6.27578214432261,6.19097010351712,6.21831442429824,1.55502125329663,1.96935835657373,1.30282484139449
0.1123,6.28318530717959,6.19986042848968,5.36426074460477,-337.254671813989,-337.254671813985,0,6.27545629041165,6.19156636373106,6.21868000956457,1.62804054313573,1.95508457352822,1.30601510829749
0.1124,6.28318530717959,6.20039350237899,5.33073889304989,-335.218515548785,-335.218515548783,0,6.27513663429902,6.19215759717879,6.21904266167248,1.69969956083356,1.94118917499901,1.30932592866733
0.1125,6.28318530717959,6.20092324432822,5.29741949235132,-333.194006985664,-333.194006985665,0,6.27482318638232,6.19274384979154,6.21940242156842,1.76999561149037,1.92766648820315,1.31275150322768
0.1126,6.28318530717959,6.2014496744666,5.26430138379407,-331.181085572547,-331.181085572545,0,6.27451595522259,6.19332516738517,6.21975932982329,1.83892640855819,1.91451083898396,1.31628609531522
0.1127,6.28318530717959,6.20197281280807,5.23138341469289,-329.179691011738,-329.179691011738,0,6.27421494756494,6.19390159565458,6.22011342663,1.90649006936425,1.90171655320021,1.31992403153611
0.1128,6.28318530717959,6.20249267925191,5.19866443836694,-327.189763259517,-327.189763259519,0,6.2739201683594,6.19447318016806,6.22046475180126,1.97268511058057,1.88927795810214,1.32365970240153
0.1129,6.28318530717959,6.20300929358332,5.16614331411437,-325.211242525736,-325.211242525737,0,6.27363162078198,6.19503996636186,6.22081334476734,2.03751044363972,1.87718938368988,1.32748756293632
0.113,6.28318530717959,6.20352267547404,5.13381890718703,-323.244069273381,-323.24406927338,0,6.27334930625599,6.19560199953469,6.221159244574,2.10096537009953,1.86544516405419,1.33140213326312
0.1131,6.28318530717959,6.20403284448291,5.10169008876522,-321.288184218131,-321.288184218133,0,6.27307322447355,6.19615932484241,6.22150248988058,2.16304957695849,1.85403963870188,1.335397999163
0.1132,6.28318530717959,6.20453982005651,5.06975573593242,-319.343528327947,-319.343528327951,0,6.27280337341731,6.19671198729273,6.22184311895809,2.2237631319239,1.84296715386324,1.33946981261164
0.1133,6.28318530717959,6.20504362152967,5.03801473165016,-317.410042822601,-317.410042822602,0,6.27253974938236,6.19726003173999,6.2221811696875,2.28310647863436,1.83222206378321,1.34361229229083
0.1134,6.28318530717959,6.20554426812615,5.00646596473284,-315.487669173224,-315.48766917322,0,6.2722823469984,6.19780350288008,6.22251667955808,2.34108043183866,1.82179873199417,1.34782022407631
0.1135,6.28318530717959,6.20604177895913,4.97510832982266,-313.57634910183,-313.576349101829,0,6.27203115925194,6.19834244524533,6.22284968566584,2.39768617253286,1.81169153257273,1.35208846150288
0.1136,6.28318530717959,6.20653617303186,4.94394072736457,-311.676024580887,-311.676024580887,0,6.27178617750887,6.19887690319959,6.22318022471217,2.45292524305777,1.80189485137761,1.35641192620367
0.1137,6.28318530717959,6.20702746923822,4.91296206358129,-309.786637832801,-309.786637832801,0,6.27154739153702,6.19940692093327,6.22350833300243,2.50679954215771,1.79240308727062,1.36078560832793
0.1138,6.28318530717959,6.20751568636327,4.88217125044835,-307.908131329437,-307.908131329437,0,6.27131478952897,6.1999325424586,6.22383404644477,2.55931132000416,1.78321065331963,1.36520456693463
0.1139,6.28318530717959,6.20800084308383,4.85156720566918,-306.040447791638,-306.040447791638,0,6.27108835812498,6.20045381160483,6.22415740054899,2.61046317318396,1.77431197798377,1.36966393036353
0.114,6.28318530717959,6.2084829579691,4.82114885265031,-304.18353018872,-304.183530188721,0,6.2708680824361,6.20097077201362,6.22447843042553,2.66025803965545,1.76570150628029,1.37415889658255
0.1141,6.28318530717959,6.20896204948115,4.79091512047651,-302.33732173798,-302.33732173798,0,6.27065394606731,6.20148346713443,6.22479717078453,2.70869919367357,1.75737370093401,1.37868473351343
0.1142,6.28318530717959,6.20943813597554,4.7608649438861,-300.501765904162,-300.501765904166,0,6.27044593114094,6.20199194022003,6.22511365593502,2.75579024068634,1.74932304350724,1.38323677933333
0.1143,6.28318530717959,6.20991123570186,4.7309972632462,-298.676806398959,-298.676806398962,0,6.27024401832003,6.2024962343221,6.22542791978418,2.80153511220361,1.74154403551295,1.38781044275605
0.1144,6.28318530717959,6.21038136680431,4.70131102452815,-296.862387180479,-296.862387180481,0,6.27004818683197,6.2029963922869,6.22573999583673,2.84593806064082,1.73403119950833,1.39240120328936
0.1145,6.28318530717959,6.21084854732224,4.67180517928288,-295.058452452714,-295.058452452716,0,6.26985841449207,6.20349245675099,6.22604991719439,2.88900365413842,1.72677908017083,1.39700461147203
0.1146,6.28318530717959,6.2113127951907,4.64247868461638,-293.264946665017,-293.26494666502,0,6.26967467772738,6.20398447013708,6.22635771655544,2.9307367713598,1.71978224535505,1.40161628908733
0.1147,6.28318530717959,6.21177412824102,4.61333050316522,-291.481814511547,-291.48181451155,0,6.2694969516005,6.20447247464996,6.22666342621438,2.97114259626873,1.71303528713083,1.40623192935616
0.1148,6.28318530717959,6.21223256420133,4.58435960307215,-289.709000930722,-289.709000930726,0,6.26932520983347,6.20495651227246,6.22696707806172,3.01022661288799,1.70653282280365,1.41084729710854
0.1149,6.28318530717959,6.21268812069712,4.55556495796168,-287.946451104677,-287.946451104676,0,6.26915942483178,6.20543662476154,6.22726870358374,3.0479946000409,1.70026949591544,1.4154582289344
0.115,6.28318530717959,6.21314081525181,4.52694554691582,-286.194110458684,-286.194110458681,0,6.2689995677084,6.20591285364448,6.22756833386253,3.08445262607809,1.69423997722702,1.42006063331303
0.1151,6.28318530717959,6.21359066528726,4.49850035444975,-284.451924660614,-284.45192466061,0,6.26884560830786,6.20638524021509,6.22786599957595,3.11960704359013,1.68843896568184,1.42465049072182
0.1152,6.28318530717959,6.21403768812431,4.47022837048772,-282.719839620347,-282.719839620351,0,6.26869751523043,6.20685382553006,6.22816173099777,3.15346448410836,1.68286118934994,1.42922385372454
0.1153,6.28318530717959,6.21448190098334,4.4421285903388,-280.997801489224,-280.997801489227,0,6.26855525585628,6.20731865040534,6.22845555799788,3.18603185279518,1.6775014063548,1.43377684704001
0.1154,6.28318530717959,6.21492332098481,4.41420001467285,-279.285756659426,-279.285756659429,0,6.26841879636972,6.2077797554127,6.22874751004257,3.21731632312539,1.67235440577934,1.43830566758986
0.1155,6.28318530717959,6.21536196514976,4.38644164949651,-277.58365176342,-277.583651763418,0,6.2682881017834,6.20823718087622,6.22903761619493,3.24732533156049,1.6674150085553,1.44280658452804
0.1156,6.28318530717959,6.21579785040037,4.35885250612918,-275.891433673365,-275.891433673361,0,6.26816313596263,6.20869096686903,6.22932590511531,3.27606657221728,1.6626780683312,1.44727593924868
0.1157,6.28318530717959,6.21623099356049,4.33143160117913,-274.209049500502,-274.209049500505,0,6.2680438616496,6.20914115321002,6.22961240506187,3.30354799153163,1.65813847232318,1.45171014537664
0.1158,6.28318530717959,6.21666141135614,4.30417795651967,-272.5364465946,-272.536446594597,0,6.26793024048772,6.20958777946068,6.2298971438912,3.32977778292081,1.65379114214607,1.45610568873758
0.1159,6.28318530717959,6.21708912041607,4.27709059926534,-270.873572543282,-270.873572543281,0,6.26782223304584,6.210030884922,6.23018014905908,3.35476438144321,1.64963103462613,1.4604591273104
0.116,6.28318530717959,6.21751413727224,4.25016856174819,-269.220375171484,-269.22037517148,0,6.26771979884255,6.21047050863148,6.23046144762123,3.37851645845982,1.64565314259385,1.46476709116047
0.1161,6.28318530717959,6.21793647836039,4.22341088149411,-267.576802540797,-267.576802540794,0,6.26762289637045,6.21090668936021,6.2307410662342,3.40104291629616,1.64185249565938,1.46902628235429
0.1162,6.28318530717959,6.21835616002051,4.19681660119922,-265.942802948871,-265.942802948873,0,6.26753148312036,6.21133946561003,6.23101903115635,3.4223528829084,1.63822416096765,1.47323347485695
0.1163,6.28318530717959,6.21877319849738,4.17038476870634,-264.318324928814,-264.318324928813,0,6.26744551560552,6.21176887561079,6.23129536824887,3.44245570655412,1.63476324393508,1.47738551441077
0.1164,6.28318530717959,6.21918760994108,4.14411443698149,-262.703317248514,-262.70331724851,0,6.26736494938581,6.21219495731765,6.23157010297688,3.46136095046779,1.6314648889684,1.48147931839807
0.1165,6.28318530717959,6.21959941040749,4.11800466409048,-261.097728910054,-261.097728910054,0,6.26728973909183,6.21261774840852,6.23184326041063,3.47907838754594,1.62832428016311,1.48551187568403
0.1166,6.28318530717959,6.22000861585881,4.09205451317558,-259.50150914908,-259.501509149084,0,6.26721983844902,6.21303728628156,6.23211486522677,3.49561799503913,1.62533664198395,1.48948024644506
0.1167,6.28318530717959,6.22041524216405,4.06626305243216,-257.914607434149,-257.914607434146,0,6.26715520030168,6.21345360805273,6.23238494170966,3.51098994925483,1.6224972399267,1.49338156197867
0.1168,6.28318530717959,6.22081930509956,4.04062935508555,-256.336973466071,-256.336973466069,0,6.26709577663696,6.21386675055349,6.2326535137528,3.52520462027266,1.61980138116168,1.49721302449788
0.1169,6.28318530717959,6.2212208203495,4.01515249936782,-254.768557177316,-254.768557177314,0,6.26704151860875,6.21427675032851,6.23292060486028,3.53827256667071,1.61724441515769,1.50097190690837
0.117,6.28318530717959,6.22161980350635,3.98983156849469,-253.209308731326,-253.209308731324,0,6.26699237656156,6.21468364363352,6.23318623814836,3.5502045302675,1.61482173428764,1.50465555257098
0.1171,6.28318530717959,6.22201627007141,3.9646656506425,-251.659178521879,-251.65917852188,0,6.26694830005425,6.21508746643317,6.23345043634705,3.56101143087806,1.6125287744165,1.5082613750468
0.1172,6.28318530717959,6.2224102354553,3.93965383892526,-250.118117172442,-250.118117172441,0,6.26690923788373,6.2154882543991,6.23371322180183,3.57070436108786,1.61036101547005,1.51178685782808
