t,q,qdot,q_ref,qdot_ref,qddot_ref,error,tau_cmd,tau_ext,current,heat_power
1.9826,1.0014,-0.0081433,0.99999,0.0011137,-0.127,-0.0014251,-0.0021829,0,-0.027286,0.00089341
1.9835,1.0014,-0.0083106,0.99999,0.0010095,-0.12102,-0.0014173,-0.0021277,0,-0.026596,0.00084881
1.9843,1.0014,-0.008469,1,0.00091266,-0.11516,-0.0014097,-0.0020736,0,-0.02592,0.0008062
1.9851,1.0014,-0.0086228,1,0.00082066,-0.1093,-0.0014019,-0.0020193,0,-0.025241,0.00076451
1.9859,1.0014,-0.0087718,1,0.00073348,-0.10341,-0.0013942,-0.0019647,0,-0.024559,0.00072375
1.9867,1.0014,-0.0089161,1,0.00065112,-0.097516,-0.0013864,-0.0019099,0,-0.023873,0.00068393
1.9875,1.0014,-0.0090528,1,0.00057521,-0.09173,-0.0013787,-0.001856,0,-0.0232,0.00064589
1.9883,1.0014,-0.0091849,1,0.00050395,-0.08593,-0.0013709,-0.0018019,0,-0.022524,0.00060878
1.9891,1.0014,-0.0093124,1,0.00043735,-0.080116,-0.0013631,-0.0017476,0,-0.021844,0.00057262
1.9899,1.0014,-0.0094354,1,0.00037542,-0.074287,-0.0013553,-0.001693,0,-0.021162,0.00053741
1.9907,1.0013,-0.0095515,1,0.00031921,-0.068555,-0.0013475,-0.0016392,0,-0.02049,0.00050382
1.9915,1.0013,-0.0096633,1,0.00026752,-0.06281,-0.0013397,-0.0015852,0,-0.019815,0.00047118
1.9923,1.0013,-0.0097706,1,0.00022036,-0.05705,-0.0013319,-0.001531,0,-0.019138,0.0004395
1.9931,1.0013,-0.0098735,1,0.00017774,-0.051277,-0.001324,-0.0014766,0,-0.018457,0.0004088
1.9939,1.0013,-0.0099703,1,0.00014028,-0.04559,-0.0013162,-0.0014228,0,-0.017786,0.00037959
1.9946,1.0013,-0.010063,1,0.00010722,-0.039889,-0.0013084,-0.0013689,0,-0.017111,0.00035135
1.9954,1.0013,-0.010151,1,7.8579e-05,-0.034175,-0.0013005,-0.0013147,0,-0.016434,0.0003241
1.9962,1.0013,-0.010235,1,5.4362e-05,-0.028447,-0.0012925,-0.0012603,0,-0.015754,0.00029784
1.997,1.0013,-0.010313,1,3.4775e-05,-0.022769,-0.0012847,-0.0012063,0,-0.015079,0.00027286
1.9977,1.0013,-0.010388,1,1.9535e-05,-0.017079,-0.0012767,-0.0011521,0,-0.014402,0.00024889
1.9985,1.0013,-0.010458,1,8.6525e-06,-0.011375,-0.0012687,-0.0010977,0,-0.013721,0.00022593
1.9992,1.0013,-0.010524,1,2.1376e-06,-0.0056583,-0.0012607,-0.0010431,0,-0.013038,0.00020399
1.9995,1.0013,-0.010545,1,9.2791e-07,-0.0037289,-0.001258,-0.0010246,0,-0.012807,0.00019683
1.9998,1.0013,-0.010566,1,2.1565e-07,-0.0017981,-0.0012553,-0.0010061,0,-0.012576,0.00018979
2,1.0013,-0.010586,1,0,0,-0.0012525,-0.00098759,0,-0.012345,0.00018287
2.0003,1.0012,-0.010606,1,0,0,-0.0012498,-0.00096916,0,-0.012114,0.00017611
2.0005,1.0012,-0.010625,1,0,0,-0.0012471,-0.00095089,0,-0.011886,0.00016954
2.0008,1.0012,-0.010644,1,0,0,-0.0012443,-0.00093279,0,-0.01166,0.00016314
2.001,1.0012,-0.010662,1,0,0,-0.0012416,-0.00091485,0,-0.011436,0.00015693
2.0013,1.0012,-0.01068,1,0,0,-0.0012388,-0.00089706,0,-0.011213,0.00015089
2.002,1.0012,-0.010728,1,0,0,-0.001231,-0.00084728,0,-0.010591,0.0001346
2.0028,1.0012,-0.010773,1,0,0,-0.0012231,-0.00079875,0,-0.0099844,0.00011963
2.0035,1.0012,-0.010814,1,0,0,-0.0012152,-0.00075146,0,-0.0093933,0.00010588
2.0042,1.0012,-0.010851,1,0,0,-0.0012072,-0.00070538,0,-0.0088173,9.3293e-05
2.005,1.0012,-0.010886,1,0,0,-0.0011992,-0.00066028,0,-0.0082535,8.1745e-05
2.0057,1.0012,-0.010917,1,0,0,-0.0011912,-0.00061635,0,-0.0077044,7.1229e-05
2.0065,1.0012,-0.010944,1,0,0,-0.0011831,-0.00057357,0,-0.0071696,6.1684e-05
2.0072,1.0012,-0.010969,1,0,0,-0.001175,-0.0005319,0,-0.0066488,5.3048e-05
2.0079,1.0012,-0.010991,1,0,0,-0.0011668,-0.00049066,0,-0.0061333,4.5141e-05
2.0087,1.0012,-0.01101,1,0,0,-0.0011585,-0.00045053,0,-0.0056317,3.8059e-05
2.0094,1.0012,-0.011025,1,0,0,-0.0011503,-0.00041149,0,-0.0051436,3.1748e-05
2.0102,1.0011,-0.011038,1,0,0,-0.001142,-0.00037351,0,-0.0046689,2.6158e-05
2.011,1.0011,-0.011048,1,0,0,-0.0011336,-0.00033599,0,-0.0041999,2.1167e-05
2.0117,1.0011,-0.011056,1,0,0,-0.0011252,-0.00029952,0,-0.003744,1.6821e-05
2.0125,1.0011,-0.01106,1,0,0,-0.0011168,-0.00026407,0,-0.0033009,1.3075e-05
2.0132,1.0011,-0.011062,1,0,0,-0.0011083,-0.00022963,0,-0.0028704,9.8868e-06
2.014,1.0011,-0.011062,1,0,0,-0.0010998,-0.00019566,0,-0.0024458,7.1781e-06
2.0148,1.0011,-0.011058,1,0,0,-0.0010912,-0.00016268,0,-0.0020335,4.9623e-06
2.0156,1.0011,-0.011053,1,0,0,-0.0010827,-0.00013067,0,-0.0016334,3.2014e-06
2.0163,1.0011,-0.011044,1,0,0,-0.0010741,-9.96e-05,0,-0.001245,1.86e-06
2.0171,1.0011,-0.011034,1,0,0,-0.0010655,-6.9003e-05,0,-0.00086254,8.9277e-07
2.0179,1.0011,-0.011021,1,0,0,-0.0010568,-3.9335e-05,0,-0.00049169,2.9011e-07
2.0187,1.001,-0.011005,1,0,0,-0.0010481,-1.0575e-05,0,-0.00013219,2.0969e-08
2.0195,1.001,-0.010988,1,0,0,-0.0010395,1.7298e-05,0,0.00021623,5.6106e-08
2.0203,1.001,-0.010968,1,0,0,-0.0010308,4.4709e-05,0,0.00055886,3.7479e-07
2.0211,1.001,-0.010946,1,0,0,-0.001022,7.1248e-05,0,0.0008906,9.518e-07
2.0219,1.001,-0.010922,1,0,0,-0.0010133,9.6936e-05,0,0.0012117,1.7619e-06
2.0227,1.001,-0.010895,1,0,0,-0.0010046,0.00012179,0,0.0015224,2.7813e-06
2.0235,1.001,-0.010867,1,0,0,-0.00099582,0.00014619,0,0.0018274,4.0072e-06
2.0243,1.001,-0.010837,1,0,0,-0.00098704,0.00016977,0,0.0021222,5.4042e-06
2.0251,1.001,-0.010805,1,0,0,-0.00097829,0.00019256,0,0.002407,6.9523e-06
2.0259,1.001,-0.010771,1,0,0,-0.00096956,0.00021457,0,0.0026821,8.6327e-06
2.0267,1.001,-0.010734,1,0,0,-0.00096074,0.00023613,0,0.0029516,1.0454e-05
2.0275,1.001,-0.010697,1,0,0,-0.00095195,0.00025693,0,0.0032116,1.2377e-05
2.0284,1.0009,-0.010657,1,0,0,-0.00094319,0.00027698,0,0.0034623,1.4385e-05
2.0292,1.0009,-0.010616,1,0,0,-0.00093446,0.00029632,0,0.003704,1.6464e-05
2.03,1.0009,-0.010573,1,0,0,-0.00092565,0.00031521,0,0.0039401,1.863e-05
2.0308,1.0009,-0.010529,1,0,0,-0.00091687,0.0003334,0,0.0041675,2.0841e-05
2.0317,1.0009,-0.010483,1,0,0,-0.00090813,0.0003509,0,0.0043862,2.3087e-05
2.0325,1.0009,-0.010435,1,0,0,-0.00089943,0.00036773,0,0.0045966,2.5355e-05
2.0334,1.0009,-0.010386,1,0,0,-0.00089065,0.00038413,0,0.0048016,2.7667e-05
2.0342,1.0009,-0.010336,1,0,0,-0.00088191,0.00039988,0,0.0049985,2.9982e-05
2.035,1.0009,-0.010284,1,0,0,-0.00087321,0.00041499,0,0.0051874,3.2291e-05
2.0359,1.0009,-0.010231,1,0,0,-0.00086456,0.00042949,0,0.0053686,3.4586e-05
2.0367,1.0009,-0.010176,1,0,0,-0.00085584,0.00044357,0,0.0055446,3.6891e-05
2.0376,1.0008,-0.01012,1,0,0,-0.00084716,0.00045704,0,0.005713,3.9167e-05
2.0384,1.0008,-0.010063,1,0,0,-0.00083854,0.00046994,0,0.0058742,4.1408e-05
2.0393,1.0008,-0.010006,1,0,0,-0.00082996,0.00048226,0,0.0060283,4.3608e-05
2.0402,1.0008,-0.0099459,1,0,0,-0.00082132,0.00049419,0,0.0061773,4.5791e-05
2.041,1.0008,-0.0098855,1,0,0,-0.00081273,0.00050556,0,0.0063195,4.7923e-05
2.0419,1.0008,-0.0098241,1,0,0,-0.00080419,0.00051639,0,0.0064549,4.9999e-05
2.0428,1.0008,-0.009762,1,0,0,-0.00079571,0.00052671,0,0.0065839,5.2017e-05
2.0436,1.0008,-0.0096983,1,0,0,-0.00078717,0.00053664,0,0.006708,5.3997e-05
2.0445,1.0008,-0.0096338,1,0,0,-0.00077869,0.00054607,0,0.0068259,5.5911e-05
2.0454,1.0008,-0.0095686,1,0,0,-0.00077027,0.00055501,0,0.0069376,5.7757e-05
2.0463,1.0008,-0.0095028,1,0,0,-0.0007619,0.00056347,0,0.0070434,5.9531e-05
2.0472,1.0008,-0.0094352,1,0,0,-0.00075344,0.00057161,0,0.0071451,6.1263e-05
2.0481,1.0007,-0.009367,1,0,0,-0.00074505,0.00057928,0,0.007241,6.2919e-05
2.049,1.0007,-0.0092983,1,0,0,-0.00073671,0.0005865,0,0.0073313,6.4498e-05
2.0498,1.0007,-0.0092291,1,0,0,-0.00072844,0.00059329,0,0.0074161,6.5998e-05
2.0508,1.0007,-0.0091581,1,0,0,-0.00072008,0.00059976,0,0.007497,6.7446e-05
2.0517,1.0007,-0.0090867,1,0,0,-0.00071178,0.00060581,0,0.0075726,6.8813e-05
2.0526,1.0007,-0.0090149,1,0,0,-0.00070355,0.00061144,0,0.007643,7.0099e-05
2.0535,1.0007,-0.0089427,1,0,0,-0.00069539,0.00061668,0,0.0077084,7.1304e-05
2.0544,1.0007,-0.0088689,1,0,0,-0.00068714,0.00062161,0,0.0077701,7.245e-05
2.0553,1.0007,-0.0087947,1,0,0,-0.00067896,0.00062615,0,0.0078269,7.3513e-05
2.0563,1.0007,-0.0087203,1,0,0,-0.00067085,0.00063032,0,0.007879,7.4495e-05
2.0572,1.0007,-0.0086456,1,0,0,-0.0006628,0.00063413,0,0.0079266,7.5397e-05
2.0581,1.0007,-0.0085694,1,0,0,-0.00065468,0.00063764,0,0.0079705,7.6235e-05
2.0591,1.0006,-0.0084929,1,0,0,-0.00064663,0.0006408,0,0.00801,7.6993e-05
2.06,1.0006,-0.0084163,1,0,0,-0.00063865,0.00064362,0,0.0080453,7.7672e-05
2.061,1.0006,-0.0083397,1,0,0,-0.00063074,0.00064611,0,0.0080764,7.8274e-05
2.0619,1.0006,-0.0082614,1,0,0,-0.00062275,0.00064833,0,0.0081041,7.8811e-05
2.0629,1.0006,-0.0081831,1,0,0,-0.00061484,0.00065022,0,0.0081277,7.9272e-05
2.0639,1.0006,-0.0081048,1,0,0,-0.000607,0.0006518,0,0.0081475,7.9659e-05
2.0648,1.0006,-0.0080264,1,0,0,-0.00059924,0.00065309,0,0.0081636,7.9974e-05
2.0658,1.0006,-0.0079466,1,0,0,-0.0005914,0.00065411,0,0.0081764,8.0224e-05
2.0668,1.0006,-0.0078668,1,0,0,-0.00058364,0.00065484,0,0.0081855,8.0404e-05
2.0678,1.0006,-0.0077872,1,0,0,-0.00057596,0.0006553,0,0.0081913,8.0516e-05
2.0687,1.0006,-0.0077076,1,0,0,-0.00056835,0.00065549,0,0.0081937,8.0563e-05
2.0697,1.0006,-0.0076266,1,0,0,-0.00056067,0.00065543,0,0.0081928,8.0547e-05
2.0707,1.0006,-0.0075458,1,0,0,-0.00055307,0.0006551,0,0.0081888,8.0468e-05
2.0717,1.0005,-0.0074652,1,0,0,-0.00054556,0.00065454,0,0.0081817,8.0328e-05
2.0727,1.0005,-0.0073848,1,0,0,-0.00053812,0.00065373,0,0.0081717,8.0132e-05
2.0738,1.0005,-0.0073029,1,0,0,-0.00053061,0.00065268,0,0.0081585,7.9874e-05
2.0748,1.0005,-0.0072214,1,0,0,-0.00052318,0.0006514,0,0.0081426,7.9561e-05
2.0758,1.0005,-0.0071401,1,0,0,-0.00051584,0.00064991,0,0.0081239,7.9197e-05
2.0768,1.0005,-0.0070592,1,0,0,-0.00050857,0.00064821,0,0.0081026,7.8783e-05
2.0779,1.0005,-0.0069769,1,0,0,-0.00050124,0.00064627,0,0.0080784,7.8312e-05
2.0789,1.0005,-0.006895,1,0,0,-0.00049399,0.00064413,0,0.0080517,7.7795e-05
2.08,1.0005,-0.0068135,1,0,0,-0.00048683,0.00064181,0,0.0080226,7.7234e-05
2.081,1.0005,-0.0067324,1,0,0,-0.00047976,0.0006393,0,0.0079913,7.6633e-05
2.0821,1.0005,-0.00665,1,0,0,-0.00047261,0.00063657,0,0.0079571,7.5978e-05
2.0832,1.0005,-0.006568,1,0,0,-0.00046555,0.00063366,0,0.0079207,7.5285e-05
2.0842,1.0005,-0.0064866,1,0,0,-0.00045858,0.00063059,0,0.0078824,7.4558e-05
2.0853,1.0005,-0.0064056,1,0,0,-0.00045169,0.00062737,0,0.0078421,7.3798e-05
2.0864,1.0004,-0.0063233,1,0,0,-0.00044474,0.00062392,0,0.007799,7.299e-05
2.0875,1.0004,-0.0062416,1,0,0,-0.00043787,0.00062033,0,0.0077541,7.2152e-05
2.0886,1.0004,-0.0061605,1,0,0,-0.0004311,0.0006166,0,0.0077076,7.1288e-05
2.0897,1.0004,-0.00608,1,0,0,-0.00042441,0.00061275,0,0.0076594,7.0399e-05
2.0908,1.0004,-0.0059982,1,0,0,-0.00041766,0.00060868,0,0.0076085,6.9466e-05
2.0919,1.0004,-0.005917,1,0,0,-0.00041099,0.00060448,0,0.0075561,6.8513e-05
2.093,1.0004,-0.0058365,1,0,0,-0.00040442,0.00060018,0,0.0075023,6.7541e-05
2.0941,1.0004,-0.0057566,1,0,0,-0.00039794,0.00059577,0,0.0074471,6.6552e-05
2.0953,1.0004,-0.0056755,1,0,0,-0.00039139,0.00059115,0,0.0073894,6.5524e-05
2.0964,1.0004,-0.0055952,1,0,0,-0.00038493,0.00058644,0,0.0073304,6.4482e-05
2.0976,1.0004,-0.0055155,1,0,0,-0.00037857,0.00058163,0,0.0072704,6.343e-05
2.0987,1.0004,-0.0054366,1,0,0,-0.00037229,0.00057674,0,0.0072093,6.2368e-05
2.0999,1.0004,-0.0053565,1,0,0,-0.00036596,0.00057165,0,0.0071456,6.1272e-05
2.1011,1.0004,-0.0052772,1,0,0,-0.00035971,0.00056648,0,0.007081,6.0169e-05
2.1022,1.0004,-0.0051986,1,0,0,-0.00035356,0.00056125,0,0.0070156,5.9062e-05
2.1034,1.0003,-0.0051209,1,0,0,-0.0003475,0.00055595,0,0.0069494,5.7953e-05
2.1046,1.0003,-0.005042,1,0,0,-0.00034137,0.00055046,0,0.0068807,5.6813e-05
2.1058,1.0003,-0.0049639,1,0,0,-0.00033534,0.00054491,0,0.0068114,5.5674e-05
2.107,1.0003,-0.0048867,1,0,0,-0.00032941,0.00053931,0,0.0067414,5.4536e-05
2.1082,1.0003,-0.0048103,1,0,0,-0.00032356,0.00053368,0,0.0066709,5.3402e-05
2.1095,1.0003,-0.0047328,1,0,0,-0.00031766,0.00052785,0,0.0065981,5.2241e-05
2.1107,1.0003,-0.0046562,1,0,0,-0.00031184,0.00052198,0,0.0065248,5.1087e-05
2.112,1.0003,-0.0045805,1,0,0,-0.00030613,0.00051609,0,0.0064511,4.994e-05
2.1132,1.0003,-0.0045058,1,0,0,-0.0003005,0.00051017,0,0.0063772,4.8802e-05
2.1145,1.0003,-0.0044298,1,0,0,-0.00029482,0.00050407,0,0.0063009,4.7641e-05
2.1157,1.0003,-0.0043549,1,0,0,-0.00028923,0.00049795,0,0.0062244,4.6491e-05
2.117,1.0003,-0.0042809,1,0,0,-0.00028373,0.00049182,0,0.0061477,4.5354e-05
2.1183,1.0003,-0.0042079,1,0,0,-0.00027833,0.00048568,0,0.006071,4.4229e-05
2.1196,1.0003,-0.0041337,1,0,0,-0.00027286,0.00047936,0,0.0059921,4.3086e-05
2.1209,1.0003,-0.0040606,1,0,0,-0.0002675,0.00047305,0,0.0059131,4.1958e-05
2.1222,1.0003,-0.0039885,1,0,0,-0.00026222,0.00046674,0,0.0058342,4.0846e-05
2.1235,1.0003,-0.0039174,1,0,0,-0.00025704,0.00046044,0,0.0057555,3.975e-05
2.1249,1.0003,-0.0038452,1,0,0,-0.0002518,0.00045396,0,0.0056745,3.8639e-05
2.1262,1.0002,-0.003774,1,0,0,-0.00024666,0.0004475,0,0.0055937,3.7547e-05
2.1276,1.0002,-0.0037039,1,0,0,-0.00024161,0.00044106,0,0.0055132,3.6474e-05
2.1289,1.0002,-0.0036349,1,0,0,-0.00023665,0.00043464,0,0.005433,3.5421e-05
2.1303,1.0002,-0.0035647,1,0,0,-0.00023164,0.00042805,0,0.0053506,3.4355e-05
2.1317,1.0002,-0.0034957,1,0,0,-0.00022672,0.0004215,0,0.0052687,3.3311e-05
2.1331,1.0002,-0.0034277,1,0,0,-0.00022189,0.00041498,0,0.0051872,3.2288e-05
2.1345,1.0002,-0.0033609,1,0,0,-0.00021716,0.0004085,0,0.0051062,3.1288e-05
2.1359,1.0002,-0.0032929,1,0,0,-0.00021237,0.00040184,0,0.005023,3.0277e-05
2.1374,1.0002,-0.0032261,1,0,0,-0.00020767,0.00039524,0,0.0049405,2.929e-05
2.1388,1.0002,-0.0031604,1,0,0,-0.00020307,0.00038868,0,0.0048585,2.8327e-05
2.1403,1.0002,-0.0030959,1,0,0,-0.00019856,0.00038218,0,0.0047773,2.7387e-05
2.1418,1.0002,-0.0030302,1,0,0,-0.00019399,0.00037551,0,0.0046938,2.6439e-05
2.1432,1.0002,-0.0029657,1,0,0,-0.00018951,0.0003689,0,0.0046112,2.5516e-05
2.1447,1.0002,-0.0029023,1,0,0,-0.00018514,0.00036235,0,0.0045293,2.4618e-05
2.1462,1.0002,-0.0028402,1,0,0,-0.00018085,0.00035586,0,0.0044483,2.3745e-05
2.1478,1.0002,-0.0027769,1,0,0,-0.0001765,0.00034921,0,0.0043651,2.2865e-05
2.1493,1.0002,-0.0027148,1,0,0,-0.00017225,0.00034263,0,0.0042828,2.2011e-05
2.1509,1.0002,-0.0026539,1,0,0,-0.00016809,0.00033612,0,0.0042015,2.1183e-05
2.1524,1.0002,-0.0025942,1,0,0,-0.00016402,0.0003297,0,0.0041212,2.0381e-05
2.154,1.0002,-0.0025333,1,0,0,-0.00015989,0.00032309,0,0.0040386,1.9573e-05
2.1557,1.0002,-0.0024737,1,0,0,-0.00015586,0.00031658,0,0.0039572,1.8791e-05
2.1573,1.0002,-0.0024153,1,0,0,-0.00015192,0.00031015,0,0.0038768,1.8036e-05
2.1589,1.0001,-0.0023581,1,0,0,-0.00014807,0.00030381,0,0.0037976,1.7306e-05
2.1606,1.0001,-0.0022997,1,0,0,-0.00014415,0.00029729,0,0.0037161,1.6572e-05
2.1622,1.0001,-0.0022426,1,0,0,-0.00014033,0.00029087,0,0.0036359,1.5863e-05
2.1639,1.0001,-0.0021868,1,0,0,-0.00013661,0.00028455,0,0.0035569,1.5181e-05
2.1656,1.0001,-0.0021322,1,0,0,-0.00013297,0.00027833,0,0.0034791,1.4525e-05
2.1674,1.0001,-0.0020763,1,0,0,-0.00012926,0.00027192,0,0.003399,1.3864e-05
2.1691,1.0001,-0.0020217,1,0,0,-0.00012565,0.00026562,0,0.0033202,1.3229e-05
2.1709,1.0001,-0.0019684,1,0,0,-0.00012214,0.00025943,0,0.0032429,1.262e-05
2.1727,1.0001,-0.0019164,1,0,0,-0.00011872,0.00025335,0,0.0031669,1.2035e-05
2.1745,1.0001,-0.001863,1,0,0,-0.00011521,0.00024707,0,0.0030884,1.1446e-05
2.1764,1.0001,-0.0018109,1,0,0,-0.00011181,0.00024092,0,0.0030115,1.0883e-05
2.1782,1.0001,-0.0017602,1,0,0,-0.0001085,0.00023488,0,0.002936,1.0344e-05
2.1801,1.0001,-0.0017107,1,0,0,-0.00010528,0.00022897,0,0.0028621,9.8299e-06
2.182,1.0001,-0.0016598,1,0,0,-0.00010197,0.00022284,0,0.0027854,9.3104e-06
2.184,1.0001,-0.0016102,1,0,0,-9.8762e-05,0.00021684,0,0.0027105,8.8159e-06
2.186,1.0001,-0.001562,1,0,0,-9.5649e-05,0.00021097,0,0.0026371,8.3452e-06
2.1879,1.0001,-0.0015151,1,0,0,-9.2629e-05,0.00020523,0,0.0025654,7.8975e-06
2.19,1.0001,-0.0014665,1,0,0,-8.9505e-05,0.00019925,0,0.0024906,7.4438e-06
2.1921,1.0001,-0.0014193,1,0,0,-8.6482e-05,0.00019341,0,0.0024177,7.0141e-06
2.1942,1.0001,-0.0013735,1,0,0,-8.3556e-05,0.00018772,0,0.0023465,6.6073e-06
2.1963,1.0001,-0.0013291,1,0,0,-8.0725e-05,0.00018217,0,0.0022771,6.2223e-06
2.1986,1.0001,-0.0012826,1,0,0,-7.7768e-05,0.00017633,0,0.0022041,5.8295e-06
2.2008,1.0001,-0.0012376,1,0,0,-7.4915e-05,0.00017064,0,0.002133,5.4598e-06
2.2031,1.0001,-0.0011941,1,0,0,-7.2162e-05,0.00016512,0,0.002064,5.1119e-06
2.2054,1.0001,-0.001152,1,0,0,-6.9505e-05,0.00015975,0,0.0019968,4.7848e-06
2.2079,1.0001,-0.0011072,1,0,0,-6.6682e-05,0.00015399,0,0.0019249,4.4464e-06
2.2104,1.0001,-0.0010639,1,0,0,-6.3969e-05,0.00014842,0,0.0018553,4.1306e-06
2.2129,1.0001,-0.0010223,1,0,0,-6.1362e-05,0.00014303,0,0.0017879,3.8358e-06
2.2154,1.0001,-0.0009822,1,0,0,-5.8857e-05,0.00013781,0,0.0017226,3.5609e-06
2.2182,1.0001,-0.00093772,1,0,0,-5.6086e-05,0.00013199,0,0.0016499,3.2665e-06
2.2211,1.0001,-0.00089514,1,0,0,-5.3441e-05,0.00012639,0,0.0015799,2.9952e-06
2.224,1.0001,-0.00085439,1,0,0,-5.0916e-05,0.000121,0,0.0015125,2.7453e-06
2.2269,1,-0.00081539,1,0,0,-4.8506e-05,0.00011582,0,0.0014478,2.5153e-06
2.231,1,-0.00076311,1,0,0,-4.5286e-05,0.00010884,0,0.0013605,2.2211e-06
2.2351,1,-0.00071402,1,0,0,-4.2272e-05,0.00010224,0,0.001278,1.9599e-06
2.2392,1,-0.00066793,1,0,0,-3.9453e-05,9.6003e-05,0,0.0012,1.7281e-06
2.2432,1,-0.00062468,1,0,0,-3.6816e-05,9.0118e-05,0,0.0011265,1.5227e-06
2.2467,1,-0.00059025,1,0,0,-3.4722e-05,8.5407e-05,0,0.0010676,1.3677e-06
2.2501,1,-0.00055763,1,0,0,-3.2744e-05,8.0923e-05,0,0.0010115,1.2279e-06
2.2536,1,-0.00052673,1,0,0,-3.0875e-05,7.6658e-05,0,0.00095823,1.1018e-06
2.257,1,-0.00049748,1,0,0,-2.911e-05,7.2602e-05,0,0.00090753,9.8833e-07
2.2599,1,-0.00047413,1,0,0,-2.7704e-05,6.9352e-05,0,0.0008669,9.0183e-07
2.2628,1,-0.00045184,1,0,0,-2.6365e-05,6.6238e-05,0,0.00082798,8.2266e-07
2.2657,1,-0.00043055,1,0,0,-2.5088e-05,6.3255e-05,0,0.00079069,7.5023e-07
2.2686,1,-0.00041022,1,0,0,-2.3872e-05,6.0398e-05,0,0.00075497,6.8398e-07
2.2714,1,-0.00039148,1,0,0,-2.2752e-05,5.7754e-05,0,0.00072193,6.2542e-07
2.2742,1,-0.00037356,1,0,0,-2.1683e-05,5.522e-05,0,0.00069025,5.7173e-07
2.277,1,-0.00035643,1,0,0,-2.0663e-05,5.279e-05,0,0.00065987,5.2252e-07
2.2798,1,-0.00034006,1,0,0,-1.969e-05,5.0461e-05,0,0.00063077,4.7744e-07
2.2826,1,-0.0003245,1,0,0,-1.8767e-05,4.8242e-05,0,0.00060302,4.3636e-07
2.2853,1,-0.00030963,1,0,0,-1.7886e-05,4.6115e-05,0,0.00057643,3.9873e-07
2.2881,1,-0.00029542,1,0,0,-1.7046e-05,4.4077e-05,0,0.00055096,3.6427e-07
2.2909,1,-0.00028184,1,0,0,-1.6244e-05,4.2124e-05,0,0.00052655,3.3271e-07
2.2937,1,-0.0002688,1,0,0,-1.5475e-05,4.0245e-05,0,0.00050306,3.0369e-07
2.2965,1,-0.00025635,1,0,0,-1.4742e-05,3.8446e-05,0,0.00048057,2.7714e-07
2.2993,1,-0.00024445,1,0,0,-1.4042e-05,3.6723e-05,0,0.00045904,2.5286e-07
2.3021,1,-0.0002331,1,0,0,-1.3376e-05,3.5074e-05,0,0.00043842,2.3066e-07
2.3049,1,-0.00022213,1,0,0,-1.2733e-05,3.3478e-05,0,0.00041847,2.1014e-07
2.3077,1,-0.00021166,1,0,0,-1.212e-05,3.1951e-05,0,0.00039939,1.9142e-07
2.3105,1,-0.00020168,1,0,0,-1.1536e-05,3.0492e-05,0,0.00038114,1.7433e-07
2.3134,1,-0.00019215,1,0,0,-1.098e-05,2.9096e-05,0,0.0003637,1.5873e-07
2.3162,1,-0.00018291,1,0,0,-1.0442e-05,2.774e-05,0,0.00034675,1.4428e-07
2.3191,1,-0.00017411,1,0,0,-9.9294e-06,2.6445e-05,0,0.00033056,1.3113e-07
2.322,1,-0.00016572,1,0,0,-9.4416e-06,2.5208e-05,0,0.0003151,1.1915e-07
2.3249,1,-0.00015773,1,0,0,-8.9774e-06,2.4027e-05,0,0.00030034,1.0824e-07
2.3278,1,-0.00014996,1,0,0,-8.5269e-06,2.2877e-05,0,0.00028596,9.8128e-08
2.3307,1,-0.00014256,1,0,0,-8.0986e-06,2.178e-05,0,0.00027225,8.8944e-08
2.3336,1,-0.00013553,1,0,0,-7.6915e-06,2.0734e-05,0,0.00025917,8.0605e-08
2.3366,1,-0.00012883,1,0,0,-7.3044e-06,1.9736e-05,0,0.0002467,7.3035e-08
2.3396,1,-0.00012231,1,0,0,-6.9282e-06,1.8763e-05,0,0.00023454,6.6012e-08
2.3426,1,-0.00011611,1,0,0,-6.571e-06,1.7837e-05,0,0.00022296,5.9654e-08
2.3456,1,-0.00011022,1,0,0,-6.2319e-06,1.6955e-05,0,0.00021194,5.39e-08
2.3486,1,-0.00010462,1,0,0,-5.9101e-06,1.6115e-05,0,0.00020144,4.8692e-08
2.3516,1,-9.9164e-05,1,0,0,-5.5968e-06,1.5295e-05,0,0.00019119,4.3863e-08
2.3547,1,-9.3987e-05,1,0,0,-5.2999e-06,1.4516e-05,0,0.00018145,3.9507e-08
2.3578,1,-8.9075e-05,1,0,0,-5.0184e-06,1.3775e-05,0,0.00017218,3.5577e-08
2.3609,1,-8.4415e-05,1,0,0,-4.7517e-06,1.3071e-05,0,0.00016338,3.2033e-08
2.364,1,-7.9869e-05,1,0,0,-4.4919e-06,1.2383e-05,0,0.00015478,2.875e-08
2.3672,1,-7.5564e-05,1,0,0,-4.2461e-06,1.173e-05,0,0.00014663,2.5799e-08
2.3703,1,-7.1487e-05,1,0,0,-4.0135e-06,1.1111e-05,0,0.00013889,2.3147e-08
2.3735,1,-6.7625e-05,1,0,0,-3.7935e-06,1.0523e-05,0,0.00013154,2.0764e-08
2.3768,1,-6.3857e-05,1,0,0,-3.5791e-06,9.9494e-06,0,0.00012437,1.8561e-08
2.38,1,-6.0295e-05,1,0,0,-3.3766e-06,9.4059e-06,0,0.00011757,1.6588e-08
2.3833,1,-5.6929e-05,1,0,0,-3.1854e-06,8.8913e-06,0,0.00011114,1.4823e-08
