t,q,qdot,q_ref,qdot_ref,qddot_ref,error,tau_cmd,tau_ext,current,heat_power
1.8443,0.93537,0.076994,0.99581,0.077316,-0.90923,0.060445,0.2419,-0.25,3.0238,10.972
1.8453,0.93545,0.076027,0.99589,0.076404,-0.90492,0.060445,0.24192,-0.25,3.0241,10.974
1.8463,0.93552,0.075064,0.99597,0.075496,-0.9006,0.060446,0.24195,-0.25,3.0243,10.976
1.8473,0.9356,0.074105,0.99604,0.074592,-0.89626,0.060446,0.24197,-0.25,3.0246,10.978
1.8483,0.93567,0.07315,0.99612,0.073693,-0.8919,0.060447,0.24199,-0.25,3.0249,10.98
1.8493,0.93574,0.072204,0.99619,0.072802,-0.88753,0.060447,0.24202,-0.25,3.0252,10.982
1.8503,0.93582,0.071261,0.99626,0.071914,-0.88315,0.060448,0.24204,-0.25,3.0255,10.984
1.8513,0.93589,0.070323,0.99634,0.071032,-0.87875,0.060449,0.24206,-0.25,3.0258,10.987
1.8523,0.93596,0.069389,0.99641,0.070153,-0.87432,0.060449,0.24209,-0.25,3.0261,10.989
1.8533,0.93603,0.068462,0.99648,0.069283,-0.8699,0.06045,0.24211,-0.25,3.0264,10.991
1.8543,0.93609,0.06754,0.99655,0.068416,-0.86546,0.060451,0.24214,-0.25,3.0267,10.993
1.8553,0.93616,0.066623,0.99661,0.067555,-0.86099,0.060452,0.24216,-0.25,3.027,10.995
1.8563,0.93623,0.065709,0.99668,0.066697,-0.85651,0.060453,0.24219,-0.25,3.0273,10.998
1.8573,0.93629,0.064803,0.99675,0.065848,-0.85203,0.060454,0.24221,-0.25,3.0277,11
1.8583,0.93636,0.063902,0.99681,0.065003,-0.84752,0.060455,0.24224,-0.25,3.028,11.002
1.8593,0.93642,0.063005,0.99688,0.064162,-0.843,0.060456,0.24226,-0.25,3.0283,11.005
1.8603,0.93648,0.062113,0.99694,0.063326,-0.83846,0.060457,0.24229,-0.25,3.0286,11.007
1.8613,0.93654,0.061228,0.997,0.062497,-0.83391,0.060458,0.24232,-0.25,3.029,11.009
1.8623,0.9366,0.060347,0.99706,0.061673,-0.82935,0.06046,0.24234,-0.25,3.0293,11.012
1.8633,0.93666,0.059471,0.99712,0.060853,-0.82477,0.060461,0.24237,-0.25,3.0296,11.014
1.8643,0.93672,0.058599,0.99718,0.060039,-0.82017,0.060462,0.2424,-0.25,3.03,11.017
1.8652,0.93678,0.057735,0.99724,0.059231,-0.81556,0.060464,0.24242,-0.25,3.0303,11.019
1.8662,0.93683,0.056876,0.9973,0.058428,-0.81094,0.060465,0.24245,-0.25,3.0306,11.022
1.8672,0.93689,0.05602,0.99736,0.05763,-0.8063,0.060467,0.24248,-0.25,3.031,11.024
1.8682,0.93695,0.05517,0.99741,0.056837,-0.80164,0.060469,0.24251,-0.25,3.0313,11.027
1.8692,0.937,0.054326,0.99747,0.05605,-0.79698,0.06047,0.24254,-0.25,3.0317,11.029
1.8702,0.93705,0.053488,0.99752,0.055269,-0.7923,0.060472,0.24256,-0.25,3.0321,11.032
1.8712,0.9371,0.052654,0.99758,0.054492,-0.7876,0.060474,0.24259,-0.25,3.0324,11.035
1.8721,0.93716,0.051824,0.99763,0.05372,-0.78289,0.060476,0.24262,-0.25,3.0328,11.037
1.8731,0.93721,0.051002,0.99768,0.052955,-0.77817,0.060477,0.24265,-0.25,3.0332,11.04
1.8741,0.93726,0.050184,0.99773,0.052195,-0.77343,0.060479,0.24268,-0.25,3.0335,11.043
1.8751,0.9373,0.049371,0.99779,0.05144,-0.76867,0.060481,0.24271,-0.25,3.0339,11.045
1.8761,0.93735,0.048563,0.99784,0.050689,-0.7639,0.060483,0.24274,-0.25,3.0343,11.048
1.877,0.9374,0.047762,0.99788,0.049946,-0.75912,0.060486,0.24277,-0.25,3.0347,11.051
1.878,0.93745,0.046966,0.99793,0.049207,-0.75433,0.060488,0.2428,-0.25,3.035,11.054
1.879,0.93749,0.046174,0.99798,0.048474,-0.74951,0.06049,0.24283,-0.25,3.0354,11.057
1.88,0.93754,0.045387,0.99803,0.047744,-0.74468,0.060492,0.24286,-0.25,3.0358,11.059
1.8809,0.93758,0.044607,0.99807,0.047023,-0.73985,0.060495,0.2429,-0.25,3.0362,11.062
1.8819,0.93762,0.043832,0.99812,0.046306,-0.735,0.060497,0.24293,-0.25,3.0366,11.065
1.8829,0.93766,0.043061,0.99816,0.045594,-0.73013,0.060499,0.24296,-0.25,3.037,11.068
1.8838,0.93771,0.042295,0.99821,0.044886,-0.72524,0.060502,0.24299,-0.25,3.0374,11.071
1.8848,0.93775,0.041537,0.99825,0.044186,-0.72035,0.060504,0.24302,-0.25,3.0378,11.074
1.8858,0.93779,0.040783,0.99829,0.043491,-0.71544,0.060507,0.24306,-0.25,3.0382,11.077
1.8868,0.93783,0.040034,0.99834,0.0428,-0.71051,0.06051,0.24309,-0.25,3.0386,11.08
1.8877,0.93786,0.03929,0.99838,0.042115,-0.70557,0.060512,0.24312,-0.25,3.039,11.083
1.8887,0.9379,0.038553,0.99842,0.041436,-0.70062,0.060515,0.24316,-0.25,3.0395,11.086
1.8897,0.93794,0.03782,0.99846,0.040763,-0.69566,0.060518,0.24319,-0.25,3.0399,11.089
1.8906,0.93797,0.037092,0.9985,0.040094,-0.69068,0.060521,0.24322,-0.25,3.0403,11.092
1.8916,0.93801,0.036369,0.99853,0.03943,-0.68568,0.060524,0.24326,-0.25,3.0407,11.095
1.8925,0.93804,0.035654,0.99857,0.038773,-0.68067,0.060527,0.24329,-0.25,3.0411,11.098
1.8935,0.93808,0.034943,0.99861,0.038121,-0.67566,0.06053,0.24333,-0.25,3.0416,11.101
1.8945,0.93811,0.034236,0.99864,0.037474,-0.67062,0.060533,0.24336,-0.25,3.042,11.105
1.8954,0.93814,0.033535,0.99868,0.036832,-0.66556,0.060536,0.2434,-0.25,3.0425,11.108
1.8964,0.93818,0.03284,0.99872,0.036197,-0.6605,0.060539,0.24343,-0.25,3.0429,11.111
1.8973,0.93821,0.032151,0.99875,0.035567,-0.65543,0.060542,0.24347,-0.25,3.0433,11.114
1.8983,0.93824,0.031466,0.99878,0.034942,-0.65034,0.060546,0.2435,-0.25,3.0438,11.118
1.8993,0.93827,0.030786,0.99882,0.034321,-0.64522,0.060549,0.24354,-0.25,3.0442,11.121
1.9002,0.9383,0.030113,0.99885,0.033708,-0.64011,0.060552,0.24358,-0.25,3.0447,11.124
1.9012,0.93833,0.029445,0.99888,0.0331,-0.63498,0.060556,0.24361,-0.25,3.0452,11.128
1.9021,0.93835,0.028782,0.99891,0.032496,-0.62983,0.060559,0.24365,-0.25,3.0456,11.131
1.9031,0.93838,0.028123,0.99894,0.031898,-0.62467,0.060563,0.24369,-0.25,3.0461,11.134
1.904,0.93841,0.027472,0.99897,0.031306,-0.6195,0.060567,0.24372,-0.25,3.0465,11.138
1.905,0.93843,0.026825,0.999,0.03072,-0.61432,0.06057,0.24376,-0.25,3.047,11.141
1.9059,0.93846,0.026183,0.99903,0.030138,-0.60911,0.060574,0.2438,-0.25,3.0475,11.145
1.9069,0.93848,0.025546,0.99906,0.029561,-0.60389,0.060578,0.24384,-0.25,3.048,11.148
1.9078,0.93851,0.024916,0.99909,0.028992,-0.59867,0.060582,0.24387,-0.25,3.0484,11.152
1.9088,0.93853,0.024291,0.99911,0.028427,-0.59343,0.060585,0.24391,-0.25,3.0489,11.155
1.9097,0.93855,0.023671,0.99914,0.027867,-0.58817,0.060589,0.24395,-0.25,3.0494,11.159
1.9107,0.93857,0.023056,0.99917,0.027312,-0.58289,0.060593,0.24399,-0.25,3.0499,11.162
1.9116,0.9386,0.022447,0.99919,0.026764,-0.57761,0.060597,0.24403,-0.25,3.0504,11.166
1.9126,0.93862,0.021843,0.99922,0.026221,-0.57231,0.060602,0.24407,-0.25,3.0509,11.169
1.9135,0.93864,0.021244,0.99924,0.025684,-0.567,0.060606,0.24411,-0.25,3.0514,11.173
1.9144,0.93866,0.02065,0.99927,0.025151,-0.56166,0.06061,0.24415,-0.25,3.0519,11.177
1.9154,0.93868,0.020063,0.99929,0.024624,-0.55633,0.060614,0.24419,-0.25,3.0524,11.18
1.9163,0.93869,0.019481,0.99931,0.024103,-0.55098,0.060619,0.24423,-0.25,3.0529,11.184
1.9173,0.93871,0.018904,0.99934,0.023587,-0.5456,0.060623,0.24427,-0.25,3.0534,11.188
1.9182,0.93873,0.018331,0.99936,0.023076,-0.54021,0.060627,0.24431,-0.25,3.0539,11.192
1.9191,0.93875,0.017765,0.99938,0.022571,-0.53482,0.060632,0.24435,-0.25,3.0544,11.195
1.9201,0.93876,0.017204,0.9994,0.022071,-0.52941,0.060636,0.2444,-0.25,3.0549,11.199
1.921,0.93878,0.016648,0.99942,0.021577,-0.52398,0.060641,0.24444,-0.25,3.0555,11.203
1.922,0.93879,0.016097,0.99944,0.021087,-0.51853,0.060646,0.24448,-0.25,3.056,11.207
1.9229,0.93881,0.015552,0.99946,0.020604,-0.51307,0.06065,0.24452,-0.25,3.0565,11.211
1.9238,0.93882,0.015012,0.99948,0.020126,-0.5076,0.060655,0.24456,-0.25,3.057,11.215
1.9248,0.93884,0.014477,0.9995,0.019653,-0.50211,0.06066,0.24461,-0.25,3.0576,11.219
1.9257,0.93885,0.013947,0.99952,0.019185,-0.4966,0.060665,0.24465,-0.25,3.0581,11.223
1.9266,0.93886,0.013423,0.99953,0.018723,-0.49108,0.06067,0.24469,-0.25,3.0587,11.227
1.9276,0.93888,0.012904,0.99955,0.018267,-0.48554,0.060675,0.24474,-0.25,3.0592,11.231
1.9285,0.93889,0.01239,0.99957,0.017815,-0.47999,0.06068,0.24478,-0.25,3.0598,11.235
1.9295,0.9389,0.011881,0.99958,0.017369,-0.47441,0.060685,0.24482,-0.25,3.0603,11.239
1.9304,0.93891,0.011378,0.9996,0.016928,-0.46882,0.06069,0.24487,-0.25,3.0609,11.243
1.9313,0.93892,0.01088,0.99962,0.016492,-0.46322,0.060695,0.24491,-0.25,3.0614,11.247
1.9323,0.93893,0.010386,0.99963,0.016062,-0.45759,0.060701,0.24496,-0.25,3.062,11.251
1.9332,0.93894,0.0098982,0.99965,0.015637,-0.45195,0.060706,0.245,-0.25,3.0626,11.255
1.9341,0.93895,0.0094147,0.99966,0.015216,-0.44628,0.060711,0.24505,-0.25,3.0631,11.259
1.9351,0.93896,0.0089365,0.99967,0.014801,-0.44059,0.060717,0.2451,-0.25,3.0637,11.263
1.936,0.93897,0.0084634,0.99969,0.014392,-0.43489,0.060722,0.24514,-0.25,3.0643,11.268
1.9369,0.93897,0.0079956,0.9997,0.013987,-0.42917,0.060728,0.24519,-0.25,3.0649,11.272
1.9379,0.93898,0.0075304,0.99971,0.013586,-0.42339,0.060733,0.24524,-0.25,3.0654,11.276
1.9388,0.93899,0.0070705,0.99973,0.013191,-0.4176,0.060739,0.24528,-0.25,3.066,11.281
1.9398,0.93899,0.006616,0.99974,0.0128,-0.41179,0.060745,0.24533,-0.25,3.0666,11.285
1.9407,0.939,0.0061668,0.99975,0.012416,-0.40596,0.060751,0.24538,-0.25,3.0672,11.289
1.9417,0.93901,0.0056999,0.99976,0.012017,-0.39981,0.060757,0.24543,-0.25,3.0679,11.294
1.9427,0.93901,0.005239,0.99977,0.011624,-0.39363,0.060763,0.24548,-0.25,3.0685,11.299
1.9437,0.93902,0.0047841,0.99979,0.011237,-0.38744,0.06077,0.24553,-0.25,3.0691,11.304
1.9447,0.93902,0.0043352,0.9998,0.010857,-0.38122,0.060776,0.24558,-0.25,3.0698,11.308
1.9457,0.93903,0.0038607,0.99981,0.010456,-0.37453,0.060783,0.24564,-0.25,3.0705,11.313
1.9468,0.93903,0.0033931,0.99982,0.010062,-0.36782,0.06079,0.24569,-0.25,3.0712,11.319
1.9478,0.93903,0.0029324,0.99983,0.0096751,-0.36109,0.060797,0.24575,-0.25,3.0719,11.324
1.9489,0.93904,0.0024788,0.99984,0.0092955,-0.35433,0.060804,0.24581,-0.25,3.0726,11.329
1.9501,0.93904,0.0019769,0.99985,0.0088771,-0.3467,0.060813,0.24587,-0.25,3.0734,11.335
1.9513,0.93904,0.001484,0.99986,0.0084678,-0.33904,0.060821,0.24594,-0.25,3.0742,11.341
1.9525,0.93904,0.001,0.99987,0.0080677,-0.33135,0.060829,0.246,-0.25,3.075,11.347
1.9537,0.93904,0.00052504,0.99988,0.0076768,-0.32362,0.060838,0.24607,-0.25,3.0759,11.353
1.9549,0.93904,5.1479e-05,0.99989,0.007289,-0.31574,0.060847,0.24614,-0.25,3.0767,11.359
1.9561,0.93904,-0.00041273,0.9999,0.0069107,-0.30783,0.060855,0.2462,-0.25,3.0776,11.366
1.9573,0.93904,-0.00086755,0.99991,0.006542,-0.29989,0.060864,0.24627,-0.25,3.0784,11.372
1.9585,0.93904,-0.0013129,0.99991,0.006183,-0.29191,0.060873,0.24634,-0.25,3.0793,11.378
1.9597,0.93904,-0.0017488,0.99992,0.0058337,-0.28391,0.060882,0.24641,-0.25,3.0801,11.385
1.961,0.93904,-0.0021753,0.99993,0.0054941,-0.27587,0.060892,0.24648,-0.25,3.081,11.391
1.9622,0.93903,-0.0025921,0.99993,0.0051643,-0.2678,0.060901,0.24655,-0.25,3.0819,11.398
1.9634,0.93903,-0.0029994,0.99994,0.0048443,-0.25969,0.060911,0.24662,-0.25,3.0828,11.404
1.9644,0.93903,-0.0033436,0.99995,0.0045756,-0.25267,0.060919,0.24668,-0.25,3.0836,11.41
1.9655,0.93902,-0.0036807,0.99995,0.0043144,-0.24561,0.060927,0.24675,-0.25,3.0843,11.416
1.9665,0.93902,-0.0040105,0.99995,0.0040605,-0.23854,0.060936,0.24681,-0.25,3.0851,11.422
1.9676,0.93901,-0.004333,0.99996,0.0038141,-0.23144,0.060944,0.24687,-0.25,3.0859,11.427
1.9685,0.93901,-0.0046227,0.99996,0.0035944,-0.2249,0.060952,0.24693,-0.25,3.0866,11.433
1.9695,0.93901,-0.0049063,0.99997,0.0033811,-0.21834,0.06096,0.24699,-0.25,3.0874,11.438
1.9705,0.939,-0.0051836,0.99997,0.0031741,-0.21176,0.060968,0.24705,-0.25,3.0881,11.444
1.9714,0.939,-0.0054548,0.99997,0.0029734,-0.20516,0.060976,0.24711,-0.25,3.0888,11.449
1.9723,0.93899,-0.0057062,0.99997,0.0027889,-0.19888,0.060984,0.24716,-0.25,3.0895,11.454
1.9733,0.93899,-0.0059519,0.99998,0.0026102,-0.19258,0.060992,0.24722,-0.25,3.0902,11.46
1.9742,0.93898,-0.0061921,0.99998,0.0024373,-0.18627,0.060999,0.24728,-0.25,3.091,11.465
1.9751,0.93897,-0.0064266,0.99998,0.0022702,-0.17994,0.061007,0.24733,-0.25,3.0917,11.47
1.976,0.93897,-0.0066467,0.99998,0.0021149,-0.17383,0.061015,0.24739,-0.25,3.0924,11.475
1.9768,0.93896,-0.0068616,0.99998,0.001965,-0.16771,0.061023,0.24744,-0.25,3.0931,11.48
1.9777,0.93896,-0.0070712,0.99999,0.0018205,-0.16157,0.06103,0.2475,-0.25,3.0938,11.486
1.9786,0.93895,-0.0072755,0.99999,0.0016814,-0.15541,0.061038,0.24756,-0.25,3.0945,11.491
1.9794,0.93894,-0.0074685,0.99999,0.0015517,-0.14943,0.061046,0.24761,-0.25,3.0951,11.496
1.9803,0.93894,-0.0076565,0.99999,0.0014272,-0.14343,0.061054,0.24767,-0.25,3.0958,11.501
1.9811,0.93893,-0.0078394,0.99999,0.0013077,-0.13742,0.061061,0.24772,-0.25,3.0965,11.506
1.982,0.93892,-0.0080174,0.99999,0.0011934,-0.13139,0.061069,0.24778,-0.25,3.0972,11.511
1.9828,0.93892,-0.0081859,0.99999,0.001087,-0.1255,0.061077,0.24783,-0.25,3.0979,11.516
1.9837,0.93891,-0.0083496,0.99999,0.00098552,-0.1196,0.061085,0.24789,-0.25,3.0986,11.521
1.9845,0.9389,-0.0085085,1,0.0008889,-0.11368,0.061092,0.24794,-0.25,3.0993,11.526
1.9853,0.9389,-0.0086626,1,0.0007972,-0.10775,0.0611,0.248,-0.25,3.0999,11.532
1.9861,0.93889,-0.0088086,1,0.00071232,-0.10193,0.061108,0.24805,-0.25,3.1006,11.537
1.9869,0.93888,-0.00895,1,0.00063216,-0.096105,0.061116,0.2481,-0.25,3.1013,11.542
1.9877,0.93887,-0.0090867,1,0.00055672,-0.090263,0.061123,0.24816,-0.25,3.102,11.547
1.9886,0.93887,-0.0092188,1,0.00048602,-0.084406,0.061131,0.24821,-0.25,3.1027,11.552
1.9893,0.93886,-0.0093438,1,0.00042134,-0.078652,0.061139,0.24827,-0.25,3.1033,11.557
1.9901,0.93885,-0.0094643,1,0.00036123,-0.072884,0.061147,0.24832,-0.25,3.104,11.562
1.9909,0.93884,-0.0095803,1,0.0003057,-0.067102,0.061154,0.24837,-0.25,3.1047,11.567
1.9917,0.93884,-0.0096918,1,0.00025476,-0.061306,0.061162,0.24843,-0.25,3.1054,11.572
1.9925,0.93883,-0.0097969,1,0.00020921,-0.0556,0.06117,0.24848,-0.25,3.106,11.577
1.9933,0.93882,-0.0098977,1,0.00016812,-0.04988,0.061178,0.24854,-0.25,3.1067,11.582
1.9941,0.93881,-0.0099941,1,0.00013149,-0.044148,0.061186,0.24859,-0.25,3.1074,11.587
1.9948,0.93881,-0.010086,1,9.9332e-05,-0.038401,0.061194,0.24865,-0.25,3.1081,11.592
1.9956,0.9388,-0.010173,1,7.2027e-05,-0.032725,0.061202,0.2487,-0.25,3.1087,11.597
1.9964,0.93879,-0.010255,1,4.9085e-05,-0.027036,0.061209,0.24875,-0.25,3.1094,11.602
1.9971,0.93878,-0.010333,1,3.0516e-05,-0.021334,0.061217,0.24881,-0.25,3.1101,11.607
1.9979,0.93877,-0.010406,1,1.633e-05,-0.015618,0.061225,0.24886,-0.25,3.1108,11.612
1.9984,0.93877,-0.01045,1,9.702e-06,-0.012044,0.06123,0.2489,-0.25,3.1112,11.615
1.9989,0.93876,-0.010492,1,4.7879e-06,-0.008465,0.061235,0.24893,-0.25,3.1116,11.619
1.9993,0.93876,-0.010532,1,1.5901e-06,-0.0048807,0.06124,0.24896,-0.25,3.1121,11.622
1.9998,0.93875,-0.010571,1,1.1119e-07,-0.0012912,0.061245,0.249,-0.25,3.1125,11.625
2.0003,0.93875,-0.010608,1,0,0,0.061251,0.24903,-0.25,3.1129,11.628
2.0008,0.93874,-0.010643,1,0,0,0.061256,0.24907,-0.25,3.1133,11.631
2.0013,0.93874,-0.010677,1,0,0,0.061261,0.2491,-0.25,3.1138,11.635
2.0017,0.93873,-0.010709,1,0,0,0.061266,0.24913,-0.25,3.1142,11.638
2.0023,0.93873,-0.010747,1,0,0,0.061272,0.24917,-0.25,3.1147,11.641
2.0029,0.93872,-0.010782,1,0,0,0.061279,0.24921,-0.25,3.1151,11.645
2.0035,0.93872,-0.010814,1,0,0,0.061285,0.24925,-0.25,3.1156,11.648
2.0041,0.93871,-0.010845,1,0,0,0.061291,0.24929,-0.25,3.1161,11.652
2.0049,0.9387,-0.01088,1,0,0,0.061299,0.24933,-0.25,3.1166,11.656
2.0056,0.93869,-0.010912,1,0,0,0.061307,0.24938,-0.25,3.1172,11.66
2.0063,0.93868,-0.01094,1,0,0,0.061316,0.24942,-0.25,3.1177,11.664
2.0071,0.93868,-0.010965,1,0,0,0.061324,0.24946,-0.25,3.1183,11.668
2.0078,0.93867,-0.010987,1,0,0,0.061332,0.2495,-0.25,3.1188,11.672
2.0086,0.93866,-0.011007,1,0,0,0.06134,0.24954,-0.25,3.1193,11.676
2.0093,0.93865,-0.011023,1,0,0,0.061348,0.24958,-0.25,3.1198,11.68
2.0101,0.93864,-0.011036,1,0,0,0.061357,0.24962,-0.25,3.1203,11.683
2.0108,0.93863,-0.011047,1,0,0,0.061365,0.24966,-0.25,3.1207,11.687
2.0116,0.93863,-0.011055,1,0,0,0.061373,0.24969,-0.25,3.1212,11.69
2.0124,0.93862,-0.01106,1,0,0,0.061382,0.24973,-0.25,3.1216,11.693
2.0131,0.93861,-0.011062,1,0,0,0.06139,0.24976,-0.25,3.1221,11.697
2.0139,0.9386,-0.011062,1,0,0,0.061399,0.2498,-0.25,3.1225,11.7
2.0147,0.93859,-0.011059,1,0,0,0.061407,0.24983,-0.25,3.1229,11.703
2.0154,0.93858,-0.011054,1,0,0,0.061416,0.24986,-0.25,3.1233,11.706
2.0162,0.93858,-0.011046,1,0,0,0.061424,0.2499,-0.25,3.1237,11.709
2.017,0.93857,-0.011036,1,0,0,0.061433,0.24993,-0.25,3.1241,11.712
2.0178,0.93856,-0.011023,1,0,0,0.061442,0.24996,-0.25,3.1244,11.715
2.0186,0.93855,-0.011008,1,0,0,0.06145,0.24998,-0.25,3.1248,11.717
2.0193,0.93854,-0.010991,1,0,0,0.061459,0.25001,-0.25,3.1252,11.72
2.0201,0.93853,-0.010971,1,0,0,0.061468,0.25004,-0.25,3.1255,11.723
2.0209,0.93852,-0.010949,1,0,0,0.061477,0.25007,-0.25,3.1258,11.725
2.0217,0.93851,-0.010926,1,0,0,0.061485,0.25009,-0.25,3.1262,11.727
2.0225,0.93851,-0.0109,1,0,0,0.061494,0.25012,-0.25,3.1265,11.73
2.0233,0.9385,-0.010872,1,0,0,0.061503,0.25014,-0.25,3.1268,11.732
2.0241,0.93849,-0.010842,1,0,0,0.061512,0.25017,-0.25,3.1271,11.734
2.025,0.93848,-0.01081,1,0,0,0.06152,0.25019,-0.25,3.1274,11.736
2.0258,0.93847,-0.010776,1,0,0,0.061529,0.25021,-0.25,3.1276,11.739
2.0266,0.93846,-0.01074,1,0,0,0.061538,0.25023,-0.25,3.1279,11.741
2.0274,0.93845,-0.010703,1,0,0,0.061547,0.25025,-0.25,3.1282,11.743
2.0282,0.93844,-0.010664,1,0,0,0.061555,0.25027,-0.25,3.1284,11.744
2.029,0.93844,-0.010623,1,0,0,0.061564,0.25029,-0.25,3.1287,11.746
2.0299,0.93843,-0.01058,1,0,0,0.061573,0.25031,-0.25,3.1289,11.748
2.0307,0.93842,-0.010536,1,0,0,0.061582,0.25033,-0.25,3.1291,11.75
2.0315,0.93841,-0.01049,1,0,0,0.06159,0.25035,-0.25,3.1294,11.751
2.0324,0.9384,-0.010443,1,0,0,0.061599,0.25037,-0.25,3.1296,11.753
2.0332,0.93839,-0.010394,1,0,0,0.061608,0.25038,-0.25,3.1298,11.755
2.0341,0.93838,-0.010344,1,0,0,0.061617,0.2504,-0.25,3.13,11.756
2.0349,0.93837,-0.010292,1,0,0,0.061625,0.25041,-0.25,3.1302,11.757
2.0357,0.93837,-0.01024,1,0,0,0.061634,0.25043,-0.25,3.1303,11.759
2.0366,0.93836,-0.010185,1,0,0,0.061643,0.25044,-0.25,3.1305,11.76
2.0375,0.93835,-0.010129,1,0,0,0.061651,0.25045,-0.25,3.1307,11.761
2.0383,0.93834,-0.010073,1,0,0,0.06166,0.25047,-0.25,3.1308,11.763
2.0392,0.93833,-0.010015,1,0,0,0.061669,0.25048,-0.25,3.131,11.764
2.04,0.93832,-0.0099557,1,0,0,0.061677,0.25049,-0.25,3.1312,11.765
2.0409,0.93831,-0.0098954,1,0,0,0.061686,0.2505,-0.25,3.1313,11.766
2.0418,0.93831,-0.0098342,1,0,0,0.061694,0.25051,-0.25,3.1314,11.767
2.0426,0.9383,-0.0097723,1,0,0,0.061703,0.25053,-0.25,3.1316,11.768
2.0435,0.93829,-0.0097087,1,0,0,0.061711,0.25054,-0.25,3.1317,11.769
2.0444,0.93828,-0.0096444,1,0,0,0.06172,0.25054,-0.25,3.1318,11.77
2.0453,0.93827,-0.0095793,1,0,0,0.061728,0.25055,-0.25,3.1319,11.771
2.0461,0.93826,-0.0095137,1,0,0,0.061737,0.25056,-0.25,3.132,11.772
2.047,0.93825,-0.0094462,1,0,0,0.061745,0.25057,-0.25,3.1321,11.772
2.0479,0.93825,-0.0093782,1,0,0,0.061754,0.25058,-0.25,3.1322,11.773
2.0488,0.93824,-0.0093096,1,0,0,0.061762,0.25059,-0.25,3.1323,11.774
2.0497,0.93823,-0.0092405,1,0,0,0.06177,0.25059,-0.25,3.1324,11.774
2.0506,0.93822,-0.0091696,1,0,0,0.061779,0.2506,-0.25,3.1325,11.775
2.0515,0.93821,-0.0090983,1,0,0,0.061787,0.2506,-0.25,3.1326,11.776
2.0524,0.9382,-0.0090267,1,0,0,0.061795,0.25061,-0.25,3.1326,11.776
2.0533,0.9382,-0.0089546,1,0,0,0.061803,0.25062,-0.25,3.1327,11.777
2.0543,0.93819,-0.0088809,1,0,0,0.061812,0.25062,-0.25,3.1328,11.777
2.0552,0.93818,-0.0088068,1,0,0,0.06182,0.25063,-0.25,3.1328,11.777
2.0561,0.93817,-0.0087325,1,0,0,0.061828,0.25063,-0.25,3.1329,11.778
2.057,0.93816,-0.0086579,1,0,0,0.061836,0.25063,-0.25,3.1329,11.778
2.058,0.93816,-0.0085817,1,0,0,0.061844,0.25064,-0.25,3.133,11.779
2.0589,0.93815,-0.0085054,1,0,0,0.061852,0.25064,-0.25,3.133,11.779
2.0599,0.93814,-0.0084289,1,0,0,0.06186,0.25064,-0.25,3.133,11.779
2.0608,0.93813,-0.0083523,1,0,0,0.061868,0.25065,-0.25,3.1331,11.779
2.0618,0.93812,-0.0082741,1,0,0,0.061876,0.25065,-0.25,3.1331,11.78
2.0627,0.93812,-0.0081958,1,0,0,0.061884,0.25065,-0.25,3.1331,11.78
2.0637,0.93811,-0.0081176,1,0,0,0.061892,0.25065,-0.25,3.1331,11.78
2.0647,0.9381,-0.0080393,1,0,0,0.061899,0.25065,-0.25,3.1332,11.78
2.0656,0.93809,-0.0079595,1,0,0,0.061907,0.25065,-0.25,3.1332,11.78
2.0666,0.93808,-0.0078798,1,0,0,0.061915,0.25065,-0.25,3.1332,11.78
2.0676,0.93808,-0.0078002,1,0,0,0.061923,0.25066,-0.25,3.1332,11.78
2.0686,0.93807,-0.0077207,1,0,0,0.06193,0.25066,-0.25,3.1332,11.78
2.0696,0.93806,-0.0076397,1,0,0,0.061938,0.25066,-0.25,3.1332,11.78
2.0706,0.93805,-0.0075589,1,0,0,0.061946,0.25066,-0.25,3.1332,11.78
2.0716,0.93805,-0.0074783,1,0,0,0.061953,0.25065,-0.25,3.1332,11.78
2.0726,0.93804,-0.007398,1,0,0,0.061961,0.25065,-0.25,3.1332,11.78
2.0736,0.93803,-0.0073162,1,0,0,0.061968,0.25065,-0.25,3.1332,11.78
2.0746,0.93802,-0.0072346,1,0,0,0.061976,0.25065,-0.25,3.1331,11.78
2.0756,0.93802,-0.0071534,1,0,0,0.061983,0.25065,-0.25,3.1331,11.78
2.0767,0.93801,-0.0070725,1,0,0,0.06199,0.25065,-0.25,3.1331,11.78
2.0777,0.938,-0.0069902,1,0,0,0.061998,0.25065,-0.25,3.1331,11.779
2.0788,0.938,-0.0069083,1,0,0,0.062005,0.25064,-0.25,3.1331,11.779
2.0798,0.93799,-0.0068268,1,0,0,0.062012,0.25064,-0.25,3.133,11.779
2.0808,0.93798,-0.0067457,1,0,0,0.062019,0.25064,-0.25,3.133,11.779
2.0819,0.93797,-0.0066633,1,0,0,0.062026,0.25064,-0.25,3.133,11.779
2.083,0.93797,-0.0065813,1,0,0,0.062033,0.25063,-0.25,3.1329,11.778
2.084,0.93796,-0.0064999,1,0,0,0.06204,0.25063,-0.25,3.1329,11.778
2.0851,0.93795,-0.0064189,1,0,0,0.062047,0.25063,-0.25,3.1328,11.778
2.0862,0.93795,-0.0063366,1,0,0,0.062054,0.25062,-0.25,3.1328,11.777
2.0873,0.93794,-0.0062549,1,0,0,0.062061,0.25062,-0.25,3.1328,11.777
2.0884,0.93793,-0.0061738,1,0,0,0.062068,0.25062,-0.25,3.1327,11.777
