time_s,iq_ref_a,id_a,iq_a,vd_v,vq_v,voltage_mag_norm,wm_rad_per_s
0,-0.3,0,0,0,-0.4569622,0.07332984,0
5e-05,-0.3,0,0,0,-0.8141466,0.1306481,0
0.0001,-0.3,1.765968e-05,-0.1484929,-2.689935e-05,-0.9451458,0.1516698,-0.7485306
0.00015,-0.3,0.0002302013,-0.2714416,-0.0003716701,-0.938256,0.1505642,-2.500047
0.0002,-0.3,0.0007904666,-0.3184375,-0.001499151,-0.9006737,0.1445335,-4.805762
0.00025,-0.3,0.001403988,-0.3160555,-0.003374812,-0.88235,0.1415939,-7.220757
0.0003,-0.3,0.0017277,-0.3010114,-0.005539502,-0.8861493,0.1422053,-9.553773
0.00035,-0.3,0.001770978,-0.2916619,-0.007662449,-0.8991863,0.1442999,-11.80083
0.0004,-0.3,0.00173628,-0.289896,-0.00971815,-0.9118036,0.1463276,-14.01487
0.00045,-0.3,0.001747406,-0.2915645,-0.01180234,-0.9212921,0.1478541,-16.23275
0.0005,0.3,0.001799085,-0.2932717,-0.01396154,-0.01481074,0.003266246,-18.46354
0.00055,0.3,0.001845101,-0.2939512,-0.01617365,0.6925824,0.1111707,-20.70217
0.0006,0.3,-0.004205244,0.0030196,-0.009154528,0.9474015,0.1520389,-21.44543
0.00065,0.3,-0.01030499,0.2490857,0.005143475,0.9261811,0.1486288,-20.18184
0.0007,0.3,-0.00993613,0.3432989,0.0168509,0.8432942,0.1353525,-17.80838
0.00075,0.3,-0.004480584,0.3387441,0.02037108,0.7986798,0.1282078,-15.21486
0.0008,0.3,0.0008510202,0.3087398,0.01758459,0.7982534,0.1281287,-12.78439
0.00085,0.3,0.003193745,0.2899736,0.01300289,0.8164324,0.1310315,-10.52595
0.0009,0.3,0.003043693,0.2863119,0.009428935,0.8339475,0.1338341,-8.334375
0.00095,0.3,0.00209132,0.2895531,0.00725573,0.8453078,0.1356536,-6.1359
0.001,-0.3,0.001445986,0.2929369,0.00574875,-0.06133246,0.00988531,-3.911996
0.00105,-0.3,0.001311548,0.2943055,0.004231914,-0.7693767,0.1234656,-1.672458
0.0011,-0.3,0.001973392,-0.002755128,0.001662241,-1.024481,0.1644011,-0.9268256
0.00115,-0.3,0.001795564,-0.2491165,-0.0004164402,-1.003126,0.160974,-2.189698
