speed_bandwidth_hz,wc_rad_s,Kp_speed_A_per_radps,Ki_speed_A_per_rad,Kaw_speed_1_per_s,closed_loop_tau_ms,initial_p_current_for_step_A
10,62.8318530717959,0.164373380256146,5.52750602221293,62.8318530717959,15.9154943091895,0.657493521024582
20,125.663706143592,0.340319361537227,22.1100240888517,125.663706143592,7.95774715459477,1.36127744614891
30,188.495559215388,0.516265342818308,49.7475541999163,188.495559215388,5.30516476972985,2.06506137127323
40,251.327412287183,0.69221132409939,88.4400963554068,251.327412287183,3.97887357729738,2.76884529639756
60,376.991118430775,1.04410328666155,198.990216799665,376.991118430775,2.65258238486492,4.17641314664621
80,502.654824574367,1.39599524922372,353.760385421627,502.654824574367,1.98943678864869,5.58398099689486
100,628.318530717959,1.74788721178588,552.750602221293,628.318530717959,1.59154943091895,6.99154884714351
150,942.477796076938,2.62761711819129,1243.68885499791,942.477796076938,1.06103295394597,10.5104684727651
