time_s,iq_ref_a,id_a,iq_a,vd_v,vq_v,voltage_mag_norm,wm_rad_per_s
0,-0.3,0,0,0,-0.3138477,0.0503639,0
5e-05,-0.3,0,0,0,-0.6236499,0.1000786,0
0.0001,-0.3,8.331226e-06,-0.1019868,-8.715785e-06,-0.8267577,0.1326718,-0.5141005
0.00015,-0.3,0.0001241848,-0.207384,-0.0001385205,-0.9209787,0.1477917,-1.822693
0.0002,-0.3,0.000511965,-0.2773965,-0.0006724426,-0.9433765,0.151386,-3.75621
0.00025,-0.3,0.001124555,-0.3094851,-0.001842002,-0.9331488,0.149745,-6.032167
0.0003,-0.3,0.001715735,-0.3158784,-0.003621768,-0.9166654,0.1471007,-8.423169
0.00035,-0.3,0.002082678,-0.3102061,-0.005777444,-0.9062023,0.1454235,-10.80208
0.0004,-0.3,0.002196509,-0.3018898,-0.008047257,-0.9043629,0.1451311,-13.12443
0.00045,-0.3,0.002155463,-0.2954586,-0.01027259,-0.9091395,0.1459011,-15.3929
0.0005,0.3,0.002078068,-0.2919904,-0.01241752,-0.2897622,0.04654152,-17.62729
0.00055,0.3,0.00203656,-0.2908659,-0.01452006,0.3203946,0.05146728,-19.84706
0.0006,0.3,-0.001964445,-0.08709574,-0.01243748,0.7173906,0.1151387,-21.03667
0.00065,0.3,-0.006997129,0.1230412,-0.00514386,0.8972977,0.1439939,-20.64106
0.0007,0.3,-0.00934248,0.2625112,0.004535504,0.9341307,0.149904,-19.00011
0.00075,0.3,-0.007920155,0.3264292,0.01269526,0.9059761,0.1453985,-16.67708
0.0008,0.3,-0.004240919,0.3391848,0.01702514,0.865339,0.1388899,-14.12486
0.00085,0.3,-0.0004572701,0.3278878,0.01744633,0.8366923,0.1342952,-11.59671
0.0009,0.3,0.002097152,0.3112806,0.01524621,0.8252671,0.1324552,-9.18143
0.00095,0.3,0.003178239,0.2983983,0.01194954,0.8270949,0.1327398,-6.873944
0.001,-0.3,0.003206611,0.2914174,0.008637775,0.2083568,0.03346424,-4.634883
0.00105,-0.3,0.002758566,0.2891266,0.005795117,-0.3999881,0.0641938,-2.425376
0.0011,-0.3,0.002764881,0.08546036,0.002939811,-0.7952967,0.1276241,-1.24843
0.00115,-0.3,0.002233873,-0.1241346,0.0006401087,-0.974082,0.1563133,-1.653627
0.0012,-0.3,0.001550993,-0.2630336,-0.0009523532,-1.010383,0.1621387,-3.299901
0.00125,-0.3,0.001367446,-0.3265055,-0.002362004,-0.9821557,0.1576094,-5.624588
0.0013,-0.3,0.001637485,-0.3389948,-0.004056634,-0.9417184,0.1511213,-8.17604
0.00135,-0.3,0.001964286,-0.3276109,-0.006089509,-0.9133588,0.1465722,-10.70234
0.0014,-0.3,0.002106335,-0.3110487,-0.008266581,-0.9021725,0.1447799,-13.11578
0.00145,-0.3,0.002077457,-0.2982711,-0.01041153,-0.9041302,0.1450976,-15.42206
0.0015,0.3,0.001999985,-0.2913933,-0.01247582,-0.2854156,0.04584507,-17.6607
0.00155,0.3,0.001967616,-0.2891706,-0.01450729,0.3229757,0.05188096,-19.87038
0.0016,0.3,-0.002013729,-0.08556974,-0.01237407,0.7183981,0.1153002,-21.04792
0.00165,0.3,-0.007015366,0.1239716,-0.005062041,0.8973525,0.1440026,-20.64369
0.0017,0.3,-0.009330925,0.2628902,0.004604988,0.9338015,0.1498512,-18.99842
0.00175,0.3,-0.007893194,0.3264654,0.0127367,0.9056141,0.1453405,-16.67423
0.0018,0.3,-0.004214317,0.3390769,0.0170391,0.8650903,0.1388501,-14.12246
0.00185,0.3,-0.000439845,0.3277621,0.01744242,0.8365738,0.1342762,-11.59522
0.0019,0.3,0.002104118,0.3111916,0.01523525,0.82524,0.1324508,-9.180717
0.00195,0.3,0.003178,0.2983543,0.01193893,0.8271126,0.1327426,-6.873682
0.002,-0.3,0.003203135,0.291406,0.008630795,0.2083858,0.03346885,-4.634792
0.00205,-0.3,0.002754938,0.2891316,0.005791887,-0.3999645,0.06419,-2.42529
0.0021,-0.3,0.002762428,0.08546995,0.002939098,-0.795283,0.1276219,-1.248282
0.00215,-0.3,0.002232712,-0.1241265,0.0006405779,-0.9740766,0.1563125,-1.653413
0.0022,-0.3,0.0015506,-0.263029,-0.0009514885,-1.010383,0.1621386,-3.299643
0.00225,-0.3,0.001367427,-0.3265038,-0.002361125,-0.9821568,0.1576096,-5.62431
0.0023,-0.3,0.001637623,-0.3389947,-0.0040559,-0.9417195,0.1511214,-8.175757
0.00235,-0.3,0.001964457,-0.3276117,-0.006088951,-0.9133592,0.1465722,-10.70206
0.0024,-0.3,0.002106577,-0.3110493,-0.008266275,-0.9021722,0.1447798,-13.11551
0.00245,-0.3,0.002077512,-0.2982715,-0.01041128,-0.9041295,0.1450975,-15.42179
0.0025,0.3,0.001999982,-0.2913936,-0.01247556,-0.2854146,0.04584491,-17.66043
0.00255,0.3,0.001967594,-0.2891706,-0.01450701,0.3229766,0.0518811,-19.87011
0.0026,0.3,-0.002013605,-0.08556964,-0.01237392,0.7183989,0.1153003,-21.04766
0.00265,0.3,-0.007015336,0.1239716,-0.00506192,0.8973534,0.1440028,-20.64342
0.0027,0.3,-0.009330831,0.2628901,0.004605011,0.9338025,0.1498514,-18.99815
0.00275,0.3,-0.007893123,0.3264653,0.01273665,0.9056152,0.1453407,-16.67396
0.0028,0.3,-0.004214242,0.339077,0.01703898,0.8650914,0.1388502,-14.12219
0.00285,0.3,-0.0004397631,0.327762,0.01744221,0.8365748,0.1342764,-11.59495
0.0029,0.3,0.002104275,0.3111916,0.01523487,0.825241,0.132451,-9.180451
0.00295,0.3,0.003178068,0.2983543,0.01193849,0.8271135,0.1327427,-6.873416
0.003,-0.3,0.003203221,0.2914061,0.008630265,0.2083867,0.03346898,-4.634526
0.00305,-0.3,0.002754763,0.2891316,0.00579154,-0.3999637,0.06418987,-2.425023
0.0031,-0.3,0.002762405,0.0854699,0.002938773,-0.7952821,0.1276217,-1.248015
0.00315,-0.3,0.002232578,-0.1241265,0.0006403918,-0.9740758,0.1563123,-1.653147
0.0032,-0.3,0.001550406,-0.2630291,-0.0009514736,-1.010382,0.1621385,-3.299377
0.00325,-0.3,0.001367286,-0.3265038,-0.002360965,-0.982156,0.1576094,-5.624044
0.0033,-0.3,0.001637571,-0.3389949,-0.004055686,-0.9417185,0.1511213,-8.175491
0.00335,-0.3,0.001964442,-0.3276117,-0.006088722,-0.9133582,0.1465721,-10.7018
0.0034,-0.3,0.00210651,-0.3110493,-0.008265977,-0.9021711,0.1447797,-13.11524
0.00345,-0.3,0.002077542,-0.2982715,-0.01041101,-0.9041284,0.1450973,-15.42153
0.0035,0.3,0.001999974,-0.2913935,-0.01247529,-0.2854136,0.04584474,-17.66017
0.00355,0.3,0.001967609,-0.2891707,-0.01450675,0.3229777,0.05188128,-19.86985
0.0036,0.3,-0.002013572,-0.08556967,-0.0123737,0.7184001,0.1153005,-21.04739
0.00365,0.3,-0.00701518,0.1239717,-0.005061861,0.8973544,0.1440029,-20.64315
0.0037,0.3,-0.009330675,0.2628902,0.00460491,0.9338035,0.1498515,-18.99788
0.00375,0.3,-0.007893071,0.3264654,0.01273649,0.9056161,0.1453408,-16.67369
0.0038,0.3,-0.004214101,0.3390769,0.01703868,0.8650923,0.1388504,-14.12193
0.00385,0.3,-0.0004398227,0.3277621,0.01744197,0.8365758,0.1342765,-11.59469
0.0039,0.3,0.002104156,0.3111916,0.01523476,0.8252419,0.1324511,-9.180183
0.00395,0.3,0.003178135,0.2983543,0.0119383,0.8271145,0.1327429,-6.873149
0.004,-0.3,0.003203169,0.2914061,0.008630136,0.2083876,0.03346913,-4.634258
0.00405,-0.3,0.002754763,0.2891317,0.005791412,-0.3999628,0.06418973,-2.424755
0.0041,-0.3,0.002762355,0.08546991,0.002938697,-0.7952812,0.1276216,-1.247747
0.00415,-0.3,0.002232414,-0.1241267,0.0006404868,-0.9740747,0.1563122,-1.652879
0.0042,-0.3,0.001550347,-0.2630291,-0.0009513185,-1.010381,0.1621383,-3.29911
0.00425,-0.3,0.001367226,-0.3265038,-0.002360749,-0.9821549,0.1576093,-5.623777
0.0043,-0.3,0.001637489,-0.3389947,-0.004055385,-0.9417176,0.1511211,-8.175224
0.00435,-0.3,0.001964346,-0.3276116,-0.006088321,-0.9133573,0.1465719,-10.70153
0.0044,-0.3,0.002106495,-0.3110493,-0.00826556,-0.9021704,0.1447796,-13.11497
0.00445,-0.3,0.002077587,-0.2982716,-0.01041064,-0.9041277,0.1450972,-15.42126
0.0045,0.3,0.001999982,-0.2913936,-0.01247492,-0.2854127,0.0458446,-17.6599
0.00455,0.3,0.001967676,-0.2891707,-0.01450646,0.3229786,0.05188141,-19.86958
0.0046,0.3,-0.002013542,-0.08556969,-0.01237344,0.718401,0.1153007,-21.04712
0.00465,0.3,-0.007015031,0.1239716,-0.005061754,0.8973553,0.1440031,-20.64289
0.0047,0.3,-0.009330526,0.2628903,0.004604861,0.9338042,0.1498517,-18.99762
0.00475,0.3,-0.007892862,0.3264654,0.01273623,0.9056168,0.1453409,-16.67343
0.0048,0.3,-0.004213989,0.3390769,0.0170383,0.865093,0.1388505,-14.12166
0.00485,0.3,-0.0004397184,0.3277619,0.01744149,0.8365766,0.1342767,-11.59442
0.0049,0.3,0.002104163,0.3111916,0.01523427,0.8252428,0.1324513,-9.179916
0.00495,0.3,0.003177926,0.2983542,0.01193803,0.8271154,0.1327431,-6.872883
0.005,-0.3,0.003203079,0.291406,0.008629953,0.2083886,0.03346929,-4.633993
0.00505,-0.3,0.002754748,0.2891316,0.005791243,-0.3999617,0.06418955,-2.42449
0.0051,-0.3,0.00276221,0.08546993,0.00293868,-0.7952801,0.1276214,-1.247482
0.00515,-0.3,0.002232339,-0.1241266,0.0006405464,-0.9740738,0.156312,-1.652614
0.0052,-0.3,0.001550257,-0.263029,-0.0009511666,-1.01038,0.1621382,-3.298844
0.00525,-0.3,0.001367182,-0.3265037,-0.002360551,-0.9821542,0.1576091,-5.62351
0.0053,-0.3,0.001637459,-0.3389948,-0.004055157,-0.9417168,0.151121,-8.174957
0.00535,-0.3,0.00196439,-0.3276117,-0.00608814,-0.9133565,0.1465718,-10.70126
0.0054,-0.3,0.002106562,-0.3110493,-0.00826545,-0.9021695,0.1447794,-13.1147
0.00545,-0.3,0.00207752,-0.2982716,-0.01041046,-0.9041267,0.145097,-15.42099
0.0055,-0.3,0.002000004,-0.2913935,-0.01247477,-0.9131071,0.1465422,-17.65963
0.00555,0.3,0.001967564,-0.2891706,-0.01450618,-0.296625,0.04765703,-19.86931
0.0056,0.3,0.002002627,-0.2895049,-0.01657471,0.312146,0.0501614,-22.07494
0.00565,0.3,-0.002384864,-0.08677693,-0.01405276,0.7088268,0.1137695,-23.25941
0.0057,0.3,-0.007868893,0.1228378,-0.00585281,0.8889511,0.1426552,-22.86397
0.00575,0.3,-0.01039481,0.2621764,0.004915704,0.9261316,0.1486207,-21.22519
