time_s,iq_ref_a,id_a,iq_a,vd_v,vq_v,voltage_mag_norm,wm_rad_per_s
0,-0.3,0,0,0,-0.2854397,0.0458052,0
5e-05,-0.3,0,0,0,-0.4104092,0.06585937,0
0.0001,-0.3,4.903352e-06,-0.2461372,-4.66537e-06,-0.3011877,0.04833232,-0.6660126
0.00015,-0.3,5.66987e-05,-0.3838295,-5.598943e-05,-0.1926156,0.0309095,-2.138812
0.0002,-0.3,0.0001254183,-0.303118,-0.0001449924,-0.2344894,0.03762909,-3.63612
0.00025,-0.3,0.0001014572,-0.1945791,-0.0001744392,-0.3364615,0.0539928,-4.697354
0.0003,-0.3,8.574284e-05,-0.2134601,-0.000201751,-0.3624115,0.05815707,-5.618204
0.00035,-0.3,0.000198808,-0.3011009,-0.0003450461,-0.3150739,0.0505607,-6.809505
0.0004,-0.3,0.0003001572,-0.3312975,-0.0005242928,-0.2858843,0.04587663,-8.237123
0.00045,-0.3,0.0002178099,-0.2901474,-0.0005709772,-0.3119998,0.05006745,-9.606662
0.0005,0.3,7.484248e-05,-0.2555697,-0.0005256807,0.2218759,0.03560506,-10.81005
0.00055,0.3,0.000119251,-0.2700283,-0.0005991107,0.4670637,0.07495092,-11.99156
0.0006,0.3,-0.0008438922,0.1919751,0.000267611,0.2649373,0.04251517,-11.94845
0.00065,0.3,-0.001614934,0.4631703,0.001352766,0.05190384,0.008331965,-10.35652
0.0007,0.3,-0.0005387592,0.3193023,0.001001549,0.1208183,0.01938867,-8.67545
0.00075,0.3,0.0009701478,0.1119528,-0.000209696,0.3100635,0.04975665,-7.809242
0.0008,0.3,0.0008149537,0.1419203,-0.0004661639,0.3598844,0.05775157,-7.22773
0.00085,0.3,-0.0004718497,0.3072621,0.0004187038,0.2684179,0.04307372,-6.14596
0.0009,0.3,-0.0008741706,0.3684416,0.0009980544,0.2071825,0.03324747,-4.606967
0.00095,0.3,4.240312e-06,0.2929253,0.0005264258,0.2505233,0.04020218,-3.164385
0.001,-0.3,0.0007349243,0.2260421,-0.0001705613,-0.2537719,0.0407234,-2.035998
0.00105,-0.3,0.0004588617,0.2513883,-0.0002140411,-0.4970188,0.07975782,-0.9570158
0.0011,-0.3,-3.789039e-05,-0.1833926,6.74556e-05,-0.3130289,0.05023251,-1.009776
0.00115,-0.3,-8.413149e-05,-0.4493567,0.0001272362,-0.1085478,0.01741895,-2.549195
0.0012,-0.3,0.0002012956,-0.3206039,-0.0001092915,-0.1688349,0.02709335,-4.209414
0.00125,-0.3,0.0002334251,-0.122649,-0.0002237143,-0.3485993,0.05594059,-5.106862
0.0013,-0.3,8.875411e-05,-0.1463024,-0.0001833017,-0.3999722,0.06418452,-5.7191
0.00135,-0.3,0.0001699072,-0.302561,-0.0002974879,-0.3153226,0.05060061,-6.79588
0.0014,-0.3,0.0003571231,-0.363916,-0.0005463948,-0.2558786,0.04106156,-8.314333
0.00145,-0.3,0.0002758149,-0.2943611,-0.000617798,-0.2954325,0.04740889,-9.752817
0.0015,0.3,2.14125e-05,-0.2298076,-0.0004906377,0.2116774,0.03396849,-10.89393
0.00155,0.3,4.084222e-05,-0.2521529,-0.0005180441,0.4536376,0.07279638,-11.98162
0.0016,0.3,-0.0008074744,0.1854689,0.0002720864,0.2672632,0.0428884,-11.92459
0.00165,0.3,-0.001510195,0.4506783,0.001277066,0.06263527,0.01005332,-10.37793
0.0017,0.3,-0.0005241935,0.3197518,0.0009680146,0.12444,0.01996979,-8.717686
0.00175,0.3,0.0008893798,0.1213905,-0.0001585908,0.3049461,0.04893544,-7.825147
0.0018,0.3,0.0007689237,0.1463141,-0.0004144657,0.3556345,0.05706958,-7.215096
0.00185,0.3,-0.0004275516,0.3033814,0.0004036324,0.2702106,0.04336141,-6.136076
0.0019,0.3,-0.0008185785,0.3642448,0.0009537842,0.2108927,0.03384281,-4.615285
0.00195,0.3,-2.807472e-06,0.293952,0.0005185975,0.2510117,0.04028054,-3.177329
0.002,-0.3,0.0006933603,0.2294129,-0.0001426127,-0.2559415,0.04107156,-2.038009
0.00205,-0.3,0.0004457776,0.2522525,-0.0001958759,-0.4982075,0.07994858,-0.9507423
0.0021,-0.3,-1.516147e-05,-0.1851702,5.699624e-05,-0.3120641,0.05007769,-1.006788
0.00215,-0.3,-6.558653e-05,-0.4506214,0.0001112897,-0.1073306,0.01722361,-2.552764
0.0022,-0.3,0.0001944974,-0.3199252,-0.0001088501,-0.1689398,0.02711019,-4.213378
0.00225,-0.3,0.000217923,-0.1214994,-0.0002121596,-0.349435,0.0560747,-5.106519
0.0023,-0.3,8.714432e-05,-0.1462449,-0.0001785074,-0.4002477,0.06422873,-5.716574
0.00235,-0.3,0.0001805844,-0.3032817,-0.0003037136,-0.3148816,0.05052984,-6.795202
0.0024,-0.3,0.0003630733,-0.3642489,-0.0005525707,-0.2555063,0.04100182,-8.315827
0.00245,-0.3,0.0002706423,-0.2940195,-0.0006158695,-0.2955634,0.04742988,-9.753974
0.0025,0.3,1.473492e-05,-0.2294389,-0.0004851226,0.2113785,0.03392052,-10.89348
0.00255,0.3,4.202127e-05,-0.2522191,-0.0005172227,0.4535989,0.07279017,-11.98071
0.0026,0.3,-0.0008020601,0.1851999,0.000268387,0.267445,0.04291758,-11.92452
0.00265,0.3,-0.001509034,0.45061,0.001275159,0.06273828,0.01006984,-10.37852
0.0027,0.3,-0.0005276231,0.3199015,0.000969991,0.124364,0.0199576,-8.717991
0.00275,0.3,0.0008869437,0.1214998,-0.000156131,0.3048461,0.0489194,-7.824893
0.0028,0.3,0.0007704506,0.1462619,-0.0004147617,0.3556428,0.05707091,-7.214791
0.00285,0.3,-0.0004251963,0.3032876,0.0004019121,0.2702802,0.04337257,-6.136116
0.0029,0.3,-0.0008181678,0.3642398,0.0009529329,0.2109167,0.03384667,-4.615505
0.00295,0.3,-4.63333e-06,0.294012,0.0005197032,0.2509761,0.04027482,-3.177394
0.003,-0.3,0.0006920816,0.2294415,-0.000141267,-0.2559723,0.04107651,-2.037891
0.00305,-0.3,0.0004467806,0.2522251,-0.0001961686,-0.498197,0.07994688,-0.9506482
0.0031,-0.3,-1.372583e-05,-0.1852004,5.587416e-05,-0.3120395,0.05007374,-1.006824
0.00315,-0.3,-6.566383e-05,-0.4506161,0.0001110091,-0.1073271,0.01722306,-2.55284
0.0032,-0.3,0.0001934478,-0.3199032,-0.0001081734,-0.1689546,0.02711255,-4.213384
0.00325,-0.3,0.0002176622,-0.1214935,-0.0002117962,-0.3494435,0.05607606,-5.10647
0.0033,-0.3,8.768728e-05,-0.1462569,-0.0001788001,-0.4002416,0.06422775,-5.716547
0.00335,-0.3,0.0001807977,-0.3032905,-0.0003039188,-0.3148735,0.05052855,-6.79522
0.0034,-0.3,0.0003628526,-0.3642448,-0.0005524518,-0.255507,0.04100192,-8.31585
0.00345,-0.3,0.0002703872,-0.2940121,-0.0006156259,-0.2955688,0.04743075,-9.753969
0.0035,0.3,1.482759e-05,-0.2294384,-0.0004851037,0.2113765,0.03392019,-10.89346
0.00355,0.3,4.227646e-05,-0.2522239,-0.000517397,0.4536017,0.07279062,-11.9807
0.0036,0.3,-0.000801912,0.1851976,0.0002682083,0.2674475,0.04291798,-11.92453
0.00365,0.3,-0.001508988,0.450612,0.001275016,0.06273761,0.01006974,-10.37853
0.0037,0.3,-0.0005275887,0.3199039,0.0009698397,0.1243622,0.01995731,-8.717987
0.00375,0.3,0.0008872529,0.1214993,-0.0001565581,0.304846,0.04891938,-7.824886
0.0038,0.3,0.0007703165,0.1462602,-0.0004148957,0.355644,0.05707111,-7.21479
0.00385,0.3,-0.0004255818,0.3032873,0.0004020732,0.2702808,0.04337267,-6.136119
0.0039,0.3,-0.000818463,0.3642408,0.0009531687,0.2109163,0.03384661,-4.615505
0.00395,0.3,-4.394911e-06,0.2940128,0.0005195541,0.2509754,0.04027472,-3.177391
0.004,-0.3,0.0006924048,0.2294413,-0.000141596,-0.2559724,0.04107651,-2.037888
0.00405,-0.3,0.0004465291,0.2522244,-0.0001960855,-0.4981965,0.07994681,-0.9506465
0.0041,-0.3,-1.406297e-05,-0.1852006,5.614345e-05,-0.3120391,0.05007368,-1.006824
0.00415,-0.3,-6.559119e-05,-0.4506156,0.0001110289,-0.1073274,0.0172231,-2.552838
0.0042,-0.3,0.0001937933,-0.3199027,-0.0001084435,-0.168955,0.02711262,-4.213381
0.00425,-0.3,0.0002176124,-0.1214937,-0.000211834,-0.3494436,0.05607607,-5.106466
0.0043,-0.3,8.757366e-05,-0.1462573,-0.0001787564,-0.4002414,0.06422772,-5.716545
0.00435,-0.3,0.0001806635,-0.3032908,-0.0003038084,-0.3148733,0.05052851,-6.795219
0.0044,-0.3,0.000362657,-0.3642449,-0.000552227,-0.2555068,0.04100189,-8.315849
