time_s,joint_pos_rad,joint_vel_rad_s,pos_error_rad,iq_cmd_a,iq_ref_a,iq_actual_a,motor_output_torque_nm,friction_torque_nm,net_torque_nm
0,4.06459407400154e-07,0.00812918814800309,0.05,0.6,0.6,0.225462939810858,0.213834901497705,-0.0020638267429,0.215898728240605
5e-05,1.44914887085523e-06,0.0208537892691016,0.0499995935405926,0.599182203672311,0.599182203672311,0.36589601296778,0.347025271457053,0.00907944594568329,0.33794582551137
0.0001,3.26222424926824e-06,0.0362615075682601,0.0499985508511291,0.59789723128664,0.59789723128664,0.453075474170898,0.429708534234655,0.0205032451806705,0.409205289053985
0.00015,5.93235316698875e-06,0.0534025783544103,0.0499967377757507,0.596334702552183,0.596334702552183,0.506908218814031,0.480764905883904,0.0255244420103867,0.455240463873517
0.0002,9.51572668605541e-06,0.0716674703813331,0.049994067646833,0.594588553926555,0.594588553926555,0.539855995677482,0.512013432254025,0.0269260055306948,0.48508742672333
0.00025,1.40470042476485e-05,0.0906255512318627,0.0499904842733139,0.592719064241634,0.592719064241634,0.559720433753977,0.530853380686161,0.0273559254676646,0.503497455218497
0.0003,1.95465555139398e-05,0.109991025325826,0.0499859529957524,0.590768880825842,0.590768880825842,0.571387557342951,0.541918783388276,0.0276015905096669,0.514317192878609
0.00035,2.60256300258765e-05,0.129581490238734,0.0499804534444861,0.58876633880125,0.58876633880125,0.577918009272815,0.548112433423752,0.0278198306036307,0.520292602820121
0.0004,3.34897335846761e-05,0.149282071175991,0.0499739743699741,0.586729543415816,0.586729543415816,0.58122913325969,0.551252789316273,0.0280356743329265,0.523217114983346
0.00045,4.19407675065882e-05,0.169020678438242,0.0499665102664153,0.584669916079385,0.584669916079385,0.582522081609322,0.552479055075147,0.0282520194138304,0.524227035661316
0.0005,5.13783725800889e-05,0.188752101470014,0.0499580592324934,0.582594642946097,0.582594642946097,0.582549348096498,0.552504915318983,0.028468681764286,0.524036233554697
0.00055,6.18007715942356e-05,0.208447980282934,0.0499486216274199,0.580508249382037,0.580508249382037,0.581782361235487,0.551777485081394,0.0286852512849691,0.523092233796424
0.0006,7.320529726737e-05,0.228090513462688,0.0499381992284058,0.578413592712576,0.578413592712576,0.580516473810958,0.550576884605951,0.0289014287395823,0.521675455866369
0.00065,8.55887230241275e-05,0.247668515135151,0.0499267947027326,0.576312485086523,0.576312485086523,0.578936734383053,0.549078618747973,0.029117020415994,0.519961598331979
0.0007,9.89474702554051e-05,0.26717494462555,0.0499144112769759,0.574206083810195,0.574206083810195,0.577159090407429,0.547392655082528,0.0293319037728397,0.518060751309688
0.00075,0.000113277738198551,0.286605358862919,0.0499010525297446,0.57209513589438,0.57209513589438,0.575256200288128,0.54558790472505,0.0295460015656911,0.516041903159359
0.0008,0.000128575585342009,0.305956942869151,0.0498867222618014,0.569980131255325,0.569980131255325,0.573273603563494,0.543707558555176,0.0297592650330049,0.513948293522171
0.00085,0.000144836980461878,0.325227902397384,0.049871424414658,0.567861398688981,0.567861398688981,0.571239850860383,0.541778694728131,0.0299716632789063,0.511807031449225
0.0009,0.000162057834633999,0.344417083442415,0.0498551630195381,0.565739165994719,0.565739165994719,0.569172849892407,0.539818297384099,0.0301831766102711,0.509635120773828
0.00095,0.000180234021327856,0.363523733877146,0.049837942165366,0.563613597640151,0.563613597640151,0.567083840965834,0.537837027121162,0.0303937923610337,0.507443234760129
0.001,0.000199361389034113,0.382547354125136,0.0498197659786721,0.561484818356351,0.561484818356351,0.564979887469831,0.535841583040859,0.0306035022760333,0.505238080764825
0.00105,0.000219435769214641,0.401487603610573,0.0498006386109659,0.559352927919077,0.559352927919077,0.562865436065648,0.53383618247208,0.0308123008720414,0.503023881600039
0.0011,0.000240452981322167,0.420344242150513,0.0497805642307854,0.557218010408367,0.557218010408367,0.560743294080558,0.531823487956846,0.0310201844109813,0.500803303545865
0.00115,0.000262408835984017,0.439117093236992,0.0497595470186778,0.555080140009083,0.555080140009083,0.558615241804631,0.529805187968446,0.0312271502566639,0.498578037711782
0.0012,0.000285299137035628,0.457806021032237,0.049737591164016,0.552939384644493,0.552939384644493,0.556482416069178,0.52778236070719,0.0314331964717812,0.496349164235409
0.00125,0.000309119682833356,0.47641091595455,0.0497147008629644,0.550795808252349,0.550795808252349,0.554345550542622,0.525755702003244,0.0316383215654108,0.494117380437833
0.0013,0.000333866267115651,0.494931685645911,0.0496908803171666,0.548649472210545,0.548649472210545,0.552205126265717,0.523725668088139,0.0318425243348109,0.491883143753328
0.00135,0.0003595346795812,0.513368249310975,0.0496661337328844,0.546500436230021,0.546500436230021,0.550061465955454,0.521692565035042,0.0320458037662826,0.48964676126876
0.0014,0.000386120706289606,0.531720534168112,0.0496404653204188,0.544348758913928,0.544348758913928,0.547914793082353,0.519656604789192,0.0322481589730359,0.487408445816156
0.00145,0.000413620129950784,0.549988473223558,0.0496138792937104,0.542194498107714,0.542194498107714,0.545765268879741,0.517617940268459,0.0324495891562375,0.485168351112222
0.0015,0.000442028730144504,0.568172003874414,0.0495863798700492,0.540037711118235,0.540037711118235,0.543613015528331,0.515576687352203,0.0326500935805803,0.482926593771622
0.00155,0.000471342283496049,0.586271067030893,0.0495579712698555,0.537878454850825,0.537878454850825,0.541458130680207,0.513532938656191,0.03284967155895,0.480683267097241
0.0016,0.000501556563824241,0.604285606563847,0.049528657716504,0.535716785894958,0.535716785894958,0.539300696557291,0.511486772161827,0.0330483224427918,0.478438449719035
0.00165,0.000532667342272044,0.622215568956055,0.0494984434361758,0.533552760577724,0.533552760577724,0.537140785650961,0.509438256621818,0.0332460456160459,0.476192211005772
0.0017,0.000564670387426102,0.640060903081157,0.049467332657728,0.53138643499713,0.53138643499713,0.534978464292436,0.507387454946409,0.0334428404913203,0.473944614455089
0.00175,0.00059756146542923,0.657821560062552,0.0494353296125739,0.529217865042771,0.529217865042771,0.532813794889266,0.505334426324543,0.0336387065074646,0.471695719817078
0.0018,0.000631336340088348,0.675497493182375,0.0494024385345708,0.527047106408594,0.527047106408594,0.530646837326223,0.503279227552488,0.0338336431280212,0.469445584424467
0.00185,0.000665990772979441,0.693088657821848,0.0493686636599117,0.524874214600702,0.524874214600702,0.528477649842699,0.501221913865996,0.0340276498402263,0.46719426402577
0.0019,0.000701520523550505,0.710595011421276,0.0493340092270206,0.522699244942062,0.522699244942062,0.526306289582174,0.499162539461427,0.0342207261543552,0.464941813307072
0.00195,0.000737921349223122,0.728016513452347,0.0492984794764495,0.520522252575266,0.520522252575266,0.524132812936253,0.497101157822042,0.0344128716032829,0.462688286218759
