time_s,iq_ref_a,id_a,iq_a,vd_v,vq_v,voltage_mag_norm,wm_rad_per_s
0,-0.3,0,0,0,-0.2167306,0.03477929,0
5e-05,-0.3,0,0,0,-0.3624353,0.05816087,0
0.0001,-0.3,1.403065e-05,-0.1868889,-1.013623e-05,-0.3731248,0.05987625,-0.5056949
0.00015,-0.3,0.0001935906,-0.3352563,-0.0001466711,-0.320875,0.05149161,-1.742542
0.0002,-0.3,0.0006233585,-0.3600308,-0.0005511742,-0.2858537,0.04587173,-3.308161
0.00025,-0.3,0.0009398948,-0.3135306,-0.001082605,-0.2902912,0.04658407,-4.791662
0.0003,-0.3,0.0009094909,-0.2728918,-0.001517131,-0.3130785,0.05024106,-6.083169
0.00035,-0.3,0.000790265,-0.2676109,-0.001872721,-0.3300596,0.05296632,-7.288695
0.0004,-0.3,0.0008551977,-0.2829924,-0.002303449,-0.3346783,0.05370792,-8.526525
0.00045,-0.3,0.001035943,-0.2959494,-0.00284938,-0.333578,0.05353203,-9.82655
0.0005,0.3,0.001116034,-0.2977477,-0.003410379,0.099215,0.01593068,-11.1543
0.00055,0.3,0.001038145,-0.2930876,-0.003896147,0.3861638,0.06197181,-12.47261
0.0006,0.3,-0.0036259,0.08460684,-0.001030886,0.4013562,0.06440681,-12.76068
0.00065,0.3,-0.008147772,0.381837,0.003996911,0.2912393,0.04674028,-11.57819
0.0007,0.3,-0.006335937,0.4299855,0.006645204,0.2167083,0.03479206,-9.741096
0.00075,0.3,-0.0001979582,0.3358669,0.005288165,0.2215713,0.03556621,-8.073767
0.0008,0.3,0.003974152,0.2544616,0.00237023,0.2629615,0.04219979,-6.792746
0.00085,0.3,0.003661196,0.2442804,0.0006661452,0.2924339,0.0469277,-5.682869
0.0009,0.3,0.00114293,0.2753321,0.0007072514,0.2970631,0.04767058,-4.506924
0.00095,0.3,-0.0005004909,0.3012661,0.001339416,0.2903082,0.04658697,-3.206025
0.001,-0.3,-0.0003504306,0.3047519,0.001474086,-0.1462862,0.02347609,-1.849946
0.00105,-0.3,0.0006028544,0.2953478,0.0009555976,-0.4332096,0.06951836,-0.5131642
