time_s,joint_pos_rad,joint_vel_rad_s,pos_error_rad,iq_cmd_a,iq_ref_a,iq_actual_a,motor_output_torque_nm,friction_torque_nm,net_torque_nm
0,1.34579866207077e-06,0.0269159732414155,0.2,2.4,2,0.751543132702861,0.712783004992351,-0.0020638267429,0.714846831735251
5e-05,4.82736452921075e-06,0.0696313173427995,0.199998654201338,2.39729225309191,2,1.22067772524931,1.15772242373005,0.0232686135898477,1.1344538101402
0.0001,1.09599549619209e-05,0.122651808654204,0.199995172635471,2.39297893989137,2,1.51352487712493,1.43546626015718,0.0273235973949575,1.40814266276223
0.00015,2.0068776520871e-05,0.182176431179002,0.199989040045038,2.38760329967504,2,1.6963283960387,1.60884186012564,0.027959480713252,1.58088237941239
0.0002,3.23563491882856e-05,0.245751453348291,0.199979931223479,2.38154153156385,2,1.81043955031569,1.71706783932683,0.0286130779999583,1.68845476132687
0.00025,4.79485461243823e-05,0.311843938721935,0.199967643650812,2.37503657847491,2,1.88167097741184,1.78462557280367,0.0293108625720387,1.75531471023163
0.0003,6.69233952744977e-05,0.379496983002308,0.199952051453876,2.36824022357431,2,1.92613565957463,1.82679703095277,0.0300362775033687,1.7967607534494
0.00035,8.93290584651086e-05,0.448113263812217,0.199933076604726,2.36124722095648,2,1.95389177847379,1.85312165421786,0.0307788207457853,1.82234283347207
0.0004,0.000115195054467506,0.517319920047952,0.199910670941535,2.3541167249172,2,1.97121793709837,1.86955423256501,0.0315319362364037,1.83802229632861
0.00045,0.000144539264753163,0.586884205713132,0.199884804945533,2.34688566734159,2,1.98203341795774,1.87981191520746,0.0322915315430836,1.84752038366438
0.0005,0.000177372306685337,0.656660838643492,0.199855460735247,2.33957710825165,2,1.98878474863374,1.88621505237622,0.0330550521027798,1.85316000027344
0.00055,0.000213700263389529,0.726559134083827,0.199822627693315,2.33220544845543,2,1.99299912120667,1.89021207266152,0.0338209033340442,1.85639116932747
0.0006,0.000253526387816139,0.796522488532211,0.19978629973661,2.32477968343094,2,1.99562985239667,1.89270712637347,0.0345880899032168,1.85811903647025
0.00065,0.00029685216646475,0.866515572972209,0.199746473612184,2.31730543449299,2,1.99727202960676,1.89426460984395,0.0353559905441256,1.85890861929982
0.0007,0.000343677983390964,0.936516338524281,0.199703147833535,2.3097862167052,2,1.99829712331439,1.89523683531116,0.03612421749414,1.85911261781702
0.00075,0.000394003534698268,1.00651102614608,0.199656322016609,2.30222423034688,2,1.99893701595384,1.89584372609171,0.036892528750159,1.85895119734155
0.0008,0.000447828087275543,1.07649105154549,0.199605996465302,2.29462085496901,2,1.99933645513388,1.89622256457305,0.0376607732963042,1.85856179127674
0.00085,0.000505150640308281,1.14645106065477,0.199552171912724,2.28697695779814,2,1.99958579642756,1.89645904632486,0.0384288569134879,1.85803018941137
0.0009,0.000565970026098392,1.21638771580222,0.199494849359692,2.27929308625082,2,1.99974144235277,1.89660666495838,0.0391967208367741,1.8574099441216
0.00095,0.000630284972998694,1.28629893800604,0.199434029973902,2.2715695881066,2,1.99983860096486,1.89669881270676,0.0399643284326959,1.85673448427406
0.001,0.000698094144698322,1.35618343399256,0.199369715027001,2.26380668652341,2,1.9998992501331,1.89675633395139,0.040731656882858,1.85602467706853
0.00105,0.000769396164745706,1.42604040094768,0.199301905855302,2.25600452686436,2,1.9999371090684,1.89679224034783,0.0414986919926058,1.85529354835523
0.0011,0.000844189631856416,1.49586934221419,0.199230603835254,2.24816320592828,2,1.99996074169227,1.89681465414144,0.0422654249504481,1.85454922919099
0.00115,0.000922473129468661,1.5656699522449,0.199155810368144,2.2402827901963,2,1.99997549384806,1.89682864546872,0.0430318503051972,1.85379679516352
0.0012,0.00100424523170801,1.63544204478708,0.199077526870531,2.23236332722189,2,1.99998470256316,1.89683737925303,0.0437979647032418,1.85303941454978
0.00125,0.00108950450711067,1.7051855080531,0.198995754768292,2.2244048527408,2,1.99999045090496,1.89684283112953,0.0445637661003176,1.85227906502921
0.0013,0.00117824952094751,1.77490027673677,0.198910495492889,2.21640739510936,2,1.99999403918336,1.89684623434585,0.0453292532694711,1.85151698107638
0.00135,0.00127047883667476,1.84458631454505,0.198821750479053,2.20837097807495,2,1.99999627908877,1.89684835873025,0.0460944254939175,1.85075393323633
0.0014,0.00136619101683946,1.9142436032939,0.198729521163325,2.2002956225054,2,1.99999767730141,1.8968496848314,0.0468592823753132,1.84999040245608
0.00145,0.00146538462364454,1.98387213610158,0.198633808983161,2.19218134746854,2,1.9999985501055,1.89685051262144,0.0476238237140747,1.84922668890736
0.0015,0.00156805821930152,2.05347191313971,0.198534615376355,2.18402817090611,2,1.99999909493463,1.89685102935152,0.0483880494346696,1.84846297991685
0.00155,0.00167421036625057,2.123042938981,0.198431941780698,2.17583611005441,2,1.99999943503246,1.89685135190913,0.0491519595389817,1.84769939237014
0.0016,0.00178383962729775,2.19258522094356,0.198325789633749,2.16760518170689,2,1.9999996473312,1.89685155325876,0.0499155540771998,1.84693599918156
0.00165,0.00189694456570062,2.26209876805745,0.198216160372702,2.15933540237807,2,1.99999977985411,1.89685167894692,0.0506788331296459,1.84617284581728
0.0017,0.0020135237452216,2.33158359041952,0.198103055434299,2.15102678840585,2,1.99999986257867,1.89685175740505,0.0514417967954316,1.84540996060962
0.00175,0.00213357573016113,2.40103969879068,0.197986476254778,2.14267935601539,2,1.9999999142177,1.89685180638084,0.0522044451853773,1.84464736119546
0.0018,0.00225709908537836,2.47046710434455,0.197866424269839,2.134293121359,2,1.99999994645225,1.89685183695292,0.0529667784175924,1.84388505853533
0.00185,0.00238409237630388,2.53986581851052,0.197742900914622,2.125868100541,2,1.99999996657397,1.89685185603689,0.0537287966147156,1.84312305942217
0.0019,0.00251455416894767,2.6092358528758,0.197615907623696,2.1174043096333,2,1.99999997913452,1.89685186794964,0.0544904999021932,1.84236136804745
0.00195,0.00264848302990389,2.67857721912426,0.197485445831052,2.10890176468505,2,1.99999998697518,1.89685187538592,0.0552518884072035,1.84159998697872
0.002,0.0027858775263538,2.74788992899831,0.197351516970096,2.10036048172873,2,1.99999999186953,1.89685188002786,0.0560129622579859,1.84083891776987
0.00205,0.00292673622606755,2.81717399427503,0.197214122473646,2.09178047678392,2,1.99999999492473,1.89685188292548,0.0567737215834222,1.84007816134206
0.0021,0.00307105769740512,2.88642942675129,0.197073263773932,2.08316176585969,2,1.99999999683187,1.89685188473427,0.0575341665127745,1.83931771822149
0.00215,0.00321884050931684,2.95565623823452,0.196928942302595,2.07450436495601,2,1.99999999802237,1.89685188586336,0.0582942971755227,1.83855758868784
0.0022,0.00337008323134369,3.02485444053688,0.196781159490683,2.06580829006475,2,1.9999999987655,1.89685188656817,0.0590541137012621,1.83779777286691
0.00225,0.00352478443361727,3.09402404547165,0.196629916768656,2.05707355717019,2,1.99999999922939,1.89685188700814,0.0598136162196401,1.8370382707885
0.0023,0.00368294268685982,3.16316506485098,0.196475215566383,2.04830018224943,2,1.99999999951897,1.89685188728277,0.0605728048603163,1.83627908242246
0.00235,0.00384455656238404,3.23227751048445,0.19631705731314,2.03948818127258,2,1.99999999969972,1.89685188745421,0.061331679752938,1.83552020770127
