time_s,joint_speed_ref_rad_s,joint_speed_est_rad_s,joint_speed_ideal_rad_s,speed_est_error_rad_s,motor_speed_rad_s,iq_ref_a,iq_a,voltage_mag_norm
0,0,0,0,0,0,0,0,0
0.0001,0,0,0,0,0,0,0,0
0.0002,0,0,0,0,0,0,0,0
0.0003,0,0,0,0,0,0,0,0
0.0004,0,0,0,0,0,0,0,0
0.0005,0,0,0,0,0,0,0,0
0.0006,0,0,0,0,0,0,0,0
0.0007,0,0,0,0,0,0,0,0
0.0008,0,0,0,0,0,0,0,0
0.0009,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0
0.0011,0,0,0,0,0,0,0,0
0.0012,0,0,0,0,0,0,0,0
0.0013,0,0,0,0,0,0,0,0
0.0014,0,0,0,0,0,0,0,0
0.0015,0,0,0,0,0,0,0,0
0.0016,0,0,0,0,0,0,0,0
0.0017,0,0,0,0,0,0,0,0
0.0018,0,0,0,0,0,0,0,0
0.0019,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0
0.0021,0,0,0,0,0,0,0,0
0.0022,0,0,0,0,0,0,0,0
0.0023,0,0,0,0,0,0,0,0
0.0024,0,0,0,0,0,0,0,0
0.0025,0,0,0,0,0,0,0,0
0.0026,0,0,0,0,0,0,0,0
0.0027,0,0,0,0,0,0,0,0
0.0028,0,0,0,0,0,0,0,0
0.0029,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0
0.0031,0,0,0,0,0,0,0,0
0.0032,0,0,0,0,0,0,0,0
0.0033,0,0,0,0,0,0,0,0
0.0034,0,0,0,0,0,0,0,0
0.0035,0,0,0,0,0,0,0,0
0.0036,0,0,0,0,0,0,0,0
0.0037,0,0,0,0,0,0,0,0
0.0038,0,0,0,0,0,0,0,0
0.0039,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0
0.0041,0,0,0,0,0,0,0,0
0.0042,0,0,0,0,0,0,0,0
0.0043,0,0,0,0,0,0,0,0
0.0044,0,0,0,0,0,0,0,0
0.0045,0,0,0,0,0,0,0,0
0.0046,0,0,0,0,0,0,0,0
0.0047,0,0,0,0,0,0,0,0
0.0048,0,0,0,0,0,0,0,0
0.0049,0,0,0,0,0,0,0,0
0.005,4,0,0,0,0,0,0,0
0.0051,4,0,0,0,0,1.361277,0,0.3327408
0.0052,4,0,0.01594514,-0.01594514,2.923541,1.370121,0.6740909,0.6903064
0.0053,4,0.001746105,0.1025232,-0.1007771,18.79762,1.378965,1.452081,0.6614832
0.0054,4,0.008551892,0.204455,-0.1959031,37.48683,1.387215,1.384077,0.6533404
0.0055,4,0.02260357,0.3008786,-0.278275,55.16609,1.393739,1.34202,0.6738575
0.0056,4,0.04471979,0.3926411,-0.3479213,71.99075,1.397782,1.364227,0.6872062
0.0057,4,0.07504728,0.495113,-0.4200657,90.77896,1.39905,1.372185,0.6973761
0.0058,4,0.1133352,0.5928594,-0.4795242,108.7008,1.397474,1.37285,0.7070655
0.0059,4,0.1590776,0.685665,-0.5265874,125.7167,1.393122,1.372422,0.7155275
0.006,4,0.2116294,0.7880207,-0.5763913,144.4836,1.386148,1.36944,0.72264
0.0061,4,0.2702858,0.8850977,-0.614812,162.2827,1.376756,1.363634,0.728559
0.0062,4,0.3343278,0.9815851,-0.6472573,179.9736,1.36517,1.355375,0.7333708
0.0063,4,0.4030533,1.072555,-0.6695017,196.653,1.351622,1.344888,0.7371559
0.0064,4,0.4757936,1.172142,-0.696348,214.9122,1.336338,1.33238,0.7400064
0.0065,4,0.551924,1.265924,-0.714,232.1072,1.319536,1.318079,0.742011
0.0066,4,0.6308696,1.353947,-0.7230773,248.2462,1.301419,1.302202,0.7432543
0.0067,4,0.7121043,1.4499,-0.7377959,265.8392,1.282176,1.284954,0.7438154
0.0068,4,0.795152,1.539901,-0.7447485,282.3408,1.26198,1.266526,0.7437678
0.0069,4,0.8795828,1.628469,-0.748886,298.5798,1.240987,1.247095,0.7431791
0.007,4,0.9650115,1.715541,-0.7505295,314.5444,1.219339,1.226819,0.742111
0.0071,4,1.051094,1.801063,-0.7499688,330.2249,1.197165,1.205846,0.7406198
0.0072,4,1.137525,1.884992,-0.7474668,345.6132,1.17458,1.184305,0.7387564
0.0073,4,1.224031,1.963218,-0.7391871,359.9561,1.151686,1.162314,0.7365668
0.0074,4,1.310374,2.047936,-0.7375621,375.4891,1.128575,1.13998,0.7340924
0.0075,4,1.396342,2.126907,-0.7305646,389.9683,1.105329,1.117395,0.7313713
0.0076,4,1.481749,2.200367,-0.7186184,403.4373,1.082019,1.094645,0.7284368
0.0077,4,1.566434,2.279775,-0.7133416,417.9968,1.05871,1.071804,0.725319
0.0078,4,1.650254,2.353663,-0.7034093,431.5442,1.035458,1.048938,0.7220454
0.0079,4,1.733088,2.425855,-0.6927673,444.7806,1.012313,1.026105,0.71864
0.008,4,1.814831,2.496357,-0.6815252,457.707,0.9893183,1.003356,0.7151248
0.0081,4,1.895393,2.561777,-0.6663843,469.7019,0.9665115,0.9807376,0.7115194
0.0082,4,1.974698,2.632328,-0.6576302,482.6373,0.9439264,0.9582883,0.707841
0.0083,4,2.05268,2.697824,-0.6451445,494.6461,0.9215907,0.9360427,0.7041053
0.0084,4,2.129287,2.761684,-0.6323967,506.3547,0.8995298,0.9140306,0.7003258
0.0085,4,2.204476,2.823925,-0.6194494,517.7667,0.8777643,0.8922776,0.6965151
0.0086,4,2.278211,2.884569,-0.6063581,528.8857,0.8563123,0.870806,0.6926842
0.0087,4,2.350466,2.943638,-0.5931721,539.716,0.8351887,0.8496345,0.6888427
0.0088,4,2.421221,3.001155,-0.5799346,550.2618,0.8144059,0.8287792,0.6849992
0.0089,4,2.49046,3.057145,-0.5666845,560.5275,0.7939738,0.8082534,0.681161
0.009,4,2.558176,3.111633,-0.5534565,570.5179,0.7739009,0.7880671,0.6773351
0.0091,4,2.624364,3.164644,-0.5402801,580.2375,0.7541934,0.7682297,0.6735276
0.0092,4,2.689026,3.213663,-0.524637,589.2251,0.7348562,0.7487487,0.6697435
0.0093,4,2.752163,3.266346,-0.5141823,598.8845,0.7158922,0.7296288,0.6659872
0.0094,4,2.813785,3.315089,-0.5013044,607.8217,0.6973038,0.7108739,0.6622624
0.0095,4,2.873901,3.360129,-0.4862282,616.0797,0.6790918,0.6924862,0.6585732
0.0096,4,2.932523,3.4085,-0.4759777,624.9485,0.661256,0.6744677,0.6549218
0.0097,4,2.989666,3.453222,-0.4635563,633.1483,0.6437956,0.6568182,0.6513113
0.0098,4,3.045347,3.494517,-0.4491696,640.7197,0.6267089,0.6395376,0.6477435
0.0099,4,3.099585,3.538836,-0.4392519,648.8457,0.6099933,0.6226242,0.6442202
0.01,4,3.152398,3.579784,-0.4273853,656.3533,0.593646,0.6060758,0.640743
0.0101,4,3.203808,3.619527,-0.4157188,663.6403,0.5776633,0.5898899,0.6373131
0.0102,4,3.253838,3.658093,-0.4042556,670.7114,0.5620415,0.5740631,0.6339315
0.0103,4,3.302508,3.695509,-0.3930008,677.5716,0.546776,0.5585923,0.6305989
0.0104,4,3.349843,3.731801,-0.3819575,684.2256,0.5318623,0.5434725,0.6273159
0.0105,4,3.395866,3.766994,-0.3711278,690.6783,0.5172954,0.5286998,0.624083
0.0106,4,3.440601,3.801114,-0.3605134,696.9343,0.5030704,0.5142698,0.6209003
0.0107,4,3.484072,3.834187,-0.3501151,702.9982,0.4891821,0.5001765,0.6177682
0.0108,4,3.526305,3.866237,-0.339932,708.8746,0.4756247,0.4864162,0.6146865
0.0109,4,3.567326,3.895759,-0.3284335,714.2875,0.4623927,0.4729827,0.6116552
0.011,4,3.607157,3.927366,-0.3202095,720.0826,0.44948,0.4598708,0.6086739
0.0111,4,3.645824,3.956493,-0.3106689,725.423,0.4368812,0.4470745,0.6057425
0.0112,4,3.683353,3.983304,-0.2999508,730.3387,0.4245906,0.4345885,0.6028606
0.0113,4,3.719767,4.011987,-0.2922206,735.5979,0.4126019,0.422407,0.6000279
0.0114,4,3.75509,4.0384,-0.2833092,740.4406,0.4009098,0.4105244,0.5972438
0.0115,4,3.789349,4.062693,-0.273344,744.8948,0.389508,0.3989349,0.5945082
0.0116,4,3.822566,4.088664,-0.266098,749.6566,0.3783906,0.3876329,0.59182
0.0117,4,3.854765,4.112559,-0.2577939,754.0376,0.367552,0.3766122,0.5891789
0.0118,4,3.88597,4.134519,-0.2485492,758.064,0.3569864,0.3658673,0.5865843
0.0119,4,3.916204,4.157976,-0.2417717,762.3649,0.3466879,0.3553925,0.5840356
0.012,4,3.945489,4.179538,-0.2340488,766.3184,0.3366508,0.3451822,0.5815321
0.0121,4,3.97385,4.200363,-0.2265127,770.1365,0.3268697,0.3352306,0.5790733
0.0122,4,4.001307,4.220468,-0.2191606,773.8228,0.3173385,0.3255326,0.5766582
0.0123,4,4.027884,4.239872,-0.2119889,777.3806,0.308052,0.3160822,0.5742862
0.0124,4,4.0536,4.258595,-0.2049947,780.8133,0.2990048,0.3068739,0.5719568
0.0125,4,4.078478,4.276651,-0.1981735,784.124,0.2901914,0.2979026,0.569669
0.0126,4,4.102537,4.293204,-0.1906672,787.159,0.2816064,0.2891625,0.5674224
0.0127,4,4.125799,4.310839,-0.18504,790.3923,0.273245,0.280649,0.5652161
0.0128,4,4.148283,4.327003,-0.178721,793.3561,0.2651018,0.2723571,0.5630494
0.0129,4,4.170007,4.341805,-0.1717973,796.0698,0.2571721,0.2642811,0.5609217
0.013,4,4.190992,4.357553,-0.1665616,798.9575,0.2494509,0.2564165,0.5588325
0.0131,4,4.211255,4.371971,-0.1607156,801.6008,0.2419336,0.2487582,0.5567809
0.0132,4,4.230817,4.385155,-0.1543374,804.0181,0.2346153,0.2413022,0.5547662
0.0133,4,4.249695,4.399164,-0.1494694,806.5868,0.2274908,0.2340431,0.552788
0.0134,4,4.267906,4.41197,-0.1440639,808.9347,0.2205561,0.2269767,0.550845
0.0135,4,4.285467,4.423663,-0.138196,811.0786,0.2138065,0.2200977,0.5489371
0.0136,4,4.302395,4.436069,-0.1336737,813.3531,0.2072378,0.2134023,0.5470634
0.0137,4,4.318707,4.447389,-0.1286812,815.4287,0.2008457,0.2068859,0.5452233
0.0138,4,4.33442,4.458241,-0.1238208,817.4183,0.1946256,0.2005446,0.5434163
0.0139,4,4.349548,4.468636,-0.1190877,819.3244,0.1885737,0.1943738,0.5416415
0.014,4,4.364107,4.478589,-0.1144814,821.1492,0.1826858,0.18837,0.5398982
0.0141,4,4.37811,4.48811,-0.1099992,822.8948,0.1769583,0.1825283,0.5381861
0.0142,4,4.391576,4.497211,-0.1056352,824.5636,0.1713876,0.1768455,0.5365049
0.0143,4,4.404516,4.505478,-0.1009626,826.0794,0.1659691,0.1713182,0.5348533
0.0144,4,4.416944,4.514202,-0.09725761,827.6789,0.1606996,0.1659416,0.5332311
0.0145,4,4.428875,4.522113,-0.09323788,829.1295,0.1555756,0.1607129,0.5316378
0.0146,4,4.440324,4.52928,-0.08895588,830.4435,0.1505932,0.1556281,0.5300727
0.0147,4,4.451301,4.536822,-0.08552074,831.8263,0.1457487,0.1506837,0.5285351
0.0148,4,4.461821,4.54364,-0.08181953,833.0764,0.1410396,0.1458763,0.5270246
0.0149,4,4.471895,4.549797,-0.07790184,834.2053,0.1364617,0.1412026,0.5255408
0.015,4,4.481536,4.556253,-0.07471657,835.389,0.1320121,0.1366592,0.5240828
0.0151,4,4.490755,4.562068,-0.07131243,836.4551,0.1276876,0.132243,0.5226504
0.0152,4,4.499564,4.567297,-0.06773281,837.4139,0.1234856,0.1279508,0.521243
0.0153,4,4.507974,4.572758,-0.06478405,838.4151,0.1194027,0.1237796,0.5198603
0.0154,4,4.515995,4.577652,-0.06165695,839.3124,0.1154362,0.1197267,0.5185018
0.0155,4,4.52364,4.582031,-0.05839109,840.1154,0.1115834,0.115789,0.5171669
0.0156,4,4.530917,4.586579,-0.05566216,840.9493,0.1078408,0.1119642,0.5158553
0.0157,4,4.537839,4.59063,-0.05279064,841.692,0.1042063,0.1082488,0.5145662
0.0158,4,4.544414,4.594416,-0.0500021,842.386,0.1006769,0.1046402,0.5132995
0.0159,4,4.550653,4.597944,-0.04729176,843.033,0.09725022,0.1011359,0.5120547
0.016,4,4.556565,4.601223,-0.04465818,843.6343,0.09392332,0.09773326,0.5108312
0.0161,4,4.56216,4.60426,-0.04210043,844.1911,0.09069376,0.09442975,0.5096287
0.0162,4,4.567445,4.606926,-0.03948069,844.6799,0.08755919,0.09122308,0.5084466
0.0163,4,4.572432,4.609636,-0.03720427,845.1768,0.08451742,0.0881098,0.5072847
0.0164,4,4.577127,4.611989,-0.03486156,845.6082,0.08156571,0.08508871,0.5061426
0.0165,4,4.58154,4.614127,-0.03258705,846.0002,0.07870212,0.08215705,0.50502
0.0166,4,4.585679,4.616058,-0.03037882,846.3542,0.0759244,0.07931266,0.5039163
0.0167,4,4.58955,4.617703,-0.02815294,846.6559,0.07323004,0.0765534,0.5028312
0.0168,4,4.593164,4.61932,-0.02615595,846.9523,0.07061757,0.07387716,0.5017642
0.0169,4,4.596526,4.620664,-0.02413797,847.1987,0.06808434,0.07128135,0.5007153
0.017,4,4.599644,4.621824,-0.02218008,847.4114,0.06562881,0.06876455,0.499684
0.0171,4,4.602525,4.622806,-0.02028084,847.5915,0.06324875,0.06632452,0.49867
0.0172,4,4.605177,4.623616,-0.01843882,847.74,0.06094229,0.0639599,0.4976727
0.0173,4,4.607606,4.624229,-0.01662302,847.8524,0.05870767,0.06166739,0.4966922
0.0174,4,4.60982,4.62474,-0.01492023,847.9461,0.05654284,0.05944651,0.4957279
0.0175,4,4.611824,4.625065,-0.01324129,848.0057,0.05444612,0.05729492,0.4947796
0.0176,4,4.613624,4.625238,-0.0116148,848.0375,0.05241592,0.05521097,0.4938468
0.0177,4,4.615228,4.625265,-0.01003742,848.0424,0.05045056,0.05319253,0.4929295
0.0178,4,4.616641,4.62515,-0.008509636,848.0212,0.04854794,0.05123852,0.4920273
0.0179,4,4.617868,4.624912,-0.007043839,847.9777,0.04670686,0.04934669,0.4911399
0.018,4,4.618917,4.624513,-0.005595684,847.9045,0.04492559,0.04751596,0.4902669
0.0181,4,4.619792,4.624,-0.004207611,847.8104,0.04320247,0.04574484,0.489408
0.0182,4,4.6205,4.623363,-0.00286293,847.6935,0.04153626,0.04403077,0.4885632
0.0183,4,4.621044,4.622606,-0.001561642,847.5548,0.03992523,0.04237337,0.4877321
0.0184,4,4.621431,4.621778,-0.0003471375,847.403,0.038368,0.04077075,0.4869144
0.0185,4,4.621666,4.620749,0.0009169579,847.2143,0.0368631,0.03922177,0.4861097
0.0186,4,4.621752,4.619657,0.002095222,847.014,0.03540927,0.03772423,0.4853179
0.0187,4,4.621695,4.61846,0.003234386,846.7947,0.03400555,0.03627724,0.4845391
0.0188,4,4.621499,4.617163,0.00433588,846.5568,0.03265034,0.03488028,0.4837726
0.0189,4,4.621169,4.615769,0.005400181,846.3013,0.0313423,0.03353122,0.4830184
0.019,4,4.620709,4.614357,0.006352425,846.0424,0.03008045,0.03222895,0.4822763
0.0191,4,4.620125,4.612704,0.007421017,845.7393,0.02886347,0.03097249,0.481546
0.0192,4,4.619421,4.61104,0.008380413,845.4342,0.02768987,0.02976035,0.4808272
0.0193,4,4.618599,4.609292,0.009307384,845.1137,0.02655862,0.02859166,0.4801196
0.0194,4,4.617666,4.607464,0.01020193,844.7785,0.02546853,0.02746467,0.4794232
0.0195,4,4.616623,4.605558,0.01106548,844.4291,0.02441855,0.02637868,0.4787377
0.0196,4,4.615475,4.603677,0.0117979,844.0842,0.02340762,0.02533237,0.4780629
0.0197,4,4.614226,4.601526,0.01270008,843.6898,0.02243502,0.02432477,0.4773987
0.0198,4,4.612879,4.599405,0.01347399,843.3009,0.02149938,0.02335511,0.4767448
0.0199,4,4.611438,4.597218,0.01422024,842.9,0.02059959,0.02242231,0.476101
0.02,4,4.609907,4.594968,0.01493883,842.4874,0.0197349,0.021525,0.475467
0.0201,4,4.608287,4.592772,0.01551437,842.0848,0.01890424,0.02066235,0.4748429
0.0202,4,4.606583,4.590287,0.01629591,841.6291,0.01810698,0.01983371,0.4742283
0.0203,4,4.604797,4.587861,0.01693583,841.1843,0.01734205,0.01903793,0.4736232
0.0204,4,4.602933,4.585382,0.01755142,840.7297,0.01660863,0.01827431,0.4730275
0.0205,4,4.600995,4.582851,0.01814318,840.2658,0.0159056,0.01754222,0.4724407
0.0206,4,4.598984,4.580272,0.01871204,839.7928,0.01523234,0.01684001,0.4718628
0.0207,4,4.596903,4.577776,0.01912737,839.3353,0.01458786,0.01616734,0.4712937
0.0208,4,4.594755,4.574974,0.01978159,838.8214,0.01397152,0.01552332,0.4707331
0.0209,4,4.592543,4.572259,0.0202837,838.3238,0.01338282,0.01490694,0.4701812
0.021,4,4.590269,4.569505,0.02076387,837.8187,0.01282063,0.01431822,0.4696375
0.0211,4,4.587934,4.566711,0.02122355,837.3065,0.01228458,0.01375572,0.469102
0.0212,4,4.585544,4.56388,0.02166367,836.7875,0.01177384,0.01321916,0.4685747
0.0213,4,4.5831,4.561158,0.02194262,836.2883,0.01128741,0.01270775,0.4680552
0.0214,4,4.580605,4.558116,0.02248859,835.7307,0.01082444,0.01222062,0.4675433
0.0215,4,4.57806,4.555186,0.0228734,835.1934,0.0103844,0.01175656,0.4670389
0.0216,4,4.575468,4.552226,0.02324152,834.6506,0.00996691,0.01131542,0.4665421
0.0217,4,4.572831,4.549238,0.02359295,834.1027,0.009570971,0.01089654,0.4660525
0.0218,4,4.570149,4.546373,0.02377653,833.5775,0.009195998,0.01049921,0.4655699
0.0219,4,4.567428,4.543334,0.02409363,833.0203,0.008841947,0.0101228,0.4650944
0.022,4,4.564665,4.540119,0.02454615,832.4308,0.008507624,0.009766368,0.464626
0.0221,4,4.561865,4.537034,0.02483177,831.8651,0.008193105,0.009430388,0.4641645
0.0222,4,4.559029,4.533927,0.02510214,831.2955,0.007897511,0.009113599,0.4637097
0.0223,4,4.556159,4.530801,0.0253582,830.7225,0.007620454,0.008815619,0.4632616
0.0224,4,4.553258,4.527814,0.02544403,830.1747,0.00736101,0.008536151,0.4628201
0.0225,4,4.550326,4.524498,0.02582836,829.5666,0.007118791,0.008274277,0.4623848
0.0226,4,4.547366,4.521321,0.02604485,828.9843,0.006893381,0.008029363,0.4619559
0.0227,4,4.544378,4.518132,0.02624607,828.3994,0.006683871,0.00780119,0.461533
0.0228,4,4.541365,4.514928,0.02643633,827.8121,0.006490633,0.007589081,0.4611161
0.0229,4,4.538327,4.511714,0.02661324,827.2227,0.00631243,0.007392376,0.4607054
0.023,4,4.535266,4.508648,0.026618,826.6606,0.006149337,0.007211205,0.4603005
0.0231,4,4.532185,4.505252,0.02693272,826.038,0.006000742,0.007045017,0.4599013
0.0232,4,4.529085,4.502008,0.02707672,825.4432,0.005865738,0.006893065,0.4595078
0.0233,4,4.525967,4.498757,0.02721024,824.847,0.00574404,0.0067547,0.4591196
0.0234,4,4.522832,4.495498,0.02733374,824.2496,0.005635351,0.006629627,0.458737
0.0235,4,4.519681,4.492396,0.02728415,823.6809,0.005539417,0.006517458,0.4583596
0.0236,4,4.516514,4.489128,0.02738667,823.0816,0.005455911,0.006417946,0.4579876
0.0237,4,4.513335,4.485693,0.02764225,822.4517,0.005384415,0.006330778,0.4576207
0.0238,4,4.510143,4.482417,0.02772617,821.8511,0.005324468,0.006255157,0.457259
0.0239,4,4.506939,4.479139,0.02780056,821.2501,0.005275756,0.006191282,0.4569024
0.024,4,4.503726,4.475859,0.02786732,820.6488,0.005238011,0.006138888,0.4565506
0.0241,4,4.500504,4.472742,0.02776194,820.0773,0.005210578,0.006096805,0.4562038
0.0242,4,4.497273,4.469299,0.02797413,819.446,0.005193502,0.006065474,0.4558617
0.0243,4,4.494036,4.466021,0.02801561,818.8448,0.005186304,0.006044383,0.4555243
0.0244,4,4.490793,4.462743,0.02804995,818.244,0.00518854,0.00603298,0.4551916
0.0245,4,4.487544,4.459468,0.02807617,817.6434,0.005200028,0.006030948,0.4548633
0.0246,4,4.484291,4.456196,0.02809477,817.0435,0.005220473,0.006038245,0.4545396
0.0247,4,4.481034,4.453089,0.02794504,816.4739,0.005249724,0.006054301,0.4542203
0.0248,4,4.477775,4.449663,0.02811241,815.8456,0.005287156,0.006079028,0.4539054
0.0249,4,4.474515,4.446403,0.02811193,815.248,0.005332738,0.006112007,0.4535947
0.025,4,4.471254,4.443149,0.02810478,814.6514,0.005385876,0.006153224,0.4532882
0.0251,4,4.467992,4.439901,0.02809143,814.0558,0.005446523,0.006201922,0.4529857
0.0252,4,4.464731,4.43682,0.02791119,813.4909,0.005514547,0.006257853,0.4526873
0.0253,4,4.461472,4.433585,0.02788687,812.8978,0.005589619,0.00632161,0.4523929
0.0254,4,4.458214,4.430197,0.02801704,812.2766,0.005671427,0.006391669,0.4521026
0.0255,4,4.454959,4.426978,0.02798128,811.6864,0.005759627,0.006468953,0.4518159
0.0256,4,4.451707,4.423767,0.02794027,811.0977,0.005854368,0.00655262,0.4515332
0.0257,4,4.44846,4.420565,0.02789497,810.5106,0.005955026,0.006642494,0.4512542
0.0258,4,4.445217,4.417531,0.02768612,809.9543,0.006061405,0.006738638,0.4509788
0.0259,4,4.441979,4.41419,0.02778959,809.3417,0.006173506,0.006840379,0.450707
0.026,4,4.438747,4.411017,0.02772999,808.7599,0.006290987,0.00694749,0.4504388
0.0261,4,4.43552,4.407855,0.02766514,808.1802,0.006413847,0.007060251,0.4501742
0.0262,4,4.4323,4.404704,0.02759647,807.6024,0.006541908,0.007178233,0.4499132
0.0263,4,4.429087,4.401564,0.02752352,807.0267,0.006674826,0.007301585,0.4496555
0.0264,4,4.425882,4.39859,0.02729225,806.4815,0.006812423,0.00742927,0.4494013
0.0265,4,4.422687,4.395319,0.02736759,805.8817,0.006954372,0.007562293,0.4491503
0.0266,4,4.419499,4.392215,0.02728462,805.3126,0.007100314,0.00769935,0.4489025
0.0267,4,4.416321,4.389123,0.02719831,804.7457,0.007250428,0.007840687,0.4486578
0.0268,4,4.413153,4.386044,0.02710915,804.1812,0.007404491,0.007985717,0.4484163
0.0269,4,4.409995,4.383131,0.02686405,803.647,0.007562175,0.008134678,0.4481779
0.027,4,4.406847,4.380077,0.02676916,803.0872,0.0077236,0.008287732,0.4479425
0.0271,4,4.403708,4.376887,0.02682066,802.5023,0.007888466,0.008444261,0.4477101
0.0272,4,4.400581,4.373863,0.02671814,801.9477,0.008057028,0.008604425,0.4474808
0.0273,4,4.397465,4.370852,0.02661276,801.3957,0.008228645,0.008767625,0.4472545
0.0274,4,4.394361,4.367856,0.02650499,800.8463,0.00840345,0.008934466,0.4470311
0.0275,4,4.391268,4.365021,0.02624702,800.3267,0.008581072,0.009104508,0.4468104
0.0276,4,4.388189,4.361907,0.02628231,799.7556,0.00876151,0.009276999,0.4465927
0.0277,4,4.385122,4.358954,0.02616835,799.2142,0.008944392,0.009452679,0.4463775
0.0278,4,4.382069,4.356017,0.02605152,798.6757,0.009129703,0.009630702,0.4461651
0.0279,4,4.379028,4.353095,0.02593279,798.14,0.009317413,0.009810984,0.4459554
0.028,4,4.376,4.350189,0.02581167,797.6071,0.009507492,0.009994191,0.4457483
0.0281,4,4.372987,4.347441,0.02554607,797.1033,0.009699762,0.01017924,0.4455438
0.0282,4,4.369987,4.344423,0.02556419,796.5499,0.009893849,0.01036657,0.4453418
0.0283,4,4.367001,4.341564,0.02543736,796.0257,0.01009023,0.01055604,0.4451423
0.0284,4,4.364031,4.33872,0.02531099,795.5044,0.01028836,0.01074718,0.4449455
0.0285,4,4.361075,4.335893,0.02518177,794.986,0.01048758,0.01094038,0.4447509
0.0286,4,4.358134,4.333221,0.02491283,794.4962,0.01068883,0.0111354,0.4445587
0.0287,4,4.355208,4.330426,0.02478218,793.9836,0.01089124,0.01133143,0.4443688
0.0288,4,4.352297,4.32751,0.02478695,793.4489,0.01109514,0.01152927,0.4441812
0.0289,4,4.3494,4.324748,0.024652,792.9426,0.01130064,0.01172835,0.443996
0.029,4,4.346519,4.322003,0.02451563,792.4393,0.01150754,0.01192857,0.4438132
0.0291,4,4.343653,4.319275,0.0243783,791.939,0.01171549,0.01213083,0.4436327
0.0292,4,4.340804,4.316698,0.02410603,791.4665,0.01192462,0.01233437,0.4434543
0.0293,4,4.337969,4.313869,0.02410078,790.9478,0.01213457,0.01253838,0.4432782
0.0294,4,4.335153,4.311191,0.02396202,790.4568,0.01234562,0.01274385,0.4431041
0.0295,4,4.332352,4.30853,0.02382183,789.9689,0.01255694,0.01295014,0.442932
0.0296,4,4.329566,4.305886,0.02368069,789.4842,0.01276913,0.01315698,0.442762
0.0297,4,4.326797,4.303259,0.02353859,789.0026,0.01298216,0.01336442,0.442594
0.0298,4,4.324045,4.300778,0.02326679,788.5477,0.01319583,0.01357253,0.4424282
0.0299,4,4.321308,4.298057,0.02325153,788.0486,0.01340993,0.01378162,0.4422644
0.03,4,4.318589,4.295481,0.02310801,787.5764,0.01362494,0.01399144,0.4421026
0.0301,4,4.315885,4.292922,0.02296209,787.1073,0.01384,0.01420165,0.4419427
0.0302,4,4.313197,4.290381,0.02281618,786.6414,0.01405587,0.01441226,0.4417847
0.0303,4,4.310527,4.287982,0.02254581,786.2015,0.01427203,0.0146232,0.4416288
0.0304,4,4.307875,4.285474,0.02240086,785.7416,0.01448815,0.01483502,0.4414746
0.0305,4,4.305238,4.28286,0.02237797,785.2625,0.01470432,0.01504652,0.4413222
0.0306,4,4.302619,4.280388,0.02223063,784.8091,0.01492083,0.01525838,0.4411716
0.0307,4,4.300016,4.277933,0.02208328,784.3589,0.01513749,0.01547028,0.4410229
0.0308,4,4.29743,4.275495,0.02193499,783.912,0.01535411,0.0156824,0.440876
0.0309,4,4.29486,4.273193,0.021667,783.4901,0.01557097,0.01589474,0.4407308
0.031,4,4.292309,4.270789,0.02151966,783.0492,0.0157877,0.01610694,0.4405874
0.0311,4,4.289776,4.268284,0.02149248,782.5898,0.01600411,0.01631936,0.4404457
0.0312,4,4.287261,4.265914,0.02134609,782.1555,0.01621967,0.01653151,0.4403054
0.0313,4,4.284762,4.263563,0.02119923,781.7242,0.01643515,0.01674303,0.4401665
0.0314,4,4.282279,4.261228,0.02105188,781.296,0.01665034,0.01695406,0.4400294
0.0315,4,4.279815,4.258909,0.02090597,780.871,0.01686554,0.01716494,0.4398939
0.0316,4,4.277367,4.256608,0.02075863,780.4491,0.01708007,0.01737593,0.4397599
0.0317,4,4.274937,4.254437,0.02049971,780.051,0.01729453,0.01758615,0.4396276
0.0318,4,4.272523,4.252057,0.02046585,779.6147,0.0175084,0.01779646,0.4394969
0.0319,4,4.270126,4.249807,0.02031898,779.2021,0.01772196,0.01800635,0.4393674
0.032,4,4.267746,4.247573,0.02017307,778.7926,0.01793517,0.01821524,0.4392398
0.0321,4,4.265383,4.245357,0.02002621,778.3862,0.01814768,0.01842457,0.4391135
0.0322,4,4.263037,4.243157,0.01987982,777.9828,0.01835994,0.01863287,0.4389886
0.0323,4,4.260707,4.240974,0.01973343,777.5826,0.01857175,0.01884084,0.4388654
0.0324,4,4.258395,4.238914,0.01948071,777.205,0.01878289,0.01904888,0.4387436
0.0325,4,4.2561,4.236658,0.01944256,776.7912,0.01899336,0.0192559,0.4386231
0.0326,4,4.253822,4.234525,0.01929712,776.4001,0.01920308,0.0194621,0.438504
0.0327,4,4.25156,4.232408,0.01915216,776.012,0.0194122,0.01966801,0.4383862
0.0328,4,4.249315,4.230308,0.01900768,775.627,0.01962068,0.01987326,0.4382698
0.0329,4,4.247087,4.228327,0.01876068,775.2637,0.01982848,0.02007749,0.4381548
0.033,4,4.244877,4.226156,0.01872063,774.8658,0.0200354,0.02028146,0.4380411
