time_s,joint_speed_ref_rad_s,joint_speed_est_rad_s,joint_speed_ideal_rad_s,speed_est_error_rad_s,motor_speed_rad_s,iq_ref_a,iq_a,voltage_mag_norm
0.0644,4,4.0117,4.01073,0.0009698868,735.3673,0.0450808,0.0450904,0.4278172
0.0645,4,4.011585,4.010624,0.0009608269,735.348,0.04509395,0.04510273,0.4278126
0.0646,4,4.011471,4.01052,0.0009512901,735.3289,0.04510703,0.04511586,0.4278081
0.0647,4,4.011358,4.010417,0.0009412766,735.3099,0.0451202,0.04512876,0.4278036
0.0648,4,4.011247,4.010319,0.0009284019,735.292,0.0451333,0.04514119,0.4277994
0.0649,4,4.011137,4.010213,0.0009236336,735.2726,0.045146,0.04515457,0.4277951
0.065,4,4.011028,4.010113,0.0009145737,735.2542,0.04515862,0.04516698,0.4277907
0.0651,4,4.01092,4.010014,0.0009059906,735.236,0.04517116,0.0451794,0.4277864
0.0652,4,4.010813,4.009915,0.0008974075,735.218,0.04518361,0.04519173,0.4277823
0.0653,4,4.010707,4.009822,0.0008854866,735.2009,0.04519582,0.04520394,0.4277781
0.0654,4,4.010603,4.009722,0.0008811951,735.1824,0.04520777,0.04521596,0.4277739
0.0655,4,4.010499,4.009626,0.0008735657,735.165,0.04521964,0.04522793,0.4277697
0.0656,4,4.010396,4.009531,0.0008649826,735.1476,0.04523141,0.04523928,0.4277656
0.0657,4,4.010294,4.009438,0.0008563995,735.1304,0.04524324,0.04525112,0.4277616
0.0658,4,4.010194,4.009349,0.0008449554,735.1141,0.04525499,0.0452626,0.4277576
0.0659,4,4.010094,4.009253,0.0008406639,735.0966,0.04526647,0.04527419,0.4277537
0.066,4,4.009995,4.009162,0.0008320808,735.0799,0.04527801,0.04528552,0.4277498
0.0661,4,4.009896,4.009072,0.0008239746,735.0634,0.04528944,0.04529698,0.4277459
0.0662,4,4.0098,4.008983,0.0008168221,735.0471,0.04530077,0.04530808,0.4277421
0.0663,4,4.009704,4.008898,0.0008058548,735.0315,0.04531167,0.04531909,0.4277383
0.0664,4,4.009609,4.008807,0.0008015633,735.0148,0.04532262,0.04533013,0.4277345
0.0665,4,4.009515,4.00872,0.0007944107,734.9989,0.04533362,0.04534074,0.4277308
0.0666,4,4.009422,4.008635,0.0007867813,734.9832,0.04534434,0.04535161,0.4277271
0.0667,4,4.009329,4.00855,0.0007796288,734.9677,0.04535495,0.04536222,0.4277234
0.0668,4,4.009238,4.008469,0.0007686615,734.9528,0.0453656,0.04537255,0.4277198
0.0669,4,4.009147,4.008382,0.00076437,734.937,0.04537613,0.0453832,0.4277162
0.067,4,4.009057,4.0083,0.0007572174,734.9218,0.0453867,0.0453932,0.4277127
0.0671,4,4.008968,4.008218,0.000749588,734.9068,0.04539698,0.04540359,0.4277093
0.0672,4,4.008879,4.008137,0.0007419586,734.892,0.04540731,0.04541405,0.4277058
0.0673,4,4.008792,4.008057,0.0007348061,734.8773,0.04541766,0.04542399,0.4277025
0.0674,4,4.008705,4.007978,0.0007271767,734.8628,0.04542772,0.04543406,0.4276991
0.0675,4,4.008618,4.0079,0.0007185936,734.8484,0.04543782,0.04544418,0.4276958
0.0676,4,4.008533,4.007822,0.0007109642,734.8341,0.04544811,0.04545371,0.4276927
0.0677,4,4.008448,4.007745,0.000702858,734.82,0.04545826,0.0454641,0.4276896
0.0678,4,4.008365,4.007668,0.0006961823,734.806,0.04546828,0.04547386,0.4276866
0.0679,4,4.008282,4.007593,0.0006890297,734.7922,0.04547784,0.04548389,0.4276835
0.068,4,4.008202,4.007519,0.0006828308,734.7785,0.04548742,0.04549354,0.4276803
0.0681,4,4.008121,4.007445,0.0006761551,734.765,0.04549653,0.04550292,0.427677
0.0682,4,4.008041,4.007374,0.0006666183,734.7521,0.04550582,0.04551174,0.4276739
0.0683,4,4.007962,4.007299,0.0006632805,734.7383,0.04551512,0.04552105,0.4276709
0.0684,4,4.007884,4.007227,0.0006566048,734.7251,0.04552412,0.04553013,0.4276678
0.0685,4,4.007807,4.007156,0.0006504059,734.7121,0.04553313,0.04553895,0.4276647
0.0686,4,4.00773,4.007086,0.0006437302,734.6992,0.04554199,0.0455478,0.4276617
0.0687,4,4.007654,4.007019,0.0006351471,734.6869,0.04555102,0.04555641,0.4276589
0.0688,4,4.007579,4.006947,0.0006318092,734.6738,0.04555973,0.04556547,0.4276559
0.0689,4,4.007504,4.006879,0.0006256104,734.6612,0.04556828,0.04557391,0.427653
0.069,4,4.00743,4.006811,0.0006189346,734.6488,0.04557684,0.04558239,0.4276501
0.0691,4,4.007357,4.006744,0.0006127357,734.6365,0.04558556,0.04559099,0.4276472
0.0692,4,4.007284,4.00668,0.0006041527,734.6248,0.04559413,0.04559917,0.4276446
0.0693,4,4.007212,4.006612,0.000600338,734.6123,0.04560253,0.04560792,0.4276418
0.0694,4,4.007141,4.006547,0.0005941391,734.6004,0.04561093,0.04561608,0.427639
0.0695,4,4.007071,4.006483,0.0005884171,734.5886,0.04561916,0.0456242,0.4276364
0.0696,4,4.007001,4.006419,0.000582695,734.5769,0.04562723,0.04563233,0.4276337
0.0697,4,4.006933,4.006358,0.0005745888,734.5657,0.04563528,0.04564047,0.4276311
0.0698,4,4.006865,4.006293,0.0005712509,734.5539,0.04564317,0.04564848,0.4276284
0.0699,4,4.006797,4.006231,0.0005660057,734.5425,0.04565105,0.04565606,0.4276257
0.07,4,4.006731,4.00617,0.0005607605,734.5313,0.04565875,0.04566387,0.4276231
0.0701,4,4.006665,4.006109,0.0005555153,734.5201,0.04566628,0.04567135,0.4276205
0.0702,4,4.006598,4.006052,0.0005464554,734.5096,0.04567396,0.04567894,0.4276179
0.0703,4,4.006533,4.00599,0.0005431175,734.4982,0.04568193,0.04568651,0.4276155
0.0704,4,4.006468,4.005931,0.0005369186,734.4874,0.04568942,0.04569384,0.4276131
0.0705,4,4.006403,4.005873,0.0005302429,734.4767,0.0456972,0.04570171,0.4276107
0.0706,4,4.00634,4.005815,0.0005249977,734.4662,0.04570498,0.0457091,0.4276085
0.0707,4,4.006279,4.005758,0.0005207062,734.4557,0.04571224,0.04571683,0.4276061
0.0708,4,4.006217,4.005701,0.000515461,734.4453,0.04571915,0.04572383,0.4276036
0.0709,4,4.006155,4.005645,0.0005102158,734.4351,0.04572637,0.04573092,0.4276013
0.071,4,4.006095,4.00559,0.0005049706,734.4249,0.0457334,0.04573787,0.4275989
0.0711,4,4.006033,4.005537,0.0004968643,734.4152,0.0457404,0.0457447,0.4275966
0.0712,4,4.005972,4.00548,0.0004920959,734.4048,0.04574785,0.04575183,0.4275945
0.0713,4,4.005912,4.005426,0.0004858971,734.395,0.04575529,0.04575905,0.4275924
0.0714,4,4.005854,4.005373,0.000480175,734.3852,0.04576253,0.04576606,0.4275904
0.0715,4,4.005796,4.005321,0.0004754066,734.3755,0.04576942,0.04577316,0.4275884
0.0716,4,4.005739,4.00527,0.0004692078,734.3663,0.04577611,0.04578025,0.4275862
0.0717,4,4.005685,4.005217,0.0004682541,734.3565,0.0457826,0.04578689,0.427584
0.0718,4,4.00563,4.005166,0.0004644394,734.3471,0.04578841,0.0457934,0.4275816
0.0719,4,4.005576,4.005115,0.0004606247,734.3378,0.04579451,0.04579942,0.4275792
0.072,4,4.00552,4.005065,0.0004553795,734.3286,0.04580056,0.04580529,0.4275769
0.0721,4,4.005466,4.005017,0.0004487038,734.3198,0.04580706,0.04581083,0.4275748
0.0722,4,4.005411,4.004966,0.0004453659,734.3105,0.04581352,0.04581727,0.4275728
0.0723,4,4.005356,4.004917,0.000439167,734.3016,0.04581993,0.0458236,0.4275708
0.0724,4,4.005302,4.004869,0.000433445,734.2927,0.04582663,0.04582989,0.427569
0.0725,4,4.00525,4.004821,0.0004281998,734.2839,0.04583312,0.04583644,0.4275672
0.0726,4,4.005198,4.004776,0.0004224777,734.2756,0.04583941,0.04584284,0.4275653
0.0727,4,4.005149,4.004727,0.0004220009,734.2667,0.04584533,0.04584914,0.4275634
0.0728,4,4.005099,4.004681,0.0004181862,734.2582,0.04585055,0.04585497,0.4275613
0.0729,4,4.005049,4.004635,0.0004138947,734.2498,0.04585621,0.04586041,0.4275591
0.073,4,4.004999,4.00459,0.0004096031,734.2415,0.04586197,0.04586569,0.4275572
0.0731,4,4.00495,4.004546,0.0004034042,734.2335,0.04586769,0.04587134,0.4275553
0.0732,4,4.0049,4.0045,0.0004005432,734.225,0.04587351,0.0458771,0.4275534
0.0733,4,4.004852,4.004456,0.0003962517,734.217,0.04587928,0.04588273,0.4275516
0.0734,4,4.004805,4.004412,0.000392437,734.209,0.04588484,0.04588819,0.4275499
0.0735,4,4.004758,4.004369,0.0003890991,734.201,0.04589034,0.04589396,0.427548
0.0736,4,4.004712,4.004327,0.0003843307,734.1934,0.04589562,0.04589912,0.4275462
0.0737,4,4.004666,4.004284,0.0003824234,734.1854,0.04590084,0.04590454,0.4275443
0.0738,4,4.004621,4.004242,0.0003790855,734.1777,0.04590584,0.0459097,0.4275424
0.0739,4,4.004576,4.0042,0.0003762245,734.1701,0.04591094,0.04591461,0.4275405
0.074,4,4.004532,4.004159,0.0003728867,734.1625,0.04591597,0.04591982,0.4275386
0.0741,4,4.004488,4.004118,0.0003700256,734.155,0.04592094,0.04592452,0.4275368
0.0742,4,4.004445,4.004078,0.0003666878,734.1476,0.04592585,0.04592948,0.427535
0.0743,4,4.004402,4.004038,0.0003638268,734.1403,0.04593069,0.04593432,0.4275331
0.0744,4,4.004359,4.003998,0.0003609657,734.1331,0.04593547,0.04593907,0.4275313
0.0745,4,4.004316,4.00396,0.0003566742,734.126,0.04594035,0.04594364,0.4275296
0.0746,4,4.004274,4.00392,0.0003547668,734.1187,0.04594515,0.04594854,0.4275279
0.0747,4,4.004233,4.003881,0.0003519058,734.1116,0.04594989,0.04595325,0.4275262
0.0748,4,4.004191,4.003843,0.000348568,734.1046,0.04595456,0.04595813,0.4275244
0.0749,4,4.00415,4.003805,0.0003452301,734.0977,0.04595932,0.04596246,0.4275227
0.075,4,4.00411,4.003769,0.0003409386,734.091,0.045964,0.04596698,0.4275212
0.0751,4,4.00407,4.003731,0.0003390312,734.084,0.04596862,0.04597165,0.4275196
0.0752,4,4.00403,4.003694,0.0003356934,734.0773,0.04597317,0.04597624,0.427518
0.0753,4,4.003991,4.003657,0.0003333092,734.0706,0.0459778,0.04598077,0.4275165
0.0754,4,4.003952,4.003622,0.0003299713,734.064,0.0459822,0.04598553,0.4275149
0.0755,4,4.003912,4.003587,0.0003256798,734.0576,0.04598668,0.0459899,0.4275132
0.0756,4,4.003874,4.003551,0.0003232956,734.051,0.04599125,0.04599392,0.4275118
0.0757,4,4.003836,4.003515,0.0003204346,734.0446,0.04599575,0.0459985,0.4275104
0.0758,4,4.003798,4.003481,0.0003170967,734.0382,0.04600016,0.04600292,0.4275089
0.0759,4,4.003761,4.003447,0.0003142357,734.0319,0.0460045,0.04600728,0.4275074
0.076,4,4.003724,4.003413,0.000310421,734.0258,0.04600876,0.04601141,0.427506
0.0761,4,4.003687,4.003379,0.0003080368,734.0195,0.04601311,0.04601578,0.4275046
0.0762,4,4.00365,4.003345,0.0003046989,734.0134,0.04601737,0.04602027,0.4275031
0.0763,4,4.003613,4.003313,0.0003008842,734.0073,0.04602171,0.04602397,0.4275019
0.0764,4,4.003577,4.00328,0.0002975464,734.0013,0.04602614,0.04602873,0.4275005
0.0765,4,4.003541,4.003248,0.0002932549,733.9956,0.04603048,0.04603274,0.4274993
0.0766,4,4.003506,4.003215,0.0002908707,733.9896,0.04603474,0.04603709,0.427498
0.0767,4,4.003471,4.003184,0.000287056,733.9838,0.04603892,0.0460413,0.4274968
0.0768,4,4.003437,4.003152,0.0002841949,733.978,0.04604318,0.04604547,0.4274955
0.0769,4,4.003403,4.003121,0.0002818108,733.9724,0.04604719,0.0460494,0.4274943
0.077,4,4.00337,4.003091,0.0002784729,733.9669,0.04605095,0.04605351,0.427493
0.0771,4,4.003336,4.00306,0.0002760887,733.9611,0.04605478,0.04605731,0.4274917
0.0772,4,4.003304,4.00303,0.0002737045,733.9556,0.04605869,0.04606111,0.4274904
0.0773,4,4.003271,4.003001,0.0002703667,733.9501,0.04606235,0.04606496,0.427489
0.0774,4,4.003239,4.002971,0.0002679825,733.9448,0.04606624,0.04606858,0.4274879
0.0775,4,4.003207,4.002942,0.0002655983,733.9394,0.04606988,0.04607232,0.4274866
0.0776,4,4.003176,4.002913,0.0002627373,733.9341,0.0460736,0.04607578,0.4274855
0.0777,4,4.003145,4.002884,0.0002608299,733.9288,0.04607721,0.04607944,0.4274843
0.0778,4,4.003114,4.002856,0.0002584457,733.9236,0.04608057,0.04608319,0.427483
0.0779,4,4.003084,4.002829,0.0002551079,733.9186,0.04608417,0.04608674,0.4274817
0.078,4,4.003053,4.0028,0.0002527237,733.9134,0.04608767,0.04609003,0.4274805
0.0781,4,4.003022,4.002772,0.0002498627,733.9083,0.0460914,0.04609343,0.4274793
0.0782,4,4.002992,4.002745,0.0002470016,733.9033,0.04609504,0.04609675,0.4274783
0.0783,4,4.002962,4.002718,0.0002441406,733.8984,0.04609857,0.04610077,0.4274772
0.0784,4,4.002933,4.002692,0.0002408028,733.8936,0.04610218,0.04610393,0.4274762
0.0785,4,4.002903,4.002665,0.0002384186,733.8886,0.0461057,0.04610754,0.4274751
0.0786,4,4.002875,4.002639,0.0002365112,733.8838,0.04610911,0.0461111,0.4274741
0.0787,4,4.002848,4.002613,0.0002355576,733.879,0.04611227,0.04611447,0.427473
0.0788,4,4.002821,4.002587,0.000234127,733.8743,0.04611516,0.046118,0.4274717
0.0789,4,4.002795,4.002562,0.0002326965,733.8698,0.04611795,0.04612055,0.4274704
0.079,4,4.002769,4.002536,0.0002331734,733.8651,0.0461208,0.04612327,0.4274692
0.0791,4,4.002743,4.002512,0.000231266,733.8605,0.04612321,0.0461262,0.4274679
0.0792,4,4.002717,4.002487,0.0002303123,733.856,0.04612618,0.04612872,0.4274666
0.0793,4,4.00269,4.002462,0.0002279282,733.8514,0.04612888,0.04613139,0.4274654
0.0794,4,4.002665,4.002438,0.0002264977,733.847,0.04613196,0.04613402,0.4274643
0.0795,4,4.002638,4.002414,0.0002245903,733.8425,0.04613477,0.0461369,0.4274633
0.0796,4,4.002613,4.00239,0.000222683,733.8382,0.04613781,0.04613997,0.4274622
0.0797,4,4.002586,4.002366,0.0002202988,733.8339,0.04614073,0.04614263,0.4274611
0.0798,4,4.002561,4.002343,0.0002179146,733.8295,0.04614388,0.04614556,0.4274603
0.0799,4,4.002534,4.00232,0.0002145767,733.8253,0.04614693,0.04614874,0.4274593
0.08,4,4.002509,4.002296,0.0002126694,733.821,0.04615019,0.04615176,0.4274584
0.0801,4,4.002483,4.002274,0.0002098083,733.8169,0.04615319,0.04615468,0.4274575
0.0802,4,4.002458,4.002251,0.0002069473,733.8127,0.0461564,0.04615791,0.4274567
0.0803,4,4.002432,4.002229,0.0002026558,733.8087,0.04615951,0.04616085,0.4274559
0.0804,4,4.002408,4.002207,0.0002002716,733.8047,0.046163,0.04616385,0.4274552
0.0805,4,4.002383,4.002185,0.0001974106,733.8007,0.0461659,0.04616743,0.4274544
0.0806,4,4.002359,4.002164,0.0001950264,733.7967,0.04616902,0.04617028,0.4274537
0.0807,4,4.002335,4.002142,0.0001926422,733.7928,0.04617186,0.04617323,0.4274529
0.0808,4,4.002312,4.002121,0.0001907349,733.7889,0.04617476,0.04617622,0.4274521
0.0809,4,4.00229,4.0021,0.0001893044,733.7851,0.04617739,0.0461791,0.4274513
0.081,4,4.002268,4.00208,0.0001878738,733.7813,0.04617991,0.04618175,0.4274503
0.0811,4,4.002246,4.002059,0.0001869202,733.7776,0.0461823,0.04618395,0.4274495
0.0812,4,4.002225,4.002039,0.0001859665,733.7739,0.0461846,0.04618679,0.4274484
0.0813,4,4.002204,4.002019,0.0001850128,733.7702,0.04618693,0.04618882,0.4274474
0.0814,4,4.002184,4.001999,0.000184536,733.7665,0.04618899,0.04619122,0.4274465
0.0815,4,4.002162,4.001979,0.0001831055,733.7629,0.04619109,0.04619327,0.4274454
0.0816,4,4.002142,4.00196,0.0001821518,733.7593,0.04619357,0.04619528,0.4274445
0.0817,4,4.00212,4.001941,0.0001797676,733.7558,0.04619577,0.04619765,0.4274436
0.0818,4,4.0021,4.001922,0.0001788139,733.7523,0.04619833,0.04619978,0.4274428
0.0819,4,4.00208,4.001902,0.0001778603,733.7488,0.04620046,0.04620234,0.4274419
0.082,4,4.002059,4.001884,0.0001759529,733.7454,0.04620279,0.04620447,0.427441
0.0821,4,4.002038,4.001865,0.0001735687,733.7419,0.04620517,0.04620669,0.4274403
0.0822,4,4.002018,4.001846,0.0001716614,733.7385,0.04620776,0.04620897,0.4274395
0.0823,4,4.001998,4.001828,0.000169754,733.7352,0.04621023,0.04621158,0.4274388
0.0824,4,4.001978,4.00181,0.0001678467,733.7319,0.04621258,0.04621375,0.4274382
0.0825,4,4.001958,4.001792,0.0001659393,733.7286,0.04621498,0.04621642,0.4274375
0.0826,4,4.001938,4.001774,0.0001635551,733.7253,0.04621742,0.04621863,0.4274367
0.0827,4,4.001918,4.001757,0.0001616478,733.7221,0.04621991,0.04622104,0.4274361
0.0828,4,4.001899,4.00174,0.0001597404,733.7189,0.04622228,0.04622344,0.4274354
0.0829,4,4.00188,4.001722,0.0001573563,733.7158,0.04622453,0.04622572,0.4274347
0.083,4,4.001861,4.001705,0.0001554489,733.7126,0.04622698,0.04622792,0.4274342
0.0831,4,4.001842,4.001688,0.0001535416,733.7096,0.04622931,0.04623058,0.4274335
0.0832,4,4.001823,4.001672,0.0001516342,733.7065,0.04623153,0.04623272,0.4274329
0.0833,4,4.001806,4.001656,0.0001502037,733.7035,0.04623379,0.04623476,0.4274323
0.0834,4,4.001788,4.001639,0.0001487732,733.7005,0.04623576,0.04623708,0.4274316
0.0835,4,4.00177,4.001623,0.000146389,733.6976,0.04623793,0.0462393,0.4274309
0.0836,4,4.001751,4.001607,0.0001444817,733.6946,0.04624015,0.04624109,0.4274303
0.0837,4,4.001735,4.001591,0.000143528,733.6917,0.0462424,0.04624358,0.4274296
0.0838,4,4.001718,4.001575,0.0001420975,733.6888,0.04624422,0.04624541,0.4274291
0.0839,4,4.001701,4.00156,0.000140667,733.686,0.04624622,0.04624747,0.4274284
0.084,4,4.001684,4.001545,0.0001392365,733.6832,0.0462481,0.04624946,0.4274277
0.0841,4,4.001667,4.00153,0.0001378059,733.6804,0.04625002,0.04625114,0.4274271
0.0842,4,4.001651,4.001514,0.0001363754,733.6777,0.04625198,0.0462531,0.4274265
0.0843,4,4.001634,4.0015,0.0001344681,733.6749,0.04625397,0.04625506,0.4274259
0.0844,4,4.001617,4.001485,0.0001325607,733.6722,0.046256,0.04625703,0.4274252
0.0845,4,4.001601,4.001471,0.0001306534,733.6696,0.04625806,0.04625893,0.4274247
0.0846,4,4.001585,4.001456,0.0001292229,733.6669,0.04626001,0.04626082,0.4274243
0.0847,4,4.001569,4.001441,0.0001273155,733.6643,0.04626198,0.04626309,0.4274237
0.0848,4,4.001553,4.001428,0.0001254082,733.6617,0.046264,0.04626482,0.4274232
0.0849,4,4.001537,4.001413,0.0001235008,733.6592,0.04626588,0.0462667,0.4274227
0.085,4,4.001521,4.0014,0.0001215935,733.6566,0.04626796,0.04626887,0.4274222
0.0851,4,4.001505,4.001386,0.0001192093,733.6541,0.04626992,0.04627065,0.4274217
0.0852,4,4.00149,4.001372,0.0001177788,733.6516,0.04627191,0.04627262,0.4274213
0.0853,4,4.001475,4.001359,0.0001163483,733.6492,0.04627378,0.04627469,0.4274207
0.0854,4,4.001461,4.001346,0.0001144409,733.6468,0.04627552,0.04627636,0.4274203
0.0855,4,4.001447,4.001333,0.0001139641,733.6444,0.04627728,0.0462781,0.4274198
0.0856,4,4.001434,4.00132,0.0001139641,733.642,0.04627876,0.04628012,0.4274192
0.0857,4,4.001421,4.001307,0.0001139641,733.6396,0.04627994,0.04628157,0.4274184
0.0858,4,4.001408,4.001295,0.0001130104,733.6373,0.04628116,0.0462828,0.4274177
0.0859,4,4.001394,4.001282,0.0001125336,733.635,0.04628256,0.04628382,0.427417
0.086,4,4.001382,4.001269,0.0001125336,733.6328,0.04628399,0.04628517,0.4274165
0.0861,4,4.001369,4.001257,0.0001120567,733.6304,0.04628513,0.04628661,0.4274158
0.0862,4,4.001356,4.001245,0.0001111031,733.6282,0.04628645,0.04628807,0.4274152
0.0863,4,4.001343,4.001233,0.0001106262,733.626,0.04628797,0.04628911,0.4274146
0.0864,4,4.00133,4.00122,0.0001096725,733.6237,0.04628919,0.04629061,0.4274139
0.0865,4,4.001317,4.001208,0.0001087189,733.6215,0.04629076,0.04629163,0.4274134
0.0866,4,4.001304,4.001196,0.0001077652,733.6194,0.0462922,0.04629332,0.4274129
0.0867,4,4.001291,4.001184,0.0001068115,733.6172,0.04629367,0.04629479,0.4274123
0.0868,4,4.001278,4.001173,0.000105381,733.6151,0.04629517,0.04629602,0.4274119
0.0869,4,4.001266,4.001162,0.0001039505,733.613,0.0462967,0.04629746,0.4274114
0.087,4,4.001253,4.00115,0.00010252,733.6108,0.04629825,0.04629901,0.427411
0.0871,4,4.00124,4.001139,0.0001010895,733.6088,0.04629984,0.04630068,0.4274105
0.0872,4,4.001227,4.001127,9.965897e-05,733.6067,0.04630145,0.04630215,0.4274102
0.0873,4,4.001215,4.001116,9.870529e-05,733.6047,0.04630309,0.04630351,0.4274098
0.0874,4,4.001203,4.001105,9.727478e-05,733.6027,0.04630443,0.04630538,0.4274094
0.0875,4,4.001188,4.001095,9.346008e-05,733.6007,0.04630597,0.0463068,0.4274089
0.0876,4,4.001176,4.001084,9.202957e-05,733.5987,0.04630817,0.04630819,0.4274087
0.0877,4,4.001164,4.001073,9.10759e-05,733.5967,0.04630977,0.04631004,0.4274085
0.0878,4,4.001152,4.001063,8.869171e-05,733.5949,0.04631123,0.0463119,0.4274081
0.0879,4,4.00114,4.001052,8.72612e-05,733.593,0.04631287,0.04631317,0.4274078
0.088,4,4.00113,4.001042,8.72612e-05,733.5911,0.04631438,0.0463149,0.4274076
0.0881,4,4.001121,4.001032,8.869171e-05,733.5892,0.04631527,0.04631636,0.427407
0.0882,4,4.001112,4.001022,8.964539e-05,733.5875,0.04631586,0.04631757,0.4274063
0.0883,4,4.001102,4.001012,9.012222e-05,733.5856,0.0463163,0.04631807,0.4274055
0.0884,4,4.001093,4.001002,9.10759e-05,733.5838,0.04631709,0.04631865,0.4274049
0.0885,4,4.001084,4.000993,9.10759e-05,733.582,0.04631774,0.04631938,0.4274042
0.0886,4,4.001076,4.000983,9.298325e-05,733.5802,0.04631856,0.04631992,0.4274035
0.0887,4,4.001067,4.000973,9.346008e-05,733.5784,0.04631893,0.04632078,0.4274028
0.0888,4,4.001057,4.000964,9.346008e-05,733.5767,0.04631963,0.04632142,0.4274021
0.0889,4,4.001047,4.000954,9.298325e-05,733.5749,0.04632052,0.04632191,0.4274015
0.089,4,4.001037,4.000945,9.202957e-05,733.5732,0.04632159,0.04632265,0.4274009
0.0891,4,4.001027,4.000935,9.250641e-05,733.5714,0.04632285,0.04632351,0.4274006
0.0892,4,4.001019,4.000926,9.298325e-05,733.5697,0.04632381,0.04632474,0.4274002
0.0893,4,4.00101,4.000916,9.346008e-05,733.568,0.04632445,0.04632595,0.4273995
0.0894,4,4.001001,4.000907,9.393692e-05,733.5663,0.04632512,0.04632652,0.4273989
0.0895,4,4.000991,4.000898,9.346008e-05,733.5646,0.04632597,0.04632725,0.4273983
0.0896,4,4.000981,4.000888,9.250641e-05,733.5629,0.04632701,0.04632798,0.4273978
0.0897,4,4.000971,4.00088,9.155273e-05,733.5613,0.04632838,0.04632905,0.4273975
0.0898,4,4.000963,4.000871,9.202957e-05,733.5596,0.04632946,0.04633011,0.4273972
0.0899,4,4.000953,4.000862,9.10759e-05,733.558,0.04633024,0.04633144,0.4273967
0.09,4,4.000944,4.000853,9.10759e-05,733.5564,0.04633136,0.04633208,0.4273962
0.0901,4,4.000935,4.000844,9.059906e-05,733.5547,0.04633233,0.04633318,0.4273959
0.0902,4,4.000926,4.000836,8.964539e-05,733.5532,0.04633349,0.0463342,0.4273954
0.0903,4,4.000917,4.000827,8.964539e-05,733.5517,0.04633451,0.0463353,0.4273951
0.0904,4,4.000908,4.000819,8.916855e-05,733.5501,0.04633538,0.04633632,0.4273947
0.0905,4,4.000898,4.00081,8.821487e-05,733.5486,0.04633644,0.04633714,0.4273943
0.0906,4,4.000888,4.000802,8.678436e-05,733.547,0.04633768,0.04633829,0.4273939
0.0907,4,4.000878,4.000794,8.440018e-05,733.5455,0.0463391,0.04633938,0.4273937
0.0908,4,4.000868,4.000786,8.249283e-05,733.5441,0.04634054,0.04634041,0.4273936
0.0909,4,4.000858,4.000778,8.058548e-05,733.5426,0.04634201,0.04634214,0.4273935
0.091,4,4.000848,4.000769,7.915497e-05,733.5411,0.0463435,0.04634361,0.4273933
0.0911,4,4.000839,4.000762,7.772446e-05,733.5396,0.04634501,0.04634475,0.4273933
0.0912,4,4.00083,4.000754,7.534027e-05,733.5383,0.04634622,0.04634643,0.4273931
0.0913,4,4.000821,4.000747,7.43866e-05,733.5369,0.04634761,0.04634772,0.4273929
0.0914,4,4.000812,4.000739,7.295609e-05,733.5355,0.0463487,0.04634916,0.4273927
0.0915,4,4.000803,4.000731,7.200241e-05,733.5341,0.04634997,0.04635016,0.4273925
0.0916,4,4.000795,4.000724,7.05719e-05,733.5328,0.04635109,0.04635144,0.4273923
0.0917,4,4.000786,4.000717,6.914139e-05,733.5315,0.04635224,0.04635247,0.4273921
0.0918,4,4.000778,4.00071,6.771088e-05,733.5302,0.0463534,0.04635376,0.4273919
0.0919,4,4.00077,4.000703,6.67572e-05,733.5289,0.04635458,0.04635474,0.4273917
0.092,4,4.000762,4.000696,6.580353e-05,733.5275,0.04635562,0.04635581,0.4273915
0.0921,4,4.000753,4.000689,6.437302e-05,733.5264,0.04635667,0.04635716,0.4273913
0.0922,4,4.000745,4.000682,6.29425e-05,733.5251,0.04635775,0.04635791,0.4273911
0.0923,4,4.000737,4.000676,6.151199e-05,733.5239,0.04635884,0.04635899,0.427391
0.0924,4,4.00073,4.000669,6.055832e-05,733.5226,0.04635996,0.0463601,0.4273908
0.0925,4,4.000722,4.000662,6.055832e-05,733.5214,0.04636092,0.0463612,0.4273906
0.0926,4,4.000715,4.000656,5.960464e-05,733.5203,0.04636174,0.04636208,0.4273904
0.0927,4,4.000708,4.000649,5.817413e-05,733.5191,0.04636258,0.04636344,0.4273899
0.0928,4,4.0007,4.000643,5.722046e-05,733.5179,0.04636359,0.04636365,0.4273899
0.0929,4,4.000693,4.000637,5.578995e-05,733.5168,0.04636446,0.04636485,0.4273897
0.093,4,4.000686,4.00063,5.578995e-05,733.5156,0.04636551,0.04636583,0.4273895
0.0931,4,4.000679,4.000625,5.483627e-05,733.5145,0.04636625,0.04636684,0.4273892
0.0932,4,4.000673,4.000618,5.435944e-05,733.5134,0.046367,0.04636744,0.427389
0.0933,4,4.000666,4.000612,5.38826e-05,733.5123,0.04636778,0.04636823,0.4273887
0.0934,4,4.000659,4.000607,5.245209e-05,733.5112,0.04636856,0.04636901,0.4273885
0.0935,4,4.000651,4.0006,5.102158e-05,733.51,0.04636952,0.04636986,0.4273883
0.0936,4,4.000645,4.000595,5.00679e-05,733.509,0.04637066,0.04637054,0.4273883
0.0937,4,4.000638,4.000589,4.863739e-05,733.508,0.04637149,0.04637161,0.4273881
0.0938,4,4.00063,4.000583,4.673004e-05,733.507,0.0463725,0.04637279,0.4273879
0.0939,4,4.000623,4.000578,4.529953e-05,733.5059,0.04637369,0.0463735,0.4273879
0.094,4,4.000617,4.000572,4.529953e-05,733.5048,0.04637457,0.04637472,0.4273878
