module_id,phase_resistance_ohm,phase_inductance_h,target_bandwidth_hz,phase_margin_deg,delay_us,feasible,pi_phase_lag_deg,kp_v_per_a,ki_v_per_a_s,pole_cancel_kp_v_per_a,pole_cancel_ki_v_per_a_s,pole_cancel_pm_deg
1615,2.9,5.75e-05,1500,60,50,1,82.4151860478111,0.389407770627839,27561.7056851286,0.541924732744239,27331.8560862312,63
1615,2.9,5.75e-05,1500,60,75,1,68.9151860478111,1.06133317692828,25943.4099878749,0.541924732744239,27331.8560862312,49.5
1615,2.9,5.75e-05,1500,60,100,1,55.4151860478111,1.6746091429025,22891.4773243799,0.541924732744239,27331.8560862312,36
1620,1,2.75e-05,1500,60,50,1,78.469725368674,0.206490238585584,9539.70408818575,0.259181393921158,9424.77796076938,63
1620,1,2.75e-05,1500,60,75,1,64.969725368674,0.437076903014392,8821.80752788014,0.259181393921158,9424.77796076938,49.5
1620,1,2.75e-05,1500,60,100,1,51.469725368674,0.643510628197951,7616.41647911112,0.259181393921158,9424.77796076938,36
