scenario,motor_type,gear_ratio,speed_loop_equiv_inertia_kg_m2,Kp_speed_A_per_radps,Ki_speed_A_per_rad,Kaw_speed_1_per_s,iq_limit_a,final_ref_rad_s,final_joint_speed_rad_s,final_joint_speed_ideal_rad_s,final_error_rad_s,final_speed_est_error_rad_s,rise_time_s,settling_time_s,overshoot_pct,speed_est_error_abs_max_rad_s,iq_ref_abs_max_a,iq_abs_max_a,voltage_mag_norm_max
speed_step_0_to_4radps_joint_average_motor_v1,1615,183.35,7.24255828404691e-06,0.340319365262985,22.1100234985352,125.663703918457,4,4,4.00000286102295,3.99999904632568,-2.86102294921875e-06,3.814697265625e-06,0.006,0.0303,15.54379,0.7505295,1.39905,1.452081,0.7438154
