case_name,tracking_aw_enabled,time_to_iq_ref_below_0p5_s,iq_ref_final_a,iq_actual_mean_a,iq_actual_max_abs_a,voltage_norm_mean,voltage_norm_max
baseline_no_iq_tracking_aw,0,10.712,0.0797704847080141,0.0429234637714158,0.633316096817814,1,1
with_iq_tracking_aw,1,0.017,-3.62385422093724,-2.70269512793925,3.62374761702451,0.553679199338257,1
